symbol,date,breakout,regime,outcome,stock_rs,vol_ratio,liquidity,lookback
AABS,2006-07-27,1,VOLATILE,-6.0,32.321067953284484,1.168552545629915,1878.3333333333333,20
AABS,2019-09-24,0,VOLATILE,148.15724815724815,14.049240713224961,1.0263130524200232,14760.0,20
AABS,2006-07-31,1,VOLATILE,-6.0,23.301888955880607,1.1138281691599137,1833.3333333333333,20
AABS,2015-09-11,0,VOLATILE,65.69200779727095,-15.521837555877074,0.8245530144582877,39343.333333333336,20
AABS,2006-08-23,1,VOLATILE,-6.0,10.29364128928005,1.1047057440455244,1695.0,20
AABS,2024-01-17,0,VOLATILE,8.57052631578948,113.03101751646048,12.412653075900131,3031.6666666666665,20
AABS,2006-08-24,1,VOLATILE,-6.0,9.229033051896543,1.0959714996418495,1608.3333333333333,20
AABS,2009-07-29,0,VOLATILE,21.647058823529413,-25.301104949056644,0.7844593430054034,11275.0,20
AABS,2006-12-15,1,RANGING,-6.0,22.6744416835677,0.8929205676793779,1586.6666666666667,20
AABS,2019-02-15,0,RANGING,2.857142857142857,-8.000269610967967,0.6290640878160015,5105.0,20
AABS,2006-12-18,1,VOLATILE,-6.0,26.070544036202026,0.8987572915900588,1585.0,20
AABS,2018-07-27,0,VOLATILE,-6.0,14.320455149353169,0.9999583329400408,3038.3333333333335,20
AABS,2007-05-30,1,TRENDING_UP,-6.0,12.289337309520821,0.6551772582679831,1648.3333333333333,20
AABS,2015-02-04,0,TRENDING_UP,-6.0,44.33080342095347,1.127889852528918,7138.333333333333,20
AABS,2007-06-04,1,TRENDING_UP,-6.0,11.435532366649083,0.6422373327051155,1513.3333333333333,20
AABS,2016-08-30,0,TRENDING_UP,-6.0,26.891583783610052,1.2254000911394867,945.0,20
AABS,2008-04-08,1,TRENDING_UP,18.637110016420362,-8.208672958055134,0.9680606428232603,36400.0,20
AABS,2018-03-27,0,TRENDING_UP,17.0886075949367,21.907865931591314,1.1953309842499533,3701.6666666666665,20
AABS,2008-04-09,1,TRENDING_UP,17.370892018779347,-7.637070068348407,0.9846804130606468,59580.0,20
AABS,2006-01-19,0,TRENDING_UP,-6.0,-27.538513294922517,0.8783946408511112,5308.333333333333,20
AABS,2008-04-11,1,TRENDING_UP,-6.0,4.111086482755201,1.0524711594162592,60028.333333333336,20
AABS,2008-04-18,0,TRENDING_UP,-6.0,-4.315562053501129,1.044327427634169,60570.0,20
AABS,2008-04-14,1,TRENDING_UP,-6.0,2.4827968966784955,1.0534215779800766,60095.0,20
AABS,2011-07-04,0,TRENDING_UP,-6.0,-5.826298765583959,0.9311985356296008,1503.1833333333334,20
AABS,2008-04-15,1,TRENDING_UP,-6.0,1.1309566795913994,1.0607947303652416,60346.666666666664,20
AABS,2008-02-15,0,TRENDING_UP,-6.0,-3.585416905342001,1.045949244843154,4061.6666666666665,20
AABS,2008-04-30,1,RANGING,-6.0,21.536620884025446,1.1858193039245017,60453.333333333336,20
AABS,2016-03-15,0,RANGING,34.0,19.116484251970885,1.0950286741096504,2825.0,20
AABS,2008-05-02,1,RANGING,-6.0,23.897222293692252,1.1972107783967794,60418.333333333336,20
AABS,2018-06-01,0,RANGING,-6.0,11.769256891762161,1.11308405494364,2953.3333333333335,20
