symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,rs_rating,rs_score,holding_days,year,rs_bucket
SHEL,2023-07-19,2023-07-20,123.0,2023-07-21,132.84,tp,8.0,84.0,7.05,1,2023,80-90
SHEL,2023-07-24,2023-07-25,137.02,2023-07-27,147.9816,tp,8.0,91.1,16.26,2,2023,90-95
SHEL,2023-10-04,2023-10-05,146.0,2023-10-13,157.68,tp,8.0,93.8,25.52,8,2023,90-95
SHEL,2023-10-19,2023-10-20,164.0,2023-10-26,157.44,sl,-4.0,94.2,31.61,6,2023,90-95
SHEL,2023-11-15,2023-11-16,173.1,2023-11-17,166.176,sl,-4.0,93.6,31.44,1,2023,90-95
SHEL,2023-12-07,2023-12-08,178.5,2023-12-11,171.36,sl,-4.0,85.3,14.59,3,2023,80-90
SHEZ,2025-04-21,2025-04-22,176.0,2025-04-24,168.96,sl,-4.0,85.0,27.58,2,2025,80-90
SHEZ,2025-04-25,2025-04-28,210.0,2025-04-29,201.6,sl,-4.0,93.1,61.79,1,2025,90-95
SHEZ,2025-07-17,2025-07-18,245.0,2025-07-21,235.2,sl,-4.0,90.5,69.21,3,2025,90-95
SHEZ,2025-07-22,2025-07-23,235.0,2025-07-28,225.6,sl,-4.0,89.2,65.23,5,2025,80-90
SHEZ,2025-10-01,2025-10-02,274.11,2025-10-03,263.1456,sl,-4.0,88.2,60.13,1,2025,80-90
SHFA,2024-10-30,2024-10-31,299.0,2024-11-01,322.92,tp,8.0,94.1,79.68,1,2024,90-95
SHFA,2024-11-04,2024-11-05,368.0,2024-11-08,353.28,sl,-4.0,95.2,117.61,3,2024,95-100
SHFA,2024-11-11,2024-11-12,380.0,2024-11-13,364.8,sl,-4.0,96.0,141.48,1,2024,95-100
SHFA,2024-11-19,2024-11-20,404.98,2024-11-21,388.7808,sl,-4.0,96.7,151.99,1,2024,95-100
SHFA,2025-01-21,2025-01-22,409.0,2025-01-31,441.72,tp,8.0,95.8,98.18,9,2025,95-100
SHFA,2025-02-12,2025-02-13,432.0,2025-02-14,414.72,sl,-4.0,95.7,103.45,1,2025,95-100
SHFA,2025-02-24,2025-02-25,520.0,2025-02-26,499.2,sl,-4.0,97.9,145.75,1,2025,95-100
SHFA,2025-06-04,2025-06-05,465.0,2025-06-12,502.2,tp,8.0,90.3,58.45,7,2025,90-95
SHFA,2025-07-03,2025-07-04,517.21,2025-07-08,558.5868,tp,8.0,92.4,82.5,4,2025,90-95
SHFA,2025-08-06,2025-08-07,555.0,2025-08-20,599.4,tp,8.0,94.1,86.82,13,2025,90-95
SHJS,2025-12-17,2025-12-18,205.0,2025-12-19,196.8,sl,-4.0,82.2,38.96,1,2025,80-90
SHNI,2023-12-14,2023-12-15,5.23,2023-12-18,5.0208,sl,-4.0,84.2,14.07,3,2023,80-90
SHNI,2024-04-02,2024-04-03,4.6,2024-04-04,4.968,tp,8.0,86.1,15.01,1,2024,80-90
SHNI,2025-07-01,2025-07-02,9.65,2025-07-03,10.422,tp,8.0,80.7,38.35,1,2025,80-90
SHNI,2025-07-14,2025-07-15,11.1,2025-07-16,11.988,tp,8.0,88.2,59.13,1,2025,80-90
SHNI,2025-10-24,2025-10-27,11.5,2025-10-28,11.04,sl,-4.0,80.5,42.03,1,2025,80-90
SIBL,2025-07-03,2025-07-04,11.86,2025-07-07,11.3856,sl,-4.0,91.2,72.37,3,2025,90-95
SIBL,2025-07-10,2025-07-11,12.79,2025-07-14,12.2784,sl,-4.0,80.7,35.37,3,2025,80-90
SIBL,2025-09-18,2025-09-19,12.5,2025-09-22,12.0,sl,-4.0,82.8,34.21,3,2025,80-90
SIEM,2022-08-10,2022-08-12,720.0,2022-08-25,714.99,time,-0.6958,96.3,42.53,13,2022,95-100
SIEM,2022-10-20,2022-10-21,859.98,2022-10-24,825.5808,sl,-4.0,95.9,30.43,3,2022,95-100
SIEM,2022-11-02,2022-11-03,920.0,2022-11-07,883.2,sl,-4.0,96.4,44.92,4,2022,95-100
SIEM,2023-05-30,2023-05-31,721.0,2023-06-08,692.16,sl,-4.0,88.2,10.76,8,2023,80-90
SIEM,2024-10-23,2024-10-24,999.0,2024-10-25,1078.92,tp,8.0,88.2,39.13,1,2024,80-90
SIEM,2025-05-12,2025-05-13,1502.0,2025-05-20,1622.16,tp,8.0,88.2,33.33,7,2025,80-90
SIEM,2025-05-26,2025-05-27,1516.01,2025-06-12,1547.87,time,2.1016,87.0,36.74,16,2025,80-90
SILK,2021-06-03,2021-06-04,1.66,2021-06-08,1.5936,sl,-4.0,83.3,53.41,4,2021,80-90
SILK,2021-06-21,2021-06-22,2.21,2021-06-23,2.1216,sl,-4.0,91.7,98.28,1,2021,90-95
SILK,2022-01-07,2022-01-10,1.55,2022-01-17,1.488,sl,-4.0,80.4,9.89,7,2022,80-90
SINDM,2025-12-04,2025-12-05,23.19,2025-12-08,25.0452,tp,8.0,88.8,53.23,3,2025,80-90
SINDM,2025-12-10,2025-12-11,35.19,2025-12-12,33.7824,sl,-4.0,95.1,127.69,1,2025,95-100
SINDM,2025-12-23,2025-12-24,35.0,2025-12-26,37.8,tp,8.0,94.0,117.93,2,2025,90-95
SITC,2022-02-02,2022-02-03,365.0,2022-02-07,350.4,sl,-4.0,84.0,12.13,4,2022,80-90
SITC,2022-02-16,2022-02-17,380.0,2022-02-18,364.8,sl,-4.0,87.9,16.08,1,2022,80-90
SITC,2022-04-27,2022-04-28,364.98,2022-05-19,364.99,time,0.0027,82.5,9.07,21,2022,80-90
SITC,2024-06-25,2024-06-26,354.0,2024-07-01,339.84,sl,-4.0,80.8,5.6,5,2024,80-90
SITC,2025-04-18,2025-04-21,465.0,2025-04-22,446.4,sl,-4.0,82.9,21.49,1,2025,80-90
SITC,2025-05-12,2025-05-13,460.0,2025-05-15,441.6,sl,-4.0,84.8,22.14,2,2025,80-90
SITC,2025-08-04,2025-08-05,620.0,2025-08-08,595.2,sl,-4.0,80.4,28.14,3,2025,80-90
SITC,2025-09-01,2025-09-02,623.9,2025-09-03,673.812,tp,8.0,81.5,27.76,1,2025,80-90
SITC,2025-09-05,2025-09-08,965.22,2025-09-09,926.6112,sl,-4.0,94.0,96.66,1,2025,90-95
SITC,2025-10-09,2025-10-10,965.0,2025-10-13,926.4,sl,-4.0,94.3,115.33,3,2025,90-95
SKRS,2025-09-09,2025-09-10,18.9,2025-09-11,18.144,sl,-4.0,81.3,27.19,1,2025,80-90
SKRS,2025-09-12,2025-09-15,20.64,2025-09-16,19.8144,sl,-4.0,85.6,47.74,1,2025,80-90
SKRS,2025-09-19,2025-09-22,22.63,2025-09-23,21.7248,sl,-4.0,83.6,40.21,1,2025,80-90
SKRS,2025-10-31,2025-11-03,22.5,2025-11-04,24.3,tp,8.0,82.3,50.51,1,2025,80-90
SKRS,2025-11-17,2025-11-18,36.0,2025-11-19,38.88,tp,8.0,94.8,164.57,1,2025,90-95
SLYT,2025-06-19,2025-06-20,11.19,2025-06-23,10.7424,sl,-4.0,89.8,58.04,3,2025,80-90
SLYT,2025-07-07,2025-07-08,13.42,2025-07-09,12.8832,sl,-4.0,93.5,92.01,1,2025,90-95
SLYT,2025-07-11,2025-07-14,13.99,2025-07-15,15.1092,tp,8.0,92.3,80.62,1,2025,90-95
SLYT,2025-07-16,2025-07-17,18.47,2025-07-18,17.7312,sl,-4.0,91.8,80.44,1,2025,90-95
SLYT,2025-07-21,2025-07-22,20.0,2025-07-23,19.2,sl,-4.0,93.3,88.05,1,2025,90-95
SMBL,2021-05-21,2021-05-24,3.14,2021-05-25,3.0144,sl,-4.0,83.3,36.96,1,2021,80-90
SMBL,2022-01-10,2022-01-11,2.83,2022-01-19,2.7168,sl,-4.0,92.4,28.79,8,2022,90-95
SMBL,2023-02-23,2023-02-24,2.15,2023-02-27,2.064,sl,-4.0,90.4,15.03,3,2023,90-95
SMCPL,2021-05-25,2021-05-26,10.99,2021-05-27,10.5504,sl,-4.0,88.2,58.11,1,2021,80-90
SMCPL,2022-01-06,2022-01-10,9.0,2022-01-21,8.64,sl,-4.0,82.4,11.51,11,2022,80-90
SMCPL,2022-08-05,2022-08-10,11.5,2022-08-15,12.42,tp,8.0,97.5,54.44,5,2022,95-100
SMCPL,2022-08-17,2022-08-18,11.76,2022-09-02,11.73,time,-0.2551,96.7,51.21,15,2022,95-100
SMCPL,2023-06-27,2023-07-03,16.2,2023-07-04,15.552,sl,-4.0,98.7,57.86,1,2023,95-100
SMCPL,2023-11-29,2023-11-30,14.0,2023-12-18,13.44,sl,-4.0,83.8,11.63,18,2023,80-90
SMCPL,2024-05-10,2024-05-13,22.2,2024-05-14,21.312,sl,-4.0,85.5,18.5,1,2024,80-90
SMCPL,2024-07-12,2024-07-15,24.0,2024-07-18,25.92,tp,8.0,84.0,18.59,3,2024,80-90
SMCPL,2024-07-23,2024-07-24,31.89,2024-07-25,30.6144,sl,-4.0,93.9,89.91,1,2024,90-95
SMCPL,2024-10-24,2024-10-25,25.1,2024-10-28,24.096,sl,-4.0,80.7,14.44,3,2024,80-90
SMCPL,2025-09-09,2025-09-10,36.9,2025-09-11,39.852,tp,8.0,81.1,27.09,1,2025,80-90
SMCPL,2025-09-29,2025-09-30,43.98,2025-10-01,42.2208,sl,-4.0,87.8,54.89,1,2025,80-90
SMCPL,2025-10-08,2025-10-09,43.65,2025-10-10,41.904,sl,-4.0,90.1,71.51,1,2025,90-95
SML,2025-11-27,2025-11-28,80.0,2025-12-01,76.8,sl,-4.0,86.9,51.82,3,2025,80-90
SML,2025-12-05,2025-12-08,82.4,2025-12-09,88.992,tp,8.0,82.3,37.54,1,2025,80-90
SNAI,2025-12-10,2025-12-11,42.0,2025-12-12,40.32,sl,-4.0,83.6,38.26,1,2025,80-90
SNBL,2022-02-15,2022-02-16,10.3,2022-03-01,10.48,time,1.7476,82.3,9.63,13,2022,80-90
SNBL,2022-08-16,2022-08-17,9.45,2022-08-30,9.5,time,0.5291,83.9,5.48,13,2022,80-90
SNBL,2022-09-13,2022-09-14,9.6,2022-09-27,9.6,time,0.0,87.7,11.56,13,2022,80-90
SNBL,2022-10-07,2022-10-11,9.36,2022-10-14,10.1088,tp,8.0,86.9,8.14,3,2022,80-90
SNBL,2022-10-19,2022-10-20,10.05,2022-11-02,9.97,time,-0.796,90.0,13.13,13,2022,80-90
SNBL,2022-11-04,2022-11-07,10.01,2022-11-21,9.6096,sl,-4.0,87.4,12.87,14,2022,80-90
SNBL,2023-03-14,2023-03-15,9.9,2023-03-17,9.504,sl,-4.0,81.3,1.83,2,2023,80-90
SNBL,2024-12-06,2024-12-09,18.9,2024-12-10,18.144,sl,-4.0,80.2,14.21,1,2024,80-90
SNBL,2025-10-20,2025-10-21,32.29,2025-10-22,30.9984,sl,-4.0,81.8,40.28,1,2025,80-90
SNGP,2022-11-15,2022-11-16,39.6,2022-11-28,38.016,sl,-4.0,90.3,19.0,12,2022,90-95
SNGP,2023-02-06,2023-02-07,44.0,2023-02-08,42.24,sl,-4.0,96.3,28.3,1,2023,95-100
SNGP,2023-02-13,2023-02-14,48.25,2023-02-15,46.32,sl,-4.0,96.9,37.5,1,2023,95-100
SNGP,2023-06-05,2023-06-06,43.5,2023-06-15,41.76,sl,-4.0,92.7,27.72,9,2023,90-95
SNGP,2023-10-06,2023-10-09,46.01,2023-10-19,49.6908,tp,8.0,86.6,10.25,10,2023,80-90
SNGP,2023-11-03,2023-11-06,53.74,2023-11-17,58.0392,tp,8.0,87.3,12.96,11,2023,80-90
SNGP,2023-12-05,2023-12-06,71.2,2023-12-07,68.352,sl,-4.0,90.6,25.31,1,2023,90-95
SNGP,2023-12-12,2023-12-13,75.4,2023-12-19,72.384,sl,-4.0,91.5,31.09,6,2023,90-95
SNGP,2025-03-21,2025-03-24,112.99,2025-04-07,108.4704,sl,-4.0,80.5,9.51,14,2025,80-90
SNGP,2025-04-21,2025-04-22,125.5,2025-04-24,120.48,sl,-4.0,83.9,24.41,2,2025,80-90
SNGP,2025-04-25,2025-04-28,126.5,2025-04-29,121.44,sl,-4.0,83.9,25.42,1,2025,80-90
SNGP,2025-05-13,2025-05-14,123.0,2025-05-22,118.08,sl,-4.0,83.4,17.89,8,2025,80-90
SPEL,2024-07-12,2024-07-15,22.63,2024-07-18,24.4404,tp,8.0,84.3,20.97,3,2024,80-90
SPEL,2024-07-19,2024-07-22,29.34,2024-07-23,31.6872,tp,8.0,93.3,67.55,1,2024,90-95
SPEL,2024-07-31,2024-08-01,35.49,2024-08-02,38.3292,tp,8.0,97.4,142.23,1,2024,95-100
SPEL,2024-12-12,2024-12-13,41.9,2024-12-16,45.252,tp,8.0,90.9,56.44,3,2024,90-95
SPEL,2025-05-21,2025-05-22,45.0,2025-05-23,43.2,sl,-4.0,89.0,37.82,1,2025,80-90
SPEL,2025-06-04,2025-06-05,50.0,2025-06-10,48.0,sl,-4.0,91.9,67.98,5,2025,90-95
SPEL,2025-07-09,2025-07-10,51.1,2025-07-11,49.056,sl,-4.0,88.5,62.08,1,2025,80-90
SPEL,2025-07-14,2025-07-15,53.5,2025-07-16,51.36,sl,-4.0,91.3,75.83,1,2025,90-95
SPEL,2025-09-11,2025-09-12,78.01,2025-09-16,74.8896,sl,-4.0,84.4,39.01,4,2025,80-90
SPL,2022-11-02,2022-11-03,18.75,2022-11-04,20.25,tp,8.0,83.9,8.74,1,2022,80-90
SPL,2023-10-23,2023-10-24,18.0,2023-10-25,19.44,tp,8.0,85.4,7.42,1,2023,80-90
SPL,2025-09-17,2025-09-18,26.0,2025-09-19,24.96,sl,-4.0,83.7,34.54,1,2025,80-90
SPL,2025-09-24,2025-09-25,25.8,2025-09-26,24.768,sl,-4.0,81.6,34.01,1,2025,80-90
SPL,2025-11-14,2025-11-17,37.8,2025-11-18,40.824,tp,8.0,92.1,102.51,1,2025,90-95
SPL,2025-11-20,2025-11-21,57.26,2025-11-24,54.9696,sl,-4.0,96.1,199.36,3,2025,95-100
SPLC,2021-06-03,2021-06-04,1.71,2021-06-07,1.8468,tp,8.0,93.0,114.5,3,2021,90-95
SPLC,2021-06-09,2021-06-10,2.58,2021-06-11,2.7864,tp,8.0,92.5,111.75,1,2021,90-95
SPWL,2022-01-05,2022-01-06,19.05,2022-01-07,20.574,tp,8.0,87.1,16.82,1,2022,80-90
SPWL,2022-01-24,2022-01-25,25.34,2022-01-31,24.3264,sl,-4.0,95.5,44.16,6,2022,95-100
SPWL,2022-10-24,2022-10-25,19.74,2022-10-27,18.9504,sl,-4.0,87.0,9.84,2,2022,80-90
SPWL,2023-03-03,2023-03-06,18.55,2023-03-17,18.95,time,2.1563,82.9,1.25,11,2023,80-90
SRVI,2025-01-13,2025-01-14,1525.0,2025-01-15,1464.0,sl,-4.0,87.2,30.59,1,2025,80-90
SRVI,2025-02-25,2025-02-26,1544.0,2025-02-27,1482.24,sl,-4.0,86.6,28.34,1,2025,80-90
SSGC,2022-08-10,2022-08-11,11.24,2022-08-24,11.04,time,-1.7794,89.3,15.06,13,2022,80-90
SSGC,2022-11-07,2022-11-08,11.3,2022-11-22,11.11,time,-1.6814,91.6,17.56,14,2022,90-95
SSGC,2023-02-06,2023-02-07,11.58,2023-02-08,11.1168,sl,-4.0,89.3,15.64,1,2023,80-90
SSGC,2023-02-13,2023-02-14,12.3,2023-02-15,11.808,sl,-4.0,92.6,20.6,1,2023,90-95
SSGC,2024-11-05,2024-11-06,17.4,2024-11-07,16.704,sl,-4.0,83.9,20.71,1,2024,80-90
SSGC,2024-11-11,2024-11-12,19.5,2024-11-13,21.06,tp,8.0,88.4,46.92,1,2024,80-90
SSGC,2024-11-14,2024-11-15,24.94,2024-11-18,26.9352,tp,8.0,95.3,110.09,3,2024,95-100
SSGC,2024-12-03,2024-12-04,33.0,2024-12-05,35.64,tp,8.0,97.1,136.18,1,2024,95-100
SSGC,2024-12-11,2024-12-12,38.25,2024-12-13,36.72,sl,-4.0,98.2,178.16,1,2024,95-100
SSGC,2024-12-16,2024-12-17,41.79,2024-12-18,45.1332,tp,8.0,98.9,201.65,1,2024,95-100
SSGC,2025-04-18,2025-04-21,42.99,2025-04-23,41.2704,sl,-4.0,98.9,195.38,2,2025,95-100
SSGC,2025-06-17,2025-06-18,44.9,2025-06-19,43.104,sl,-4.0,95.6,123.49,1,2025,95-100
SSGC,2025-07-01,2025-07-02,45.0,2025-07-16,43.2,sl,-4.0,94.9,116.37,14,2025,90-95
SSGC,2025-08-01,2025-08-04,45.61,2025-08-05,43.7856,sl,-4.0,96.5,127.73,1,2025,95-100
SSML,2025-12-01,2025-12-02,28.79,2025-12-03,27.6384,sl,-4.0,92.4,85.22,1,2025,90-95
SSML,2025-12-04,2025-12-05,35.5,2025-12-08,34.08,sl,-4.0,95.5,149.74,3,2025,95-100
SSOM,2025-05-29,2025-05-30,856.66,2025-06-02,822.3936,sl,-4.0,100.0,907.24,3,2025,95-100
SSOM,2025-06-27,2025-06-30,779.41,2025-07-01,841.7628,tp,8.0,100.0,880.35,1,2025,95-100
SSOM,2025-07-11,2025-07-14,1010.06,2025-07-15,1090.8648,tp,8.0,100.0,816.08,1,2025,95-100
STCL,2021-01-05,2021-01-06,22.3,2021-01-12,24.084,tp,8.0,93.8,88.26,6,2021,90-95
STCL,2021-01-29,2021-02-01,26.85,2021-02-09,25.776,sl,-4.0,96.5,125.58,8,2021,95-100
STCL,2021-05-18,2021-05-19,26.25,2021-05-21,28.35,tp,8.0,94.5,99.12,2,2021,90-95
STCL,2021-06-01,2021-06-02,31.48,2021-06-07,33.9984,tp,8.0,93.4,119.59,5,2021,90-95
STCL,2024-04-30,2024-05-02,15.11,2024-05-06,16.3188,tp,8.0,82.3,8.74,4,2024,80-90
SUTM,2025-04-25,2025-04-28,169.75,2025-04-29,183.33,tp,8.0,87.5,34.05,1,2025,80-90
SUTM,2025-05-16,2025-05-19,229.0,2025-05-20,219.84,sl,-4.0,97.9,122.9,1,2025,95-100
SYM,2025-07-01,2025-07-02,15.9,2025-07-03,15.264,sl,-4.0,84.3,43.25,1,2025,80-90
SYM,2025-08-21,2025-08-22,15.55,2025-08-25,14.928,sl,-4.0,82.1,30.29,3,2025,80-90
SYS,2021-01-07,2021-01-08,418.78,2021-01-13,452.2824,tp,8.0,96.5,128.88,5,2021,95-100
SYS,2021-01-22,2021-01-25,473.99,2021-02-08,487.24,time,2.7954,98.2,149.87,14,2021,95-100
SYS,2021-02-09,2021-02-10,494.0,2021-02-11,474.24,sl,-4.0,96.6,131.09,1,2021,95-100
SYS,2021-05-28,2021-05-31,482.5,2021-06-14,521.1,tp,8.0,90.4,77.19,14,2021,90-95
SYS,2021-06-21,2021-06-22,530.9,2021-07-05,560.09,time,5.4982,87.0,73.02,13,2021,80-90
SYS,2021-07-08,2021-07-09,575.0,2021-07-16,621.0,tp,8.0,89.3,83.68,7,2021,80-90
SYS,2021-11-03,2021-11-04,798.38,2021-11-09,766.4448,sl,-4.0,96.6,90.92,5,2021,95-100
SYS,2021-11-17,2021-11-18,818.24,2021-11-22,785.5104,sl,-4.0,97.8,93.58,4,2021,95-100
SYS,2022-11-23,2022-11-24,500.97,2022-12-07,489.45,time,-2.2995,86.3,10.33,13,2022,80-90
TATM,2025-06-25,2025-06-26,104.4,2025-06-27,112.752,tp,8.0,86.8,46.97,1,2025,80-90
TATM,2025-06-30,2025-07-01,140.99,2025-07-02,152.2692,tp,8.0,95.0,105.83,1,2025,90-95
TATM,2025-07-04,2025-07-07,193.97,2025-07-08,209.4876,tp,8.0,97.6,195.91,1,2025,95-100
TATM,2025-11-27,2025-11-28,205.1,2025-12-01,221.508,tp,8.0,95.8,177.18,3,2025,95-100
TATM,2025-12-11,2025-12-12,214.98,2025-12-15,206.3808,sl,-4.0,96.0,160.69,3,2025,95-100
TELE,2021-01-08,2021-01-11,2.41,2021-01-13,2.6028,tp,8.0,82.6,42.24,2,2021,80-90
TELE,2021-01-20,2021-01-21,3.03,2021-01-22,2.9088,sl,-4.0,93.3,82.1,1,2021,90-95
TELE,2021-02-02,2021-02-03,4.17,2021-02-04,4.0032,sl,-4.0,97.6,142.72,1,2021,95-100
TELE,2021-02-08,2021-02-09,5.26,2021-02-10,5.6808,tp,8.0,98.8,182.16,1,2021,95-100
TELE,2021-05-25,2021-05-26,18.5,2021-05-28,17.76,sl,-4.0,100.0,881.14,2,2021,95-100
TELE,2022-01-07,2022-01-10,18.43,2022-01-17,17.6928,sl,-4.0,100.0,283.69,7,2022,95-100
TELE,2022-02-02,2022-02-03,18.7,2022-02-04,17.952,sl,-4.0,100.0,222.25,1,2022,95-100
TGL,2022-01-21,2022-01-24,127.11,2022-01-25,122.0256,sl,-4.0,94.0,33.52,1,2022,90-95
TGL,2022-04-15,2022-04-18,138.88,2022-04-19,133.3248,sl,-4.0,96.7,37.84,1,2022,95-100
TGL,2022-04-28,2022-05-06,135.0,2022-05-09,129.6,sl,-4.0,95.3,36.08,3,2022,95-100
TGL,2022-08-23,2022-08-24,129.55,2022-08-29,124.368,sl,-4.0,87.9,12.52,5,2022,80-90
TGL,2022-09-09,2022-09-12,132.0,2022-09-19,126.72,sl,-4.0,93.7,26.57,7,2022,90-95
TGL,2025-02-26,2025-02-27,180.0,2025-02-28,172.8,sl,-4.0,81.1,15.59,1,2025,80-90
TGL,2025-04-14,2025-04-15,214.0,2025-04-16,205.44,sl,-4.0,88.5,38.72,1,2025,80-90
TGL,2025-06-26,2025-06-27,235.9,2025-06-30,254.772,tp,8.0,83.9,42.72,3,2025,80-90
TGL,2025-08-07,2025-08-08,246.0,2025-08-22,255.19,time,3.7358,80.0,26.86,14,2025,70-80
TGL,2025-08-25,2025-08-26,260.0,2025-09-02,280.8,tp,8.0,83.7,34.89,7,2025,80-90
THALL,2024-03-18,2024-03-19,311.11,2024-03-28,335.9988,tp,8.0,82.9,9.11,9,2024,80-90
THALL,2024-04-02,2024-04-03,336.5,2024-04-04,363.42,tp,8.0,89.9,25.92,1,2024,80-90
THALL,2024-05-13,2024-05-14,366.0,2024-05-15,395.28,tp,8.0,86.9,19.99,1,2024,80-90
THALL,2024-05-17,2024-05-20,480.01,2024-05-22,460.8096,sl,-4.0,93.5,64.81,2,2024,90-95
THALL,2024-06-20,2024-06-21,495.0,2024-06-24,475.2,sl,-4.0,93.7,58.19,3,2024,90-95
THCCL,2021-06-22,2021-06-23,22.0,2021-06-25,21.12,sl,-4.0,80.6,51.25,2,2021,80-90
THCCL,2021-07-23,2021-07-26,24.45,2021-07-28,23.472,sl,-4.0,84.5,60.85,2,2021,80-90
THCCL,2021-08-23,2021-08-24,31.06,2021-08-25,29.8176,sl,-4.0,90.0,89.13,1,2021,80-90
THCCL,2023-10-13,2023-10-16,15.9,2023-10-17,15.264,sl,-4.0,84.9,8.15,1,2023,80-90
THCCL,2023-10-27,2023-10-30,18.24,2023-10-31,17.5104,sl,-4.0,91.9,17.67,1,2023,90-95
THCCL,2024-03-22,2024-03-25,19.52,2024-04-03,21.0816,tp,8.0,83.9,12.49,9,2024,80-90
THCCL,2024-04-09,2024-04-15,24.0,2024-04-17,23.04,sl,-4.0,88.1,17.91,2,2024,80-90
THCCL,2024-04-23,2024-04-24,23.92,2024-04-30,25.8336,tp,8.0,91.1,30.4,6,2024,90-95
THCCL,2024-05-03,2024-05-06,32.59,2024-05-08,35.1972,tp,8.0,94.5,69.16,2,2024,90-95
THCCL,2024-05-09,2024-05-10,39.0,2024-05-13,37.44,sl,-4.0,97.7,131.46,3,2024,95-100
THCCL,2024-07-15,2024-07-18,39.98,2024-07-19,43.1784,tp,8.0,94.9,93.79,1,2024,90-95
THCCL,2024-07-25,2024-07-26,55.4,2024-07-29,53.184,sl,-4.0,98.5,185.84,3,2024,95-100
THCCL,2024-08-13,2024-08-15,54.89,2024-08-16,59.2812,tp,8.0,97.4,167.78,1,2024,95-100
THCCL,2024-09-20,2024-09-23,57.25,2024-09-24,61.83,tp,8.0,98.1,174.6,1,2024,95-100
THCCL,2024-09-25,2024-09-26,74.97,2024-09-27,80.9676,tp,8.0,98.5,269.13,1,2024,95-100
THCCL,2024-10-01,2024-10-02,88.99,2024-10-03,85.4304,sl,-4.0,98.9,351.99,1,2024,95-100
THCCL,2024-10-14,2024-10-15,96.4,2024-10-16,92.544,sl,-4.0,98.9,330.14,1,2024,95-100
THCCL,2024-10-18,2024-10-21,107.49,2024-10-23,116.0892,tp,8.0,99.3,334.52,2,2024,95-100
THCCL,2024-11-15,2024-11-18,120.99,2024-11-19,130.6692,tp,8.0,99.3,276.88,1,2024,95-100
THCCL,2024-11-20,2024-11-21,154.67,2024-11-22,148.4832,sl,-4.0,99.6,420.63,1,2024,95-100
THCCL,2024-12-05,2024-12-06,215.44,2024-12-09,206.8224,sl,-4.0,100.0,580.22,3,2024,95-100
THCCL,2024-12-30,2024-12-31,229.98,2025-01-01,220.7808,sl,-4.0,100.0,614.97,1,2024,95-100
THCCL,2025-03-20,2025-03-21,232.0,2025-03-24,222.72,sl,-4.0,100.0,455.96,3,2025,95-100
THCCL,2025-04-04,2025-04-07,220.0,2025-04-08,211.2,sl,-4.0,100.0,414.45,1,2025,95-100
TICL,2025-08-19,2025-08-20,649.98,2025-08-21,623.9808,sl,-4.0,87.4,47.04,1,2025,80-90
TICL,2025-12-24,2025-12-26,839.98,2025-12-26,790.02,time,-5.9478,92.7,99.53,0,2025,90-95
TOMCL,2024-03-19,2024-03-20,29.96,2024-03-21,28.7616,sl,-4.0,80.3,4.79,1,2024,80-90
TOMCL,2024-03-27,2024-03-28,33.47,2024-03-29,32.1312,sl,-4.0,89.9,21.53,1,2024,80-90
TOMCL,2024-04-23,2024-04-24,34.2,2024-04-25,36.936,tp,8.0,83.7,10.25,1,2024,80-90
TOMCL,2024-05-23,2024-05-24,35.9,2024-05-27,34.464,sl,-4.0,80.4,9.15,3,2024,80-90
TOMCL,2024-05-31,2024-06-03,37.55,2024-06-04,40.554,tp,8.0,84.5,14.35,1,2024,80-90
TOMCL,2024-06-24,2024-06-25,38.01,2024-06-26,36.4896,sl,-4.0,88.8,23.23,1,2024,80-90
TOMCL,2024-08-02,2024-08-05,44.67,2024-08-12,42.8832,sl,-4.0,90.2,47.04,7,2024,90-95
TOMCL,2025-09-18,2025-09-19,68.02,2025-09-29,65.2992,sl,-4.0,82.6,34.09,10,2025,80-90
TOWL,2022-08-12,2022-08-15,90.01,2022-08-17,97.2108,tp,8.0,83.0,7.11,2,2022,80-90
TOWL,2022-08-24,2022-08-25,96.51,2022-08-31,92.6496,sl,-4.0,88.3,12.97,6,2022,80-90
TOWL,2022-11-07,2022-11-08,119.5,2022-11-11,129.06,tp,8.0,87.9,12.85,3,2022,80-90
TOWL,2022-11-14,2022-11-15,141.05,2022-11-16,152.334,tp,8.0,96.0,38.06,1,2022,95-100
TOWL,2023-02-28,2023-03-01,141.5,2023-03-02,135.84,sl,-4.0,96.2,37.49,1,2023,95-100
TOWL,2023-03-06,2023-03-07,147.0,2023-03-08,158.76,tp,8.0,98.3,45.24,1,2023,95-100
TOWL,2023-03-09,2023-03-10,186.76,2023-03-13,179.2896,sl,-4.0,98.3,78.53,3,2023,95-100
TOWL,2023-03-16,2023-03-17,182.0,2023-03-20,196.56,tp,8.0,98.3,71.69,3,2023,95-100
TOWL,2023-11-23,2023-11-24,211.0,2023-11-27,227.88,tp,8.0,95.4,44.02,3,2023,95-100
TPL,2021-06-01,2021-06-02,10.7,2021-06-03,10.272,sl,-4.0,85.4,58.83,1,2021,80-90
TPL,2021-06-17,2021-06-18,13.03,2021-06-22,14.0724,tp,8.0,91.4,97.62,4,2021,90-95
TPL,2021-06-23,2021-06-24,16.4,2021-06-25,15.744,sl,-4.0,95.3,143.49,1,2021,95-100
