symbol,start,end,outcome,breakout_idx,close_at_breakout,ema_at_breakout,price_above_ema,ema_rising,ema_slope_pct,raw_pct_move,sma_at_breakout,passes_sma,passes_ema
ANL,3600,3680,down,3681,12.15,11.923529944602214,True,True,1.441553690672873,17.36625514403293,10.83645,False,False
APL,1400,1480,up,1483,166.0422,154.5153374293008,True,True,1.5674538797365185,-4.993369155552022,150.9478195,True,True
APL,1560,1640,up,1644,189.8517,170.97355396933025,True,True,1.6374888640005376,4.580206550691942,170.102523,True,True
APL,3160,3240,down,3241,327.2201,348.5155637477328,False,False,-0.0040990797139328,2.189199257625066,342.9659535,True,True
APL,3880,3960,up,3961,257.2351,249.6402386080685,True,False,-0.15728546394673,-2.0266285588553044,254.031898,True,True
APL,4120,4200,up,4216,236.0668,235.93204245557905,True,False,-0.588033711712358,21.241106330919884,235.2685885,True,True
APL,4640,4720,up,4722,412.9,372.7412630941613,True,True,1.4677676802592778,1.7679825623637715,372.41540000000003,True,True
ARPL,4720,4800,up,4801,450.95,420.04425758027935,True,True,1.693406660371578,-2.488080718483196,423.12559999999996,True,True
ARUJ,640,720,up,721,22.59,12.13835197378351,True,True,7.171188946506149,-18.54803010181497,11.2771,True,True
ASL,1320,1400,down,1401,18.24,19.787126239396724,False,False,-0.1708665039143333,12.00657894736841,19.52845,True,True
ASL,2400,2480,down,2481,10.2,13.169991442013984,False,False,-3.666658721316797,23.03921568627451,12.7355,True,True
ASLPS,360,440,up,448,5.7582,5.182312927690746,True,False,-0.4206200737601254,-6.316209926713219,5.193765,True,True
ATBA,2600,2680,up,2681,656.9995,576.3708405083528,True,True,2.458172596601763,9.785639106270253,534.4702575,True,True
ATIL,1320,1400,up,1413,10.46,9.664433502154866,True,True,1.0140818523263495,20.234225621414897,9.584662,True,True
ATIL,2480,2560,up,2570,41.9482,42.42677433326772,False,False,-0.7969960826218518,25.54507702356716,43.502615500000005,False,False
ATRL,2640,2720,up,2721,224.51,205.5528362573101,True,True,0.1092095544494718,16.939111843570455,211.0657,True,True
AVN,560,640,up,643,17.9872,18.32741842103606,False,False,-1.2276447693035657,7.164539227895384,18.920832,False,False
AVN,1920,2000,down,2001,88.06,101.12899369530204,False,False,-0.2411134060812742,18.08993867817398,106.08709999999999,True,True
