symbol,start,end,leg_index,entry_bar,entry_price,lfd_level,r_lfd_denom,exit_bar,exit_type,realized_R
MWMP,760,840,0,841,0.07,0.0653,0.00470000000000001,872,lfd,-1.0
MWMP,760,840,1,873,0.0692,0.0625,0.006699999999999998,875,lfd,-1.0
MWMP,760,840,2,876,0.0822,0.0536,0.028599999999999993,966,horizon,5.60839160839161
NATF,680,760,0,762,32.01,32.8819,0.8719000000000037,768,lfd,-1.0
NATF,680,760,1,769,32.3837,33.1211,0.7374000000000009,773,lfd,-1.0
NATF,680,760,2,774,32.5083,33.3801,0.8718000000000004,775,lfd,-1.0
NATF,680,760,3,778,31.6862,34.3267,2.640500000000003,868,horizon,3.33963264533232
NBP,1320,1400,0,1401,39.3505,37.8842,1.4662999999999968,1491,horizon,3.4741867285003147
NBP,4840,4920,0,4921,64.69,62.56,2.1299999999999955,5011,horizon,19.85446009389676
NCL,2640,2720,0,2740,34.47,33.15,1.3200000000000003,2793,lfd,-1.0
NCL,2640,2720,1,2794,33.64,33.0,0.6400000000000006,2884,horizon,32.42187499999997
NCL,3360,3440,0,3476,50.79,52.39,1.6000000000000014,3566,horizon,12.599999999999989
NESTLE,2720,2800,0,2828,6290.0,5850.0,440.0,2843,lfd,-1.0
NICL,2560,2640,0,2643,25.69,27.0,1.3099999999999987,2693,lfd,-1.0
NICL,2560,2640,1,2694,26.1,27.0,0.8999999999999986,2719,lfd,-1.0
NICL,2560,2640,2,2720,26.75,27.0,0.25,2721,lfd,-1.0
NICL,2560,2640,3,2722,26.25,27.2,0.9499999999999993,2725,lfd,-1.0
OGDC,2400,2480,0,2482,197.74,205.3,7.560000000000002,2572,horizon,5.370370370370372
PABC,480,560,0,561,54.13,53.03,1.1000000000000014,651,horizon,14.427272727272706
PACE,2240,2320,0,2333,7.17,6.5,0.6699999999999999,2423,horizon,6.985074626865672
PAEL,2160,2240,0,2243,22.1,20.0,2.1000000000000014,2333,horizon,3.347619047619044
PAEL,4800,4880,0,4881,32.38,30.5,1.8800000000000026,4971,horizon,7.563829787234032
PAEL,4960,5040,0,5044,42.49,40.8,1.6900000000000048,5134,horizon,7.781065088757374
PAKD,40,120,0,121,55.3,53.95,1.3499999999999943,134,lfd,-1.0
PAKD,40,120,1,135,55.25,52.75,2.5,139,lfd,-1.0
PAKD,40,120,2,141,53.6,51.05,2.5500000000000043,143,lfd,-1.0
PAKD,40,120,3,144,53.7,51.05,2.6500000000000057,234,horizon,12.226415094339593
PAKD,2960,3040,0,3041,69.99,74.75,4.760000000000005,3131,horizon,2.195378151260501
PAKOXY,2080,2160,0,2163,117.9081,112.3779,5.530200000000008,2253,horizon,6.0293841090738045
PAKOXY,3800,3880,0,3887,156.05,151.0,5.050000000000011,3936,lfd,-1.0
PAKOXY,4400,4480,0,4481,86.01,80.0,6.010000000000005,4571,horizon,11.279534109816963
PAKRI,2280,2360,0,2364,26.47,25.6,0.8699999999999974,2454,horizon,4.264367816091967
PAKRI,3680,3760,0,3762,24.99,24.15,0.8399999999999999,3797,lfd,-1.0
PAKRI,3680,3760,1,3798,24.9,24.0,0.8999999999999986,3816,lfd,-1.0
PAKRI,3680,3760,2,3817,25.99,24.0,1.9899999999999984,3907,horizon,-0.4020100502512552
PECO,0,80,0,82,80.4,76.65,3.75,172,horizon,7.093333333333332
PECO,1560,1640,0,1649,236.95,216.0,20.94999999999999,1673,lfd,-1.0
PECO,1560,1640,1,1674,234.53,211.7,22.830000000000013,1685,lfd,-1.0
PICT,4720,4800,0,4801,39.05,40.26,1.2100000000000009,4861,lfd,-1.0
PICT,4720,4800,1,4870,39.17,42.47,3.299999999999997,4900,lfd,-1.0
PKGI,1320,1400,0,1402,1.2685,1.4185,0.15000000000000013,1411,lfd,-1.0
PKGI,1320,1400,1,1424,1.2286,1.3562,0.12760000000000016,1430,lfd,-1.0
PKGI,1320,1400,2,1431,1.2605,1.3562,0.09570000000000012,1443,lfd,-1.0
PKGI,1320,1400,3,1444,1.2668,1.3562,0.08940000000000015,1463,lfd,-1.0
PKGP,1960,2040,0,2041,11.1323,10.5822,0.5501000000000005,2085,lfd,-1.0
PKGP,1960,2040,1,2086,10.5174,10.3556,0.1617999999999995,2089,lfd,-1.0
PKGP,1960,2040,2,2090,10.5951,10.2909,0.3041999999999998,2091,lfd,-1.0
PKGP,1960,2040,3,2092,10.3168,10.2003,0.11650000000000027,2093,lfd,-1.0
PKGS,3480,3560,0,3570,306.76,288.0,18.75999999999999,3660,horizon,0.24626865671641826
PNSC,4640,4720,0,4746,225.7073,206.5912,19.116100000000017,4836,horizon,10.853296435988502
POL,360,440,0,446,354.6,331.9,22.700000000000045,532,lfd,-1.0
POL,360,440,1,533,335.1,326.5,8.600000000000023,538,lfd,-1.0
POL,360,440,2,556,327.4,322.0,5.399999999999977,612,lfd,-1.0
POL,360,440,3,613,317.0,322.0,-5.0,614,lfd,-1.0
POL,1640,1720,0,1721,379.17,374.25,4.920000000000016,1730,lfd,-1.0
POL,1640,1720,1,1756,379.68,370.0,9.680000000000007,1777,lfd,-1.0
POL,1640,1720,2,1812,381.6,374.3,7.300000000000011,1902,horizon,5.617808219178072
POL,1720,1800,0,1809,375.35,368.99,6.360000000000014,1899,horizon,7.855345911949666
POL,2440,2520,0,2525,388.12,380.8,7.319999999999993,2552,lfd,-1.0
POWER,160,240,0,241,16.6368,17.4512,0.8143999999999991,254,lfd,-1.0
POWER,160,240,1,255,16.0551,17.5288,1.473700000000001,262,lfd,-1.0
POWER,160,240,2,283,17.9941,19.2739,1.2798000000000016,293,lfd,-1.0
POWER,160,240,3,297,18.2656,19.1963,0.9307000000000016,305,lfd,-1.0
POWER,4920,5000,0,5001,15.65,15.0,0.6500000000000004,5091,horizon,3.2769230769230764
PPP,320,400,0,411,25.2687,25.6516,0.38289999999999935,417,lfd,-1.0
PPP,320,400,1,418,25.4729,25.8813,0.4084000000000003,495,lfd,-1.0
PPP,320,400,2,496,25.8302,25.9476,0.11739999999999995,497,lfd,-1.0
PPP,320,400,3,498,26.5193,26.9992,0.4798999999999971,499,lfd,-1.0
PRL,1680,1760,0,1765,46.9895,47.9314,0.9418999999999969,1792,lfd,-1.0
PRL,1680,1760,1,1793,45.8684,47.9548,2.0863999999999976,1823,lfd,-1.0
PRL,1680,1760,2,1824,49.5273,49.7764,0.24910000000000565,1825,lfd,-1.0
PRL,1680,1760,3,1826,47.3476,50.2124,2.8648000000000025,1860,lfd,-1.0
PRL,3920,4000,0,4005,25.02,25.88,0.8599999999999994,4095,horizon,9.01162790697675
PRL,4120,4200,0,4204,14.09,12.31,1.7799999999999994,4294,horizon,2.7471910112359565
PSEL,920,1000,0,1002,551.25,525.0,26.25,1092,horizon,15.914285714285715
PSO,1160,1240,0,1265,303.54,316.75,13.20999999999998,1355,horizon,2.9288417865253638
PSO,1480,1560,0,1561,268.06,269.0,0.9399999999999977,1622,lfd,-1.0
PSO,1480,1560,1,1623,263.14,274.72,11.580000000000041,1713,horizon,0.12176165803108491
QUET,1280,1360,0,1361,18.66,16.16,2.5,1376,lfd,-1.0
QUET,1280,1360,1,1377,16.0,16.05,-0.05000000000000071,1381,lfd,-1.0
QUET,1280,1360,2,1382,15.61,15.2,0.41000000000000014,1383,lfd,-1.0
QUET,1280,1360,3,1384,14.44,14.44,0.0,1386,lfd,-1.0
QUICE,3400,3480,0,3483,3.21,3.48,0.27,3530,lfd,-1.0
QUICE,3400,3480,1,3532,3.3,3.5,0.20000000000000018,3546,lfd,-1.0
QUICE,3640,3720,0,3746,4.58,5.0,0.41999999999999993,3780,lfd,-1.0
QUICE,3640,3720,1,3782,4.74,5.15,0.41000000000000014,3793,lfd,-1.0
QUICE,3640,3720,2,3794,4.8,5.15,0.35000000000000053,3795,lfd,-1.0
QUICE,3640,3720,3,3796,4.81,5.15,0.34000000000000075,3798,lfd,-1.0
QUICE,4760,4840,0,4843,8.43,8.13,0.29999999999999893,4877,lfd,-1.0
QUICE,4760,4840,1,4879,8.78,8.13,0.6499999999999986,4969,horizon,28.01538461538468
SAZEW,2000,2080,0,2085,24.4019,23.2399,1.1620000000000026,2175,horizon,1.3699655765920786
SEARL,1040,1120,0,1122,23.4085,24.4394,1.030899999999999,1128,lfd,-1.0
SEARL,1040,1120,1,1131,23.5063,23.9951,0.48880000000000123,1132,lfd,-1.0
SEARL,1040,1120,2,1133,22.7464,24.2172,1.470799999999997,1151,lfd,-1.0
SEARL,1040,1120,3,1152,23.3241,24.5505,1.2263999999999982,1156,lfd,-1.0
SEARL,1560,1640,0,1651,20.4135,19.596,0.817499999999999,1741,horizon,4.381162079510711
SEARL,4160,4240,0,4248,83.5,104.3,20.799999999999997,4338,horizon,1.4177884615384617
SEPL,3760,3840,0,3871,117.38,112.6,4.780000000000001,3893,lfd,-1.0
SEPL,3760,3840,1,3895,114.98,112.0,2.980000000000004,3916,lfd,-1.0
SHEL,480,560,0,561,213.8553,208.9703,4.884999999999991,577,lfd,-1.0
SHEL,480,560,1,578,230.98,208.4275,22.55249999999998,649,lfd,-1.0
SHEL,480,560,2,650,214.3981,206.5278,7.870299999999986,651,lfd,-1.0
SHEL,480,560,3,652,204.6281,206.2564,-1.6283000000000243,653,lfd,-1.0
SHEL,3360,3440,0,3441,191.7087,202.0375,10.328800000000001,3531,horizon,6.525966230346215
SHEZ,3040,3120,0,3121,175.74,151.01,24.730000000000018,3132,lfd,-1.0
SHEZ,3040,3120,1,3133,163.08,150.0,13.080000000000013,3223,horizon,3.7308868501529004
SHEZ,3320,3400,0,3406,239.36,226.0,13.360000000000014,3426,horizon,-0.4184131736526944
SHFA,720,800,0,803,19.25,21.45,2.1999999999999993,893,horizon,1.5227272727272732
SHFA,1120,1200,0,1208,32.9,31.0,1.8999999999999986,1292,lfd,-1.0
SHFA,1120,1200,1,1307,30.86,29.7,1.1600000000000001,1308,lfd,-1.0
SHFA,1120,1200,2,1319,31.24,28.99,2.25,1320,lfd,-1.0
SHFA,1120,1200,3,1338,30.92,28.95,1.9700000000000024,1398,lfd,-1.0
SHFA,4280,4360,0,4361,550.02,542.0,8.019999999999982,4383,lfd,-1.0
SHFA,4280,4360,1,4384,540.09,530.0,10.090000000000032,4385,lfd,-1.0
SHFA,4280,4360,2,4386,530.17,516.16,14.009999999999991,4388,lfd,-1.0
SHFA,4280,4360,3,4389,523.32,505.0,18.32000000000005,4392,lfd,-1.0
SILK,1320,1400,0,1417,2.1274,1.9814,0.14600000000000013,1433,lfd,-1.0
SILK,1320,1400,1,1440,1.9507,1.8739,0.0768000000000002,1443,lfd,-1.0
SILK,1320,1400,2,1487,1.7741,1.6128,0.1613,1566,lfd,-1.0
SILK,1320,1400,3,1567,1.5974,1.4362,0.1612,1613,lfd,-1.0
SITC,520,600,0,627,330.65,305.0,25.649999999999977,648,lfd,-1.0
SMCPL,3080,3160,0,3161,46.34,44.2,2.1400000000000006,3169,lfd,-1.0
SMCPL,3080,3160,1,3170,51.77,42.8,8.970000000000006,3195,lfd,-1.0
SMCPL,3080,3160,2,3196,44.0,42.11,1.8900000000000006,3199,lfd,-1.0
SMCPL,3080,3160,3,3224,43.1,39.99,3.1099999999999994,3231,lfd,-1.0
SNBL,1920,2000,0,2001,5.3814,5.1237,0.2576999999999998,2091,horizon,4.11757857974389
SNGP,560,640,0,642,66.25,70.3,4.049999999999997,683,lfd,-1.0
SNGP,560,640,1,689,68.5,71.5,3.0,779,horizon,0.5
SPWL,920,1000,0,1023,13.9048,14.46,0.555200000000001,1113,horizon,5.969560518731976
SSGC,400,480,0,481,25.75,26.4,0.6499999999999986,503,lfd,-1.0
SSGC,400,480,1,520,26.1,27.0,0.8999999999999986,521,lfd,-1.0
SSGC,400,480,2,526,26.0,27.4,1.3999999999999986,560,lfd,-1.0
SSGC,400,480,3,581,25.9,27.05,1.1500000000000021,587,lfd,-1.0
SSGC,520,600,0,618,28.6,27.5,1.1000000000000014,639,lfd,-1.0
SSGC,520,600,1,645,29.4,27.05,2.349999999999998,658,lfd,-1.0
SSGC,520,600,2,665,28.35,27.3,1.0500000000000007,674,lfd,-1.0
SSGC,520,600,3,701,29.15,26.05,3.099999999999998,735,lfd,-1.0
SSGC,2080,2160,0,2163,25.29,24.0,1.2899999999999991,2253,horizon,6.418604651162796
SSGC,3000,3080,0,3088,34.86,36.85,1.990000000000002,3115,lfd,-1.0
SSGC,3000,3080,1,3116,35.28,37.01,1.7299999999999969,3167,lfd,-1.0
SSGC,3000,3080,2,3182,33.65,36.4,2.75,3194,lfd,-1.0
SSGC,3000,3080,3,3238,34.22,37.0,2.780000000000001,3246,lfd,-1.0
SSGC,4760,4840,0,4841,16.68,15.16,1.5199999999999996,4931,horizon,13.500000000000005
SSGC,5080,5160,0,5161,32.59,33.24,0.6499999999999986,5245,lfd,-1.0
SSGC,5080,5160,1,5246,32.04,33.4,1.3599999999999994,5259,horizon,2.669117647058824
STPL,120,200,0,202,22.3392,25.2664,2.927199999999999,292,horizon,1.1315933315113422
TELE,3200,3280,0,3283,1.91,2.0,0.09000000000000008,3310,lfd,-1.0
TELE,3200,3280,1,3347,1.78,2.0,0.21999999999999997,3369,lfd,-1.0
TELE,3200,3280,2,3370,1.84,2.03,0.18999999999999972,3460,horizon,1.5263157894736865
TGL,3360,3440,0,3443,90.12,84.25,5.8700000000000045,3455,lfd,-1.0
TGL,3360,3440,1,3456,85.4,82.51,2.8900000000000006,3523,lfd,-1.0
TGL,3360,3440,2,3524,83.73,82.25,1.480000000000004,3526,lfd,-1.0
TGL,3360,3440,3,3527,81.91,82.02,-0.10999999999999943,3528,lfd,-1.0
TGL,3560,3640,0,3658,91.09,102.69,11.599999999999994,3665,lfd,-1.0
TGL,3560,3640,1,3690,97.77,103.59,5.820000000000007,3698,lfd,-1.0
TREET,3720,3800,0,3801,17.2,16.2,1.0,3814,lfd,-1.0
TREET,3720,3800,1,3815,16.35,15.67,0.6800000000000015,3878,lfd,-1.0
TREET,3720,3800,2,3879,17.25,15.21,2.039999999999999,3960,lfd,-1.0
TREET,3720,3800,3,3961,16.02,15.01,1.0099999999999998,3985,lfd,-1.0
TRG,2320,2400,0,2408,12.33,11.36,0.9700000000000006,2498,horizon,6.463917525773193
TRG,3400,3480,0,3487,22.12,23.57,1.4499999999999993,3577,horizon,5.282758620689658
UBL,1600,1680,0,1684,40.7806,39.7068,1.0737999999999985,1713,lfd,-1.0
UBL,1600,1680,1,1716,41.4349,39.457,1.9778999999999982,1723,lfd,-1.0
UBL,1600,1680,2,1780,41.8644,39.3572,2.5072000000000045,1870,horizon,0.41636088066368526
UBL,2000,2080,0,2088,66.5825,67.9261,1.3436000000000092,2090,lfd,-1.0
UDPL,2880,2960,0,2964,117.84,115.64,2.200000000000003,2978,horizon,1.904545454545451
UNIC,2480,2560,0,2575,7.62,8.23,0.6100000000000003,2583,lfd,-1.0
UNIC,2480,2560,1,2668,8.65,9.0,0.34999999999999964,2758,horizon,2.7142857142857175
UNIC,2520,2600,0,2601,8.99,8.32,0.6699999999999999,2670,lfd,-1.0
UNIC,2520,2600,1,2675,7.44,7.0,0.4400000000000004,2678,lfd,-1.0
UNIC,2520,2600,2,2679,7.34,6.35,0.9900000000000002,2769,horizon,0.1818181818181815
UNIC,2680,2760,0,2772,8.44,7.46,0.9799999999999995,2791,lfd,-1.0
UNIC,2680,2760,1,2835,8.03,7.76,0.2699999999999996,2836,lfd,-1.0
UNIC,2680,2760,2,2837,8.1,7.75,0.34999999999999964,2844,lfd,-1.0
UNIC,2680,2760,3,2845,8.0,7.7,0.2999999999999998,2848,lfd,-1.0
UPFL,400,480,0,490,1776.23,1700.0,76.23000000000002,580,horizon,14.610651974288334
WAVES,920,1000,0,1002,19.88,18.9,0.9800000000000004,1017,lfd,-1.0
WAVES,920,1000,1,1018,18.0,18.54,-0.5399999999999991,1019,lfd,-1.0
WAVES,920,1000,2,1020,19.46,18.0,1.4600000000000009,1061,lfd,-1.0
WAVES,920,1000,3,1062,19.75,17.82,1.9299999999999997,1069,lfd,-1.0
ZIL,2360,2440,0,2441,106.14,108.0,1.8599999999999994,2447,lfd,-1.0
ZIL,2360,2440,1,2448,108.58,108.99,0.4099999999999966,2449,lfd,-1.0
ZIL,2360,2440,2,2450,105.0,110.0,5.0,2454,lfd,-1.0
ZIL,2360,2440,3,2455,104.67,110.0,5.329999999999998,2545,horizon,1.380863039399625
