symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,entry_high,return_5d_breakout,return_10d_breakout,return_20d_breakout
PKGP,2024-10-24,pivot,91.13,3.44,,0.86,0.86,,0.04,uptrend,0.0727,0.0873,0.1354,0.2259,-0.0405,92.13,0.0627,0.07730000000000001,0.12539999999999998
PKGP,2024-10-28,pivot,90.74,0.82,,0.843,0.843,,1.69,uptrend,-0.0209,0.0321,0.046,0.124,-0.089,91.74,-0.030899999999999997,0.022099999999999995,0.036
PKGP,2024-11-04,pivot,96.47,3.39,,0.475,0.475,,0.32,uptrend,-0.021,0.0048,0.0328,0.0664,-0.1135,97.47,-0.031,-0.005200000000000001,0.0228
PKGP,2024-11-07,pivot,99.29,3.72,,0.609,0.609,,0.1,uptrend,0.0221,0.0038,0.0377,0.0839,-0.0857,100.29,0.012100000000000001,-0.006200000000000001,0.027699999999999995
PKGP,2024-11-12,pivot,100.9,3.85,,1.0,1.0,,0.0,uptrend,0.0238,0.0134,0.0145,0.1193,-0.0678,101.9,0.013800000000000002,0.0034000000000000002,0.0045000000000000005
PKGP,2024-11-13,pivot,99.87,1.45,,0.96,0.96,,6.18,uptrend,-0.0045,0.0652,0.0164,0.1182,-0.0532,100.87,-0.014499999999999999,0.05519999999999999,0.006400000000000001
PKGP,2024-11-14,pivot,100.65,0.58,,0.994,0.994,,0.68,uptrend,-0.0184,-0.0127,-0.0119,0.0892,-0.0774,101.65,-0.0284,-0.022699999999999998,-0.021900000000000003
PKGP,2024-11-15,pivot,102.85,1.8,,0.912,0.912,,0.18,uptrend,-0.0784,-0.0604,-0.0783,0.0367,-0.1219,103.85,-0.06,-0.06,-0.06
PKGP,2024-11-18,pivot,104.57,0.54,,0.727,0.727,,0.11,uptrend,-0.0272,0.0125,-0.0273,0.0744,-0.09,105.57,-0.0372,0.0025000000000000005,-0.0373
PKGP,2024-11-19,pivot,104.91,4.58,,0.537,0.537,,0.14,uptrend,-0.0695,-0.0463,-0.0694,0.0277,-0.1217,105.91,-0.06,-0.0563,-0.06
PKGP,2024-12-11,pivot,103.35,2.28,,0.46,0.46,,0.2,uptrend,-0.0692,-0.139,-0.1201,-0.0178,-0.1997,104.35,-0.06,-0.06,-0.06
PKGP,2024-12-18,pivot,106.01,7.55,,0.902,0.902,,0.04,uptrend,-0.0834,-0.068,-0.0193,0.0187,-0.148,107.01,-0.06,-0.06,-0.0293
PKGP,2024-12-19,pivot,100.67,0.67,,0.858,0.858,,0.33,uptrend,-0.1112,-0.0704,-0.0098,0.0285,-0.1398,101.67,-0.06,-0.06,-0.019799999999999998
PKGP,2024-12-23,pivot,102.87,2.74,,0.983,0.983,,0.07,uptrend,-0.0647,-0.0365,-0.009,0.0382,-0.1317,103.87,-0.06,-0.0465,-0.019
PKGP,2025-01-10,pivot,97.44,2.5,,0.926,0.926,,6.18,uptrend,-0.0373,-0.0684,-0.0358,0.0363,-0.1182,98.44,-0.0473,-0.06,-0.0458
PKGP,2025-01-20,pivot,100.27,0.25,,1.0,1.0,,0.8,uptrend,-0.0245,0.0185,0.0133,0.0739,-0.0741,101.27,-0.0345,0.008499999999999999,0.003299999999999999
PKGP,2025-01-28,pivot,101.57,1.54,,0.772,0.772,,0.47,uptrend,-0.0361,0.0092,0.0546,0.064,-0.0826,102.57,-0.0461,-0.0008000000000000004,0.0446
PKGP,2025-01-31,pivot,105.34,3.16,,1.0,1.0,,0.0,uptrend,-0.0358,0.0002,0.1191,0.2042,-0.0618,106.34,-0.0458,-0.0098,0.1091
PKGP,2025-02-07,pivot,103.68,0.46,,0.537,0.537,,0.04,uptrend,-0.035,-0.035,0.0795,0.214,-0.0788,104.68,-0.045000000000000005,-0.045000000000000005,0.0695
PKGP,2025-02-14,pivot,109.0,3.63,,0.554,0.554,,0.02,uptrend,-0.035,0.1165,0.1262,0.214,-0.0788,110.0,-0.045000000000000005,0.10650000000000001,0.11620000000000001
PKGP,2025-02-17,pivot,105.37,0.29,,0.499,0.499,,1.36,uptrend,-0.0435,0.0704,0.089,0.2033,-0.0869,106.37,-0.0535,0.0604,0.079
PKGP,2025-02-21,pivot,107.02,0.02,,1.0,1.0,,0.0,uptrend,0.157,0.1186,0.1411,0.2682,-0.0454,108.02,0.147,0.1086,0.1311
PKGP,2025-02-24,pivot,108.0,2.77,,0.625,0.625,,0.09,uptrend,0.0894,0.115,0.0062,0.2345,-0.0703,109.0,0.0794,0.10500000000000001,-0.0038000000000000004
PKGP,2025-03-04,pivot,121.57,7.69,,0.782,0.782,,0.98,uptrend,-0.0834,-0.0062,-0.1539,0.0747,-0.168,122.57,-0.06,-0.0162,-0.06
PKGP,2025-03-21,pivot,123.17,5.58,,0.493,0.493,,14.86,uptrend,-0.163,-0.2179,-0.1896,-0.0149,-0.2593,124.17,-0.06,-0.06,-0.06
PKGP,2025-04-28,pivot,103.27,3.07,,0.964,0.964,,1.06,uptrend,-0.0105,0.0302,0.0995,0.1026,-0.1016,104.27,-0.0205,0.020200000000000003,0.08950000000000001
PKGP,2025-05-02,pivot,108.66,0.56,,0.939,0.939,,0.39,uptrend,-0.0232,-0.0488,0.2974,0.2974,-0.1241,109.66,-0.0332,-0.058800000000000005,0.2874
PKGP,2025-05-07,pivot,110.86,5.19,,0.974,0.974,,0.67,uptrend,0.0129,0.0081,0.7414,0.7414,-0.0991,111.86,0.0029,-0.0019000000000000006,0.7313999999999999
PKGP,2025-05-08,pivot,109.5,2.09,,0.993,0.993,,0.77,uptrend,-0.0988,-0.0525,0.7997,0.7997,-0.1513,110.5,-0.06,-0.06,0.7897
PKGP,2025-05-12,pivot,114.81,6.37,,0.636,0.636,,0.57,uptrend,-0.0646,-0.0586,1.1553,1.1553,-0.1553,115.81,-0.06,-0.06,1.1453
PKGP,2025-05-20,pivot,118.14,4.34,,0.994,0.994,,1.39,uptrend,0.072,0.5699,0.4422,1.4917,-0.0992,119.14,0.06199999999999999,0.5599,0.4322
PKGP,2025-05-21,pivot,115.31,0.27,,0.522,0.522,,0.02,uptrend,0.0335,0.6645,0.254,1.4016,-0.1317,116.31,0.0235,0.6545,0.244
PKGP,2025-05-22,pivot,115.14,6.11,,0.863,0.863,,4.9,uptrend,0.1611,0.87,0.2708,1.4528,-0.0484,116.14,0.15109999999999998,0.86,0.2608
PKGP,2025-05-26,pivot,120.69,3.88,,0.448,0.448,,0.09,uptrend,0.3592,1.1891,0.1535,1.373,-0.0777,121.69,0.3492,1.1791,0.1435
PKGP,2025-05-29,pivot,121.43,4.3,,0.531,0.531,,11.58,uptrend,0.4835,0.8883,0.2112,1.1405,-0.0694,122.43,0.4735,0.8783,0.2012
PKGP,2025-06-03,pivot,152.56,2.99,,1.0,1.0,,1.77,uptrend,0.6106,0.1228,0.0023,0.7459,-0.2362,153.56,0.6006,0.11280000000000001,-0.0077
PKGP,2025-06-13,pivot,275.83,8.63,,0.874,0.874,,3.16,uptrend,-0.4212,-0.4856,-0.448,-0.0034,-0.5625,276.83,-0.06,-0.06,-0.06
PKGP,2025-06-24,pivot,144.46,2.39,,0.58,0.58,,0.55,uptrend,0.0612,0.0246,-0.0594,0.128,-0.2072,145.46,0.051199999999999996,0.0146,-0.06
PKGP,2025-06-27,pivot,139.73,6.39,,0.791,0.791,,4.55,uptrend,0.0783,0.0323,-0.0737,0.1641,-0.1164,140.73,0.0683,0.0223,-0.06
PKGP,2025-07-08,pivot,167.73,1.54,,0.468,0.468,,0.1,uptrend,-0.0769,-0.1055,-0.1721,0.0064,-0.2219,168.73,-0.06,-0.06,-0.06
PKGP,2025-07-10,pivot,166.97,4.17,,0.464,0.464,,0.08,uptrend,-0.0856,-0.1435,-0.2057,-0.0173,-0.2197,167.97,-0.06,-0.06,-0.06
PKGP,2025-07-14,pivot,163.36,5.05,,0.539,0.539,,0.05,uptrend,-0.0702,-0.1171,-0.1805,0.0004,-0.2049,164.36,-0.06,-0.06,-0.06
PKGP,2026-05-06,pivot,42.35,2.42,,0.561,0.561,,0.27,uptrend,,,,-0.0004,-0.1262,43.35,,,
POL,2020-05-04,pivot,315.91,1.22,0.339,0.488,0.488,0.15,1.7,uptrend,-0.053,-0.0209,0.0341,0.0401,-0.0678,316.91,-0.06,-0.030899999999999997,0.024099999999999996
POL,2020-05-14,pivot,307.98,0.48,0.765,0.765,0.765,0.055,0.23,uptrend,0.0389,0.0878,0.1003,0.1572,0.0144,308.98,0.028899999999999995,0.07780000000000001,0.0903
POL,2020-06-11,pivot,352.46,0.98,0.503,0.503,0.503,0.333,0.39,uptrend,-0.038,-0.0156,0.0346,0.0392,-0.0563,353.46,-0.048,-0.025599999999999998,0.024599999999999997
POL,2020-06-12,pivot,349.01,3.14,0.447,0.779,0.779,0.331,0.75,uptrend,-0.0046,0.0172,0.0523,0.0634,-0.0343,350.01,-0.0146,0.0072,0.0423
POL,2020-06-22,pivot,342.93,0.56,0.379,0.933,0.933,0.554,1.34,uptrend,-0.0029,0.012,0.1122,0.1293,-0.0194,343.93,-0.0129,0.002,0.1022
POL,2020-06-25,pivot,349.73,1.06,0.688,0.688,0.688,0.312,0.44,uptrend,0.0123,0.0463,0.1275,0.1366,-0.0026,350.73,0.0023,0.0363,0.11750000000000001
POL,2020-07-21,pivot,390.15,0.53,0.453,0.453,0.453,0.217,1.34,uptrend,-0.0055,0.0259,0.0618,0.0683,-0.0174,391.15,-0.0155,0.015899999999999997,0.0518
POL,2020-07-28,pivot,391.31,0.33,0.785,0.785,0.785,0.048,0.51,uptrend,0.0282,0.0333,0.0936,0.1187,-0.0073,392.31,0.0182,0.0233,0.08360000000000001
POL,2020-09-04,pivot,425.87,0.49,0.502,0.658,0.658,0.156,0.42,uptrend,-0.0156,0.0092,-0.0458,0.0186,-0.0488,426.87,-0.025599999999999998,-0.0008000000000000004,-0.0558
POL,2020-09-09,pivot,418.39,2.13,0.55,0.935,0.935,0.385,2.0,uptrend,0.006,0.0101,-0.0565,0.0391,-0.0771,419.39,-0.004,9.99999999999994e-05,-0.06
POL,2020-09-22,pivot,429.93,0.56,0.4,0.4,0.4,0.2,1.19,uptrend,-0.0111,-0.0754,-0.1474,-0.0005,-0.1605,430.93,-0.0211,-0.06,-0.06
POL,2020-09-24,pivot,423.59,0.61,0.542,0.542,0.542,0.245,0.46,uptrend,-0.0119,-0.0449,-0.163,0.0064,-0.1678,424.59,-0.021900000000000003,-0.054900000000000004,-0.06
POL,2020-09-29,pivot,422.16,0.91,0.6,0.62,0.62,0.02,0.74,uptrend,-0.0742,-0.1174,-0.1883,-0.0065,-0.1897,423.16,-0.06,-0.06,-0.06
POL,2020-11-27,pivot,392.36,0.58,0.462,0.462,0.462,0.538,0.36,uptrend,0.022,0.034,0.0078,0.0908,-0.0205,393.36,0.011999999999999999,0.024,-0.0022000000000000006
POL,2020-11-30,pivot,389.97,0.76,0.517,0.795,0.795,0.278,0.44,uptrend,0.0142,0.0358,-0.0259,0.0818,-0.0336,390.97,0.004200000000000001,0.025799999999999997,-0.0359
POL,2021-01-05,pivot,405.5,0.86,0.569,0.569,0.569,0.431,0.88,uptrend,0.055,0.0172,0.0312,0.0685,-0.0052,406.5,0.045,0.0072,0.021199999999999997
POL,2021-02-08,pivot,421.01,3.56,0.545,0.885,0.885,0.34,1.59,uptrend,-0.0189,-0.0533,-0.022,0.0289,-0.0813,422.01,-0.028900000000000002,-0.06,-0.032
POL,2021-07-05,pivot,396.88,0.47,0.547,0.547,0.547,0.453,0.51,uptrend,-0.0204,-0.0342,-0.0254,0.0099,-0.052,397.88,-0.030400000000000003,-0.0442,-0.0354
POL,2021-07-19,pivot,384.94,0.5,0.578,0.578,0.578,0.278,1.79,uptrend,-0.0186,0.0014,0.0174,0.0256,-0.0259,385.94,-0.0286,-0.0086,0.007399999999999999
POL,2021-08-24,pivot,394.53,0.36,0.783,0.783,0.783,0.212,0.34,uptrend,-0.0193,-0.041,-0.1032,0.0034,-0.117,395.53,-0.0293,-0.051000000000000004,-0.06
POL,2022-01-11,pivot,377.42,0.38,0.698,0.698,0.698,0.052,0.68,uptrend,0.0423,0.0142,0.0284,0.0553,,378.42,0.032299999999999995,0.004200000000000001,0.0184
POL,2022-01-17,pivot,383.25,0.07,0.684,0.866,0.866,0.182,1.6,uptrend,0.0042,0.0148,-0.0616,0.0355,-0.0639,384.25,-0.0058000000000000005,0.0048000000000000004,-0.06
POL,2022-01-20,pivot,387.32,0.19,0.436,0.436,0.436,0.564,1.03,uptrend,-0.0014,0.0059,-0.0644,0.0192,-0.0787,388.32,-0.0114,-0.0041,-0.06
POL,2022-01-21,pivot,386.31,0.34,0.572,0.762,0.762,0.191,0.37,uptrend,0.0026,-0.007,-0.0595,0.023,-0.0752,387.31,-0.0074,-0.017,-0.06
POL,2022-01-24,pivot,386.23,0.03,0.429,0.429,0.429,0.171,0.35,uptrend,0.0012,-0.0032,-0.0608,0.0217,-0.0764,387.23,-0.0088,-0.0132,-0.06
POL,2022-01-26,pivot,383.59,0.02,0.387,0.533,0.533,0.146,0.61,uptrend,-0.0013,-0.0154,-0.076,0.005,-0.0915,384.59,-0.011300000000000001,-0.0254,-0.06
POL,2022-05-18,pivot,380.9,0.17,0.379,0.523,0.523,0.144,0.47,uptrend,-0.0123,0.0179,0.0394,0.0455,-0.0366,381.9,-0.0223,0.007899999999999999,0.029399999999999996
POL,2022-05-25,pivot,377.06,0.41,0.728,0.917,0.917,0.189,1.38,uptrend,0.0284,0.0241,0.0747,0.1013,-0.0124,378.06,0.0184,0.0141,0.06470000000000001
POL,2022-06-08,pivot,388.29,0.2,0.313,0.799,0.799,0.486,0.32,uptrend,0.0205,0.0444,0.0105,0.0703,-0.0352,389.29,0.0105,0.0344,0.0005000000000000004
POL,2022-06-13,pivot,402.19,1.41,0.534,0.534,0.534,0.02,0.57,uptrend,0.0332,-0.0145,-0.021,0.0543,-0.0496,403.19,0.0232,-0.0245,-0.031
POL,2022-07-06,pivot,402.43,1.35,0.519,0.519,0.519,0.231,1.19,uptrend,-0.0299,-0.0719,0.0053,0.0123,-0.0987,403.43,-0.0399,-0.06,-0.0047
POL,2022-08-16,pivot,416.31,0.31,0.522,0.522,0.522,0.17,3.85,uptrend,-0.0083,-0.0129,-0.1253,0.007,-0.1355,417.31,-0.0183,-0.0229,-0.06
POL,2022-08-22,pivot,418.05,0.46,0.538,0.874,0.874,0.336,1.07,uptrend,0.0026,-0.0204,-0.1386,0.0141,-0.1487,419.05,-0.0074,-0.030400000000000003,-0.06
POL,2022-08-25,pivot,424.52,0.09,0.496,0.496,0.496,0.214,1.42,uptrend,-0.0288,-0.0442,-0.1934,,-0.1961,425.52,-0.0388,-0.054200000000000005,-0.06
POL,2022-08-29,pivot,424.29,1.6,0.761,0.761,0.761,0.239,0.86,uptrend,-0.0291,-0.1221,-0.2025,0.0051,-0.2071,425.29,-0.0391,-0.06,-0.06
POL,2022-11-11,pivot,415.64,1.24,0.526,0.712,0.712,0.186,1.5,uptrend,-0.0221,-0.0104,-0.0234,0.0003,-0.0448,416.64,-0.032100000000000004,-0.0204,-0.0334
POL,2022-11-21,pivot,409.57,0.14,0.499,0.499,0.499,0.077,0.24,uptrend,-0.0168,-0.001,-0.0324,0.0162,-0.0349,410.57,-0.026799999999999997,-0.011,-0.0424
POL,2022-12-06,pivot,413.38,0.09,0.739,0.755,0.755,0.016,1.36,uptrend,-0.0144,-0.0598,-0.026,0.0031,-0.0712,414.38,-0.024399999999999998,-0.06,-0.036
POL,2022-12-13,pivot,411.8,0.44,0.801,0.801,0.801,0.199,0.37,uptrend,-0.0483,0.0,-0.0002,0.0126,-0.0598,412.8,-0.058300000000000005,-0.01,-0.0102
POL,2023-01-09,pivot,410.73,1.4,0.813,0.833,0.833,0.02,0.84,uptrend,-0.0248,-0.0331,0.0686,0.077,-0.0527,411.73,-0.0348,-0.0431,0.05859999999999999
POL,2023-02-22,pivot,435.61,0.14,0.463,0.463,0.463,0.37,0.39,uptrend,-0.026,0.0108,-0.0962,0.0388,-0.1096,436.61,-0.036,0.0008000000000000004,-0.06
POL,2023-02-24,pivot,434.85,0.19,0.712,0.712,0.712,0.288,0.1,uptrend,0.0179,-0.0464,-0.1141,0.0317,-0.1179,435.85,0.007899999999999999,-0.0564,-0.06
POL,2023-03-07,pivot,444.68,0.92,0.408,0.408,0.408,0.556,0.44,uptrend,-0.0516,-0.1179,-0.1103,,-0.1298,445.68,-0.06,-0.06,-0.06
POL,2023-05-26,pivot,420.98,0.41,0.427,0.673,0.673,0.247,0.75,uptrend,-0.0112,-0.0262,-0.0474,0.0346,-0.0547,421.98,-0.0212,-0.0362,-0.0574
POL,2023-07-11,pivot,418.32,0.02,0.579,0.592,0.592,0.013,1.0,uptrend,0.0118,0.0365,0.0508,0.0721,-0.0145,419.32,0.0017999999999999995,0.026499999999999996,0.040799999999999996
POL,2023-08-10,pivot,440.65,0.38,0.651,0.793,0.793,0.142,0.52,uptrend,0.0076,0.0107,-0.0096,0.0276,-0.0317,441.65,-0.0024000000000000002,0.0006999999999999992,-0.0196
POL,2023-08-25,pivot,448.07,0.01,0.498,0.498,0.498,0.368,0.43,uptrend,-0.0187,-0.0274,-0.0348,0.009,-0.0528,449.07,-0.028700000000000003,-0.0374,-0.0448
POL,2023-08-29,pivot,452.55,2.33,0.518,0.518,0.518,0.364,2.57,uptrend,-0.026,-0.0576,-0.0421,-0.0126,-0.0613,453.55,-0.036,-0.06,-0.0521
POL,2023-11-14,pivot,424.41,0.8,0.489,0.489,0.489,0.509,0.4,uptrend,-0.0148,0.0107,0.0384,0.0515,-0.0188,425.41,-0.024800000000000003,0.0006999999999999992,0.028399999999999995
POL,2023-12-01,pivot,432.99,0.44,0.586,0.586,0.586,0.383,0.58,uptrend,0.0159,0.0381,0.0047,0.0432,-0.0666,433.99,0.005900000000000001,0.0281,-0.0053
POL,2023-12-15,pivot,446.24,0.28,0.734,0.748,0.748,0.014,0.69,uptrend,-0.0512,-0.0369,-0.0542,-0.0039,-0.1052,447.24,-0.06,-0.046900000000000004,-0.06
POL,2024-01-23,pivot,436.6,0.37,,0.662,0.662,,3.85,uptrend,-0.0086,-0.0078,-0.0729,0.0184,-0.083,437.6,-0.0186,-0.0178,-0.06
POL,2024-04-01,pivot,430.46,0.11,,0.577,0.577,,0.71,uptrend,0.0308,0.0522,0.0323,0.0588,-0.0109,431.46,0.0208,0.0422,0.0223
POL,2024-04-02,pivot,430.24,0.06,,0.78,0.78,,0.94,uptrend,0.0415,0.0501,0.0286,0.0582,-0.0067,431.24,0.0315,0.0401,0.0186
POL,2024-04-04,pivot,432.37,0.06,,0.791,0.791,,0.76,uptrend,0.0324,0.0539,0.0315,0.0558,-0.0017,433.37,0.022399999999999996,0.0439,0.0215
POL,2024-04-18,pivot,446.78,0.62,,0.578,0.578,,1.27,uptrend,-0.0077,-0.0135,0.1167,0.1463,-0.022,447.78,-0.0177,-0.0235,0.1067
POL,2024-06-25,pivot,483.38,0.08,,0.945,0.945,,0.86,uptrend,0.0112,0.0727,0.1316,0.1491,-0.0051,484.38,0.0011999999999999997,0.0627,0.1216
POL,2024-07-01,pivot,488.29,0.24,,0.461,0.461,,0.57,uptrend,0.0492,0.0996,0.1372,0.1937,-0.0035,489.29,0.0392,0.0896,0.12719999999999998
POL,2024-07-08,pivot,517.92,0.92,,0.403,0.403,,0.26,uptrend,0.0398,0.0589,0.0974,0.1288,-0.0202,518.92,0.0298,0.0489,0.0874
POL,2024-07-12,pivot,515.95,1.25,,0.679,0.679,,0.29,uptrend,0.0474,0.0914,0.1182,0.1233,-0.0105,516.95,0.037399999999999996,0.0814,0.1082
POL,2024-08-29,pivot,592.13,0.01,,0.569,0.569,,0.51,uptrend,-0.0136,-0.0161,0.0477,0.0502,-0.0284,593.13,-0.0236,-0.026099999999999998,0.0377
POL,2024-09-06,pivot,582.94,0.83,,0.43,0.43,,0.69,uptrend,-0.0005,0.0514,0.151,0.1732,-0.0144,583.94,-0.0105,0.0414,0.141
POL,2024-09-27,pivot,620.49,0.08,,0.7,0.7,,0.84,uptrend,0.0382,-0.0266,-0.1111,0.117,-0.1214,621.49,0.028199999999999996,-0.0366,-0.06
POL,2024-10-11,pivot,604.14,0.64,,0.623,0.623,,0.24,uptrend,-0.078,-0.0939,-0.0538,0.0118,-0.1044,605.14,-0.06,-0.06,-0.06
POL,2024-12-09,pivot,607.37,1.21,,0.737,0.737,,2.09,uptrend,0.0486,0.0669,0.0269,0.1403,-0.0251,608.37,0.038599999999999995,0.0569,0.0169
POL,2025-01-03,pivot,629.47,0.87,,0.828,0.828,,0.5,uptrend,-0.024,0.0046,0.0111,0.0258,-0.0361,630.47,-0.034,-0.0054,0.0011000000000000003
POL,2025-01-07,pivot,627.02,1.28,,0.654,0.654,,0.58,uptrend,-0.0168,0.004,0.0012,0.0306,-0.0315,628.02,-0.026799999999999997,-0.006,-0.0088
POL,2025-01-10,pivot,616.24,0.2,,0.771,0.771,,0.4,uptrend,0.0256,0.0103,-0.0622,0.0472,-0.072,617.24,0.015600000000000001,0.0002999999999999999,-0.06
POL,2025-01-24,pivot,628.67,0.58,,0.635,0.635,,1.26,uptrend,0.0158,-0.0771,-0.0951,0.0306,-0.1188,629.67,0.005800000000000001,-0.06,-0.06
POL,2025-01-27,pivot,625.95,0.14,,0.754,0.754,,2.29,uptrend,-0.0083,-0.0903,-0.1014,0.0146,-0.1325,626.95,-0.0183,-0.06,-0.06
POL,2025-01-29,pivot,635.66,0.3,,0.697,0.697,,0.97,uptrend,-0.0776,-0.0887,-0.1146,0.0194,-0.1284,636.66,-0.06,-0.06,-0.06
POL,2025-06-13,pivot,534.38,1.76,,0.831,0.831,,2.71,uptrend,-0.0192,0.0426,0.1041,0.106,-0.0329,535.38,-0.029199999999999997,0.0326,0.0941
POL,2025-06-18,pivot,539.19,0.22,,0.625,0.625,,1.16,uptrend,0.0013,0.1033,0.1157,0.1344,-0.0218,540.19,-0.0087,0.09330000000000001,0.1057
POL,2025-06-23,pivot,533.99,0.93,,0.71,0.71,,1.16,uptrend,0.099,0.119,0.1257,0.1424,-0.0009,534.99,0.08900000000000001,0.109,0.11570000000000001
POL,2025-07-03,pivot,592.14,0.36,,0.533,0.533,,0.61,uptrend,-0.0032,0.01,0.0806,0.1158,-0.0227,593.14,-0.0132,0.0,0.07060000000000001
POL,2025-07-11,pivot,595.04,1.46,,0.997,0.997,,0.41,uptrend,0.0013,0.0177,0.0573,0.1084,-0.005,596.04,-0.0087,0.0077,0.047299999999999995
POL,2025-08-05,pivot,644.07,0.45,,0.765,0.765,,0.8,uptrend,-0.0104,-0.003,0.0078,0.0261,-0.0242,645.07,-0.0204,-0.013000000000000001,-0.0022000000000000006
POL,2025-08-07,pivot,644.05,0.01,,0.518,0.518,,0.75,uptrend,-0.0109,-0.0014,0.0356,0.0384,-0.0212,645.05,-0.020900000000000002,-0.0114,0.025599999999999998
POL,2025-09-04,pivot,655.73,0.42,,0.917,0.917,,0.61,uptrend,0.0377,0.0381,0.1089,0.1253,-0.0015,656.73,0.027699999999999995,0.0281,0.0989
POL,2025-09-16,pivot,677.98,0.14,,0.437,0.437,,0.95,uptrend,0.0116,0.0851,0.0498,0.0929,-0.0054,678.98,0.001599999999999999,0.0751,0.039799999999999995
POL,2025-09-22,pivot,684.53,0.37,,0.471,0.471,,0.82,uptrend,0.0469,0.0595,-0.0899,0.0765,-0.0925,685.53,0.036899999999999995,0.049499999999999995,-0.06
POL,2025-10-08,pivot,700.87,1.55,,0.789,0.789,,1.06,uptrend,0.0057,-0.1186,-0.1721,0.0238,-0.1822,701.87,-0.0043,-0.06,-0.06
POL,2025-10-13,pivot,703.14,3.0,,0.407,0.407,,1.57,uptrend,-0.1067,-0.1336,-0.1553,0.0383,-0.1706,704.14,-0.06,-0.06,-0.06
POL,2026-01-09,pivot,638.91,0.3,,0.683,0.683,,2.07,uptrend,-0.0281,0.0398,0.0014,0.0604,-0.0349,639.91,-0.0381,0.0298,-0.0086
POL,2026-01-27,pivot,655.15,0.14,,0.635,0.635,,0.41,uptrend,-0.0193,-0.0221,-0.0442,0.0214,-0.085,656.15,-0.0293,-0.032100000000000004,-0.054200000000000005
POL,2026-02-27,pivot,638.97,1.4,,0.79,0.79,,1.13,uptrend,-0.0425,-0.0653,-0.0671,0.0292,-0.0847,639.97,-0.052500000000000005,-0.06,-0.06
POL,2026-04-13,pivot,654.15,2.16,,0.442,0.442,,0.67,uptrend,0.0102,0.0105,,0.0368,-0.0184,655.15,0.00020000000000000052,0.0005000000000000004,
POL,2026-04-20,pivot,656.98,1.05,,0.689,0.689,,0.75,uptrend,-0.0061,-0.0025,,0.0197,-0.0346,657.98,-0.0161,-0.0125,
POL,2026-04-23,pivot,651.32,0.05,,0.594,0.594,,0.19,uptrend,0.0137,,,0.0324,-0.0225,652.32,0.0037,,
POL,2026-04-24,pivot,651.3,1.58,,0.88,0.88,,0.54,uptrend,-0.0068,,,0.0211,-0.0136,652.3,-0.0168,,
POL,2026-04-28,pivot,656.71,0.25,,0.933,0.933,,1.06,uptrend,-0.0096,,,0.0104,-0.0239,657.71,-0.0196,,
POL,2026-04-30,pivot,662.45,1.28,,0.767,0.767,,0.78,uptrend,,,,0.0135,-0.021,663.45,,,
POWER,2020-04-20,pivot,6.67,2.65,0.437,0.437,0.437,0.563,2.78,uptrend,-0.1208,-0.1028,-0.1361,-0.0292,-0.1403,7.67,-0.06,-0.06,-0.06
POWER,2020-04-21,pivot,6.46,0.93,0.42,0.42,0.42,0.08,1.89,uptrend,-0.0754,-0.0652,-0.1087,0.013,-0.113,7.46,-0.06,-0.06,-0.06
POWER,2020-04-27,pivot,6.36,1.78,0.4,0.4,0.4,0.6,0.24,uptrend,0.0016,0.0512,-0.062,0.0837,-0.0667,7.36,-0.0084,0.0412,-0.06
POWER,2020-05-04,pivot,6.4,1.56,0.538,0.538,0.538,0.308,0.2,uptrend,-0.0109,-0.014,-0.0669,0.0871,-0.0715,7.4,-0.020900000000000002,-0.024,-0.06
POWER,2020-05-06,pivot,6.36,0.1,0.714,0.714,0.714,0.286,0.31,uptrend,0.0339,-0.0524,-0.0586,0.077,-0.0801,7.36,0.023899999999999998,-0.06,-0.06
POWER,2020-05-08,pivot,6.3,0.05,0.75,0.75,0.75,0.05,0.17,uptrend,0.0246,-0.0385,-0.0231,0.0754,-0.0815,7.3,0.0146,-0.0485,-0.0331
POWER,2020-05-11,pivot,6.33,1.32,0.55,0.55,0.55,0.45,0.13,uptrend,-0.0171,-0.0388,-0.0202,0.0837,-0.0744,7.33,-0.0271,-0.0488,-0.030199999999999998
POWER,2020-05-13,pivot,6.65,1.0,0.419,0.419,0.419,0.484,0.78,uptrend,-0.1074,-0.1118,-0.0987,0.0145,-0.1335,7.65,-0.06,-0.06,-0.06
POWER,2020-05-28,pivot,6.12,0.16,0.765,0.824,0.824,0.059,0.46,uptrend,-0.0398,0.0111,-0.0414,0.0303,-0.0621,7.12,-0.049800000000000004,0.0011000000000000003,-0.0514
POWER,2020-07-10,pivot,6.27,1.01,0.457,0.87,0.87,0.413,1.65,uptrend,0.036,0.0195,0.3808,0.5952,0.009,7.27,0.025999999999999995,0.0095,0.3708
POWER,2020-08-07,pivot,9.79,3.0,0.467,0.467,0.467,0.387,1.7,uptrend,-0.1502,-0.119,0.0585,0.0585,-0.1824,10.79,-0.06,-0.06,0.0485
POWER,2020-08-13,pivot,8.47,1.1,0.629,0.714,0.714,0.086,0.41,uptrend,0.016,0.0344,0.1294,0.2898,-0.0252,9.47,0.006,0.024399999999999998,0.11939999999999999
