Ticker,Episode,Entry_Date,Exit_Date,Duration_Days,Momentum_On_Entry,Perf_30d_On_Entry,Perf_10d_On_Entry,Note
FABL,22,2023-10-24,2023-10-27,3,Cooling Down,17.52,2.69,
FABL,23,2023-10-30,2023-12-26,57,Rolling Over,13.14,-0.86,
FABL,24,2023-12-27,2024-01-17,21,Rolling Over,22.91,-4.57,
FABL,25,2024-01-23,2024-01-29,6,Cooling Down,2.8,1.4,
FABL,26,2024-02-01,2024-02-07,6,Cooling Down,4.79,2.92,
FABL,27,2024-02-19,2024-02-20,1,Stabilising,-4.74,-2.65,
FABL,28,2024-02-22,2024-02-27,5,Stabilising,-2.94,-0.47,
FABL,29,2024-03-28,2024-05-02,35,Heating Up,8.94,15.93,
FABL,30,2024-05-13,2024-07-19,67,Rolling Over,24.97,-2.91,
FABL,31,2024-07-24,2024-07-30,6,Rolling Over,18.09,-8.1,
FABL,32,2024-08-21,2024-08-22,1,Recovering,-13.36,1.64,
FABL,33,2024-08-28,2024-09-06,9,Recovering,-8.73,3.15,
FABL,34,2024-10-14,2024-11-01,18,Heating Up,1.59,10.22,
FABL,35,2024-11-22,2024-11-26,4,Heating Up,4.2,8.74,
FABL,36,2025-01-15,2025-01-28,13,Cooling Down,6.36,3.18,
FABL,37,2025-01-30,2025-02-06,7,Cooling Down,4.35,0.28,
FABL,38,2025-02-10,2025-02-12,2,Rolling Over,4.19,-1.02,
FABL,39,2025-02-20,2025-03-07,15,Cooling Down,11.08,7.57,
FABL,40,2025-03-10,2025-03-17,7,Rolling Over,2.68,-1.31,
FABL,41,2025-06-03,2025-07-28,55,Cooling Down,13.2,11.51,
FABL,42,2025-07-30,2025-07-31,1,Rolling Over,30.47,-4.72,
FABL,43,2025-08-01,2025-08-04,3,Rolling Over,30.45,-4.91,
FABL,44,2025-08-06,2025-08-07,1,Rolling Over,21.02,-4.22,
FABL,45,2025-08-11,2025-08-27,16,Cooling Down,11.4,1.94,
FABL,46,2025-09-01,2025-09-05,4,Stabilising,-2.05,-1.62,
FABL,47,2025-09-26,2025-10-13,17,Heating Up,3.67,8.83,
FABL,48,2025-10-14,2025-10-23,9,Rolling Over,14.45,-1.26,
FABL,49,2025-11-03,2025-11-04,1,Rolling Over,18.6,-4.81,
FABL,50,2025-11-14,2025-11-17,3,Stabilising,-7.2,-0.6,
FABL,51,2025-11-28,2026-01-26,59,Stabilising,-7.39,-2.63,
FABL,52,2026-01-27,2026-01-29,2,Rolling Over,9.61,-2.14,
FABL,53,2026-02-03,2026-02-06,3,Rolling Over,9.4,-1.8,
FABL,54,2026-02-11,2026-02-16,5,Cooling Down,4.76,0.21,
FABL,55,2026-02-18,2026-02-19,1,Stabilising,-6.05,-0.53,
FABL,56,2026-04-17,2026-04-24,7,Heating Up,10.73,18.6,
FABL,57,2026-05-07,2026-05-13,6,Rolling Over,6.8,-2.66,
HBL,1,2020-10-20,2020-10-27,7,Heating Up,6.73,8.24,
HBL,2,2020-11-11,2020-11-12,1,Rolling Over,1.92,-1.78,
HBL,3,2020-12-10,2020-12-29,19,Recovering,-0.88,1.93,
HBL,4,2021-01-01,2021-02-02,32,Rolling Over,1.31,-2.05,
HBL,5,2021-06-15,2021-06-18,3,Rolling Over,7.54,-1.46,
HBL,6,2021-07-28,2021-07-30,2,Recovering,-3.18,1.65,
HBL,7,2021-08-05,2021-08-09,4,Recovering,-0.74,0.05,
HBL,8,2021-08-11,2021-08-26,15,Rolling Over,1.07,-1.5,
HBL,9,2023-07-31,2023-08-29,29,Cooling Down,43.75,24.04,"← close to user ref (2023-07-25, Δ+6d)"
HBL,10,2023-08-30,2023-08-31,1,Rolling Over,24.82,-3.37,
HBL,11,2023-09-05,2023-09-08,3,Rolling Over,23.53,-0.92,
HBL,12,2023-10-04,2023-10-09,5,Stabilising,-3.48,-0.93,
HBL,13,2023-10-11,2023-10-26,15,Recovering,-2.91,2.45,
HBL,14,2023-11-08,2023-12-22,44,Rolling Over,3.88,-1.42,
HBL,15,2024-01-01,2024-01-10,9,Rolling Over,19.31,-7.26,
HBL,16,2024-01-11,2024-01-17,6,Heating Up,5.61,5.63,
HBL,17,2024-01-23,2024-01-24,1,Recovering,-6.83,0.37,
HBL,18,2024-01-25,2024-01-26,1,Stabilising,-5.74,-1.35,
HBL,19,2024-02-23,2024-03-12,18,Recovering,-1.1,2.75,
HBL,20,2024-04-22,2024-05-02,10,Recovering,-1.01,9.49,
HBL,21,2024-05-08,2024-05-10,2,Rolling Over,5.13,-1.88,
HBL,22,2024-05-13,2024-05-20,7,Rolling Over,8.93,-3.78,
HBL,23,2024-05-24,2024-05-29,5,Cooling Down,3.62,1.18,
HBL,24,2024-06-21,2024-07-29,38,Heating Up,12.19,12.21,
HBL,25,2024-08-02,2024-08-05,3,Rolling Over,20.92,-4.11,
HBL,26,2024-08-08,2024-08-21,13,Rolling Over,7.84,-2.53,
HBL,27,2024-10-08,2024-10-31,23,Heating Up,6.73,7.26,
HBL,28,2024-11-15,2024-12-16,31,Rolling Over,3.42,-0.04,
HBL,29,2024-12-17,2024-12-19,2,Rolling Over,25.38,-8.24,
HBL,30,2024-12-30,2025-02-03,35,Cooling Down,28.11,5.84,
HBL,31,2025-05-29,2025-08-28,91,Rolling Over,0.87,-1.45,
HBL,32,2025-08-29,2025-09-12,14,Rolling Over,14.66,-6.54,
HBL,33,2025-09-18,2025-09-19,1,Recovering,-0.94,0.37,
HBL,34,2025-09-25,2025-10-28,33,Stabilising,-6.26,-0.32,
HBL,35,2025-10-31,2025-11-03,3,Cooling Down,19.45,0.74,
HBL,36,2025-11-21,2026-01-23,63,Recovering,-3.24,1.1,
HBL,37,2026-02-04,2026-02-06,2,Rolling Over,7.83,-1.51,
HBL,38,2026-02-18,2026-02-19,1,Stabilising,-8.75,-3.26,
HBL,39,2026-04-27,2026-04-29,2,Cooling Down,8.27,2.77,
HMB,1,2020-11-04,2020-12-29,55,Heating Up,0.06,8.23,
HMB,2,2020-12-30,2021-01-27,28,Rolling Over,5.76,-0.84,
HMB,3,2021-04-26,2021-06-28,63,Heating Up,11.08,16.18,
HMB,4,2021-07-01,2021-07-02,1,Rolling Over,4.3,-0.58,
HMB,5,2021-07-05,2021-07-06,1,Rolling Over,3.12,-0.44,
HMB,6,2021-07-08,2021-07-09,1,Stabilising,-0.97,-0.53,
HMB,7,2021-07-29,2021-08-03,5,Stabilising,-3.3,-0.62,
HMB,8,2021-08-04,2021-09-20,47,Recovering,-0.53,3.14,
HMB,9,2021-09-21,2021-09-22,1,Cooling Down,8.91,0.09,
HMB,10,2021-09-23,2021-09-28,5,Rolling Over,7.15,-1.25,
HMB,11,2021-10-01,2021-10-04,3,Rolling Over,3.41,-0.75,
HMB,12,2021-10-05,2021-10-08,3,Rolling Over,0.34,-2.17,
HMB,13,2021-10-14,2021-10-15,1,Heating Up,1.13,1.15,
HMB,14,2021-10-20,2021-11-24,35,Recovering,-0.36,1.76,
HMB,15,2022-01-21,2022-02-16,26,Cooling Down,4.19,2.83,
HMB,16,2022-02-23,2022-02-24,1,Rolling Over,1.25,-2.17,
HMB,17,2022-02-25,2022-03-02,5,Cooling Down,2.22,0.22,
HMB,18,2022-03-10,2022-03-14,4,Cooling Down,0.0,0.0,
HMB,19,2022-03-16,2022-03-17,1,Recovering,-0.02,1.51,
HMB,20,2022-04-08,2022-04-22,14,Heating Up,3.33,9.13,
HMB,21,2022-04-27,2022-05-09,12,Rolling Over,7.49,-0.42,
HMB,22,2023-08-18,2023-09-04,17,Cooling Down,22.05,0.25,
HMB,23,2023-10-04,2023-12-18,75,Heating Up,2.04,2.07,
HMB,24,2023-12-28,2024-01-17,20,Rolling Over,16.37,-6.29,
HMB,25,2024-01-18,2024-02-14,27,Cooling Down,1.69,0.02,
HMB,26,2024-02-15,2024-02-16,1,Rolling Over,5.75,-0.44,
HMB,27,2024-02-27,2024-03-13,15,Rolling Over,4.07,-1.22,
HMB,28,2024-03-18,2024-03-19,1,Stabilising,-1.49,-0.19,
HMB,29,2024-04-04,2024-04-24,20,Heating Up,2.05,6.98,
HMB,30,2024-04-25,2024-05-03,8,Heating Up,1.54,3.61,
HMB,31,2024-05-06,2024-05-07,1,Rolling Over,2.75,-1.08,
HMB,32,2024-05-13,2024-06-05,23,Rolling Over,9.41,-0.78,
HMB,33,2024-06-13,2024-07-22,39,Cooling Down,5.21,2.27,
HMB,34,2024-07-23,2024-07-25,2,Rolling Over,14.8,-5.3,
HMB,35,2024-08-20,2024-08-27,7,Recovering,-2.16,3.98,
HMB,36,2024-10-07,2024-11-13,37,Heating Up,0.27,3.61,
HMB,37,2024-11-14,2024-12-16,32,Rolling Over,7.37,-0.26,
HMB,38,2024-12-17,2024-12-18,1,Rolling Over,19.46,-4.15,
HMB,39,2024-12-23,2024-12-24,1,Rolling Over,14.92,-6.03,
HMB,40,2024-12-30,2025-01-28,29,Cooling Down,17.44,1.78,
HMB,41,2025-01-30,2025-02-06,7,Rolling Over,15.0,-1.7,
HMB,42,2025-02-19,2025-02-21,2,Stabilising,-3.55,-1.4,
HMB,43,2025-02-24,2025-03-05,9,Recovering,-1.1,1.1,
HMB,44,2025-03-07,2025-03-10,3,Recovering,-0.93,1.75,
HMB,45,2025-06-03,2025-06-23,20,Heating Up,7.91,8.35,
HMB,46,2025-06-24,2025-06-26,2,Rolling Over,21.84,-0.39,
HMB,47,2025-06-27,2025-08-01,35,Rolling Over,10.51,-0.12,
HMB,48,2025-08-06,2025-08-29,23,Rolling Over,14.56,-1.7,
HMB,49,2025-09-01,2025-09-11,10,Cooling Down,3.84,1.3,
HMB,50,2025-09-29,2025-10-13,14,Falling,-0.28,-0.31,
HMB,51,2025-10-16,2025-10-23,7,Rolling Over,3.81,-1.01,
HMB,52,2025-10-24,2025-10-31,7,Cooling Down,4.02,2.37,
HMB,53,2026-01-07,2026-02-24,48,Heating Up,5.94,7.55,
HMB,54,2026-02-26,2026-03-02,4,Cooling Down,5.0,1.34,
HMB,55,2026-04-17,2026-04-30,13,Heating Up,9.56,11.64,
HMB,56,2026-05-07,2026-05-14,7,Rolling Over,10.77,-3.5,
HMB,57,2026-05-15,2026-05-18,3,Rolling Over,4.69,-0.4,
HMB,58,2026-05-25,Still in S2,4,Cooling Down,0.42,0.11,
JSBL,1,2020-10-27,2020-10-28,1,Recovering,-4.79,4.0,
JSBL,2,2020-11-03,2020-11-04,1,Recovering,-2.04,2.13,
JSBL,3,2021-01-08,2021-02-01,24,Cooling Down,9.47,5.44,
JSBL,4,2021-02-02,2021-02-03,1,Rolling Over,14.94,-2.1,
JSBL,5,2021-02-10,2021-02-11,1,Rolling Over,9.7,-4.96,
JSBL,6,2022-12-06,2022-12-07,1,Rolling Over,17.69,-2.13,
JSBL,7,2022-12-09,2022-12-12,3,Rolling Over,27.42,-6.31,
JSBL,8,2022-12-14,2022-12-19,5,Cooling Down,16.58,0.44,
JSBL,9,2022-12-30,2023-01-03,4,Heating Up,1.52,2.85,
JSBL,10,2023-01-04,2023-01-16,12,Recovering,-5.32,6.46,
JSBL,11,2023-01-18,2023-01-20,2,Heating Up,6.89,8.09,
JSBL,12,2023-01-26,2023-01-27,1,Cooling Down,3.98,0.0,
JSBL,13,2023-01-30,2023-02-02,3,Cooling Down,5.23,3.35,
JSBL,14,2023-02-22,2023-02-23,1,Recovering,-3.2,4.37,
JSBL,15,2023-05-08,2023-05-09,1,Heating Up,9.88,11.19,
JSBL,16,2023-05-11,2023-05-17,6,Cooling Down,13.83,7.08,
JSBL,17,2023-05-19,2023-05-22,3,Rolling Over,8.98,-3.85,
JSBL,18,2023-05-23,2023-05-24,1,Cooling Down,12.75,2.5,
JSBL,19,2023-05-25,2023-05-29,4,Rolling Over,9.49,-4.05,
JSBL,20,2023-06-02,2023-06-13,11,Cooling Down,9.88,1.56,
JSBL,21,2023-06-14,2023-06-16,2,Recovering,-2.97,7.76,
JSBL,22,2023-06-19,2023-06-21,2,Recovering,-3.64,0.0,
JSBL,23,2023-06-22,2023-08-31,70,Stabilising,-4.05,-2.17,
JSBL,24,2023-09-06,2023-09-07,1,Rolling Over,10.15,-2.87,
JSBL,25,2023-09-08,2023-09-19,11,Rolling Over,8.05,-6.94,
JSBL,26,2023-09-22,2023-09-27,5,Rolling Over,3.41,-0.17,
JSBL,27,2023-10-05,2023-12-26,82,Recovering,-2.36,4.71,
JSBL,28,2024-01-01,2024-01-30,29,Rolling Over,10.59,-5.85,
JSBL,29,2024-01-31,2024-02-07,7,Cooling Down,7.6,1.52,
JSBL,30,2024-04-08,2024-04-19,11,Heating Up,3.24,3.47,
JSBL,31,2024-04-22,2024-04-25,3,Cooling Down,7.57,1.87,
JSBL,32,2024-04-26,2024-05-03,7,Cooling Down,8.37,5.04,
JSBL,33,2024-05-07,2024-05-08,1,Cooling Down,1.09,0.54,
JSBL,34,2024-05-23,2024-05-27,4,Cooling Down,1.31,0.43,
JSBL,35,2024-05-29,2024-06-03,5,Heating Up,0.98,1.08,
JSBL,36,2024-06-21,2024-06-24,3,Heating Up,2.09,3.22,
JSBL,37,2024-06-25,2024-07-19,24,Heating Up,0.87,1.43,
JSBL,38,2024-08-02,2024-08-05,3,Rolling Over,13.3,-0.29,
JSBL,39,2024-08-09,2024-08-12,3,Cooling Down,7.59,5.04,
JSBL,40,2024-08-26,2024-08-27,1,Stabilising,-11.29,-2.25,
JSBL,41,2024-12-04,2024-12-13,9,Cooling Down,6.8,2.89,
JSBL,42,2025-01-02,2025-01-06,4,Heating Up,6.55,6.67,
JSBL,43,2025-01-07,2025-01-29,22,Heating Up,4.67,5.73,
JSBL,44,2025-01-30,2025-01-31,1,Rolling Over,19.22,-3.59,
JSBL,45,2025-06-19,2025-07-29,40,Cooling Down,21.69,12.2,
JSBL,46,2025-07-30,2025-08-22,23,Rolling Over,40.23,-1.78,
JSBL,47,2025-09-05,2025-10-24,49,Recovering,-0.93,5.95,
MCB,1,2020-12-17,2021-01-29,43,Cooling Down,7.79,1.61,
MCB,2,2021-02-02,2021-02-04,2,Rolling Over,5.2,-0.87,
MCB,3,2023-07-20,2023-08-10,21,Cooling Down,17.1,11.48,"← close to user ref (2023-07-12, Δ+8d)"
MCB,4,2023-08-11,2023-08-17,6,Rolling Over,26.74,-0.8,
MCB,5,2023-10-06,2023-11-03,28,Recovering,-2.39,5.62,
MCB,6,2023-11-10,2023-12-19,39,Rolling Over,14.14,-0.73,
MCB,7,2023-12-28,2023-12-29,1,Rolling Over,16.28,-4.95,
MCB,8,2024-01-01,2024-01-29,28,Rolling Over,19.46,-5.17,
MCB,9,2024-01-30,2024-03-14,44,Recovering,-3.82,1.83,
MCB,10,2024-03-20,2024-04-30,41,Rolling Over,4.19,-5.11,
MCB,11,2024-05-14,2024-05-22,8,Rolling Over,7.73,-1.09,
MCB,12,2024-05-24,2024-05-27,3,Recovering,-2.58,3.65,
MCB,13,2024-05-31,2024-06-03,3,Rolling Over,0.37,-4.16,
MCB,14,2024-06-13,2024-07-09,26,Heating Up,3.13,6.08,
MCB,15,2024-07-15,2024-07-22,7,Rolling Over,12.17,-0.01,
MCB,16,2024-07-23,2024-07-25,2,Rolling Over,11.08,-0.56,
MCB,17,2024-07-29,2024-08-02,4,Cooling Down,14.0,3.79,
MCB,18,2024-08-09,2024-08-16,7,Recovering,-5.77,0.67,
MCB,19,2024-09-20,2024-10-23,33,Heating Up,7.03,9.05,
MCB,20,2024-10-24,2024-10-31,7,Rolling Over,14.19,-2.85,
MCB,21,2024-11-14,2024-11-18,4,Cooling Down,2.5,1.38,
MCB,22,2024-11-19,2024-11-20,1,Recovering,-0.29,0.94,
MCB,23,2024-11-22,2024-12-10,18,Heating Up,1.9,7.08,
MCB,24,2024-12-17,2024-12-19,2,Rolling Over,10.11,-2.67,
MCB,25,2024-12-20,2024-12-24,4,Rolling Over,9.12,-6.88,
MCB,26,2024-12-26,2025-01-29,34,Cooling Down,10.51,1.42,
MCB,27,2025-01-31,2025-02-04,4,Rolling Over,10.33,-0.15,
MCB,28,2025-02-24,2025-03-14,18,Heating Up,0.12,2.98,
MCB,29,2025-04-04,2025-04-08,4,Cooling Down,5.39,2.61,
MCB,30,2025-04-23,2025-04-24,1,Recovering,-0.6,2.35,
MCB,31,2025-04-25,2025-04-30,5,Recovering,-1.75,4.17,
MCB,32,2025-05-16,2025-05-21,5,Heating Up,1.34,3.76,
MCB,33,2025-06-12,2025-06-18,6,Recovering,-0.25,3.34,
MCB,34,2025-06-25,2025-08-18,54,Rolling Over,4.58,-0.1,
MCB,35,2025-08-19,2025-08-26,7,Cooling Down,5.56,1.68,
MCB,36,2025-08-27,2025-08-28,1,Rolling Over,0.29,-3.77,
MCB,37,2025-08-29,2025-09-11,13,Rolling Over,2.59,-2.06,
MCB,38,2025-09-18,2025-09-22,4,Stabilising,-1.34,-0.22,
MCB,39,2025-09-26,2025-10-13,17,Recovering,-1.95,0.66,
MCB,40,2025-10-14,2025-10-29,15,Cooling Down,3.38,2.83,
MCB,41,2025-12-04,2026-01-29,56,Recovering,-5.57,3.49,
MCB,42,2026-02-03,2026-02-06,3,Rolling Over,13.54,-2.12,
MCB,43,2026-02-09,2026-02-10,1,Rolling Over,11.32,-1.52,
MCB,44,2026-02-11,2026-02-12,1,Cooling Down,11.4,1.39,
MCB,45,2026-02-18,2026-02-19,1,Recovering,-4.04,0.25,
MCB,46,2026-04-14,2026-04-29,15,Heating Up,2.11,10.48,
MCB,47,2026-05-05,2026-05-12,7,Rolling Over,7.82,-3.89,
MCB,48,2026-05-18,Still in S2,11,Cooling Down,8.36,1.7,
MEBL,1,2020-10-20,2020-11-23,34,Recovering,-2.83,17.2,
MEBL,2,2020-11-25,2021-02-02,69,Cooling Down,14.97,1.35,
MEBL,3,2021-02-03,2021-02-11,8,Rolling Over,6.75,-0.73,
MEBL,4,2021-02-26,2021-03-11,13,Stabilising,-3.71,-1.11,
MEBL,5,2021-03-12,2021-03-25,13,Heating Up,0.51,2.41,
MEBL,6,2021-03-26,2021-03-29,3,Heating Up,2.53,3.41,
MEBL,7,2021-03-30,2021-04-01,2,Rolling Over,1.99,-0.56,
MEBL,8,2021-04-26,2021-04-29,3,Recovering,-1.0,1.33,
MEBL,9,2021-05-27,2021-06-28,32,Heating Up,2.57,3.92,
MEBL,10,2021-06-29,2021-09-09,72,Cooling Down,4.5,0.2,
MEBL,11,2021-09-30,2021-10-14,14,Stabilising,-1.24,-0.01,
MEBL,12,2021-10-20,2021-10-21,1,Recovering,-11.25,0.05,
MEBL,13,2021-11-02,2021-11-15,13,Cooling Down,3.06,0.57,
MEBL,14,2021-11-16,2021-12-02,16,Heating Up,0.23,0.99,
MEBL,15,2021-12-03,2021-12-06,3,Rolling Over,6.59,-2.56,
MEBL,16,2022-04-14,2022-05-06,22,Heating Up,4.43,9.88,
MEBL,17,2023-07-31,2023-08-22,22,Cooling Down,53.21,18.17,
MEBL,18,2023-08-25,2023-08-28,3,Rolling Over,14.92,-2.88,
MEBL,19,2023-10-04,2023-12-15,72,Recovering,-3.74,2.1,
MEBL,20,2023-12-27,2024-01-10,14,Rolling Over,8.51,-6.95,
MEBL,21,2024-01-12,2024-01-16,4,Rolling Over,3.91,-0.29,
MEBL,22,2024-01-17,2024-01-30,13,Cooling Down,2.67,0.31,
MEBL,23,2024-02-01,2024-02-20,19,Cooling Down,8.44,0.81,
MEBL,24,2024-02-21,2024-04-24,63,Cooling Down,3.82,0.24,
MEBL,25,2024-04-25,2024-04-29,4,Rolling Over,15.41,-2.99,
MEBL,26,2024-05-14,2024-06-07,24,Cooling Down,4.85,2.16,
MEBL,27,2024-06-13,2024-07-10,27,Rolling Over,9.55,-3.3,
MEBL,28,2024-07-18,2024-07-22,4,Heating Up,0.05,0.29,
MEBL,29,2024-07-24,2024-07-26,2,Heating Up,0.85,1.61,
MEBL,30,2024-08-01,2024-08-05,4,Rolling Over,2.8,-0.64,
MEBL,31,2024-08-06,2024-08-13,7,Recovering,-2.48,1.41,
MEBL,32,2024-08-15,2024-08-22,7,Heating Up,1.33,1.37,
MEBL,33,2024-10-09,2024-10-30,21,Heating Up,0.48,2.74,
MEBL,34,2024-11-22,2024-11-26,4,Heating Up,6.99,12.58,
MEBL,35,2024-12-02,2024-12-04,2,Recovering,-1.19,3.7,
MEBL,36,2024-12-05,2024-12-13,8,Heating Up,0.86,3.85,
MEBL,37,2025-01-03,2025-01-09,6,Heating Up,4.74,16.45,
MEBL,38,2025-01-13,2025-01-16,3,Rolling Over,4.05,-2.85,
MEBL,39,2025-01-17,2025-01-28,11,Falling,-2.94,-3.75,
MEBL,40,2025-01-31,2025-02-06,6,Cooling Down,13.84,1.57,
MEBL,41,2025-02-13,2025-02-14,1,Recovering,-2.55,0.95,
MEBL,42,2025-02-24,2025-02-26,2,Cooling Down,2.88,1.22,
MEBL,43,2025-02-27,2025-03-07,8,Rolling Over,0.65,-0.08,
MEBL,44,2025-03-11,2025-03-20,9,Recovering,-0.31,0.97,
MEBL,45,2025-03-26,2025-05-07,42,Cooling Down,2.91,2.02,
MEBL,46,2025-05-12,2025-07-24,73,Cooling Down,19.69,3.77,
MEBL,47,2025-07-25,2025-07-28,3,Rolling Over,15.93,-5.4,
MEBL,48,2025-07-29,2025-09-03,36,Rolling Over,15.17,-3.37,
MEBL,49,2025-09-04,2025-09-24,20,Rolling Over,10.18,-5.59,
MEBL,50,2025-09-25,2025-10-13,18,Rolling Over,4.43,-1.02,
MEBL,51,2025-10-14,2025-10-24,10,Cooling Down,15.2,3.05,
MEBL,52,2025-10-31,2025-11-03,3,Cooling Down,10.32,0.1,
MEBL,53,2025-11-27,2025-12-11,14,Recovering,-2.99,4.47,
MEBL,54,2025-12-18,2026-02-10,54,Cooling Down,3.02,0.15,
MEBL,55,2026-02-11,2026-02-16,5,Cooling Down,9.8,1.31,
MEBL,56,2026-02-18,2026-02-19,1,Rolling Over,0.94,-0.23,
MEBL,57,2026-04-07,2026-04-23,16,Recovering,-0.22,10.06,
MEBL,58,2026-04-24,2026-05-05,11,Rolling Over,8.27,-1.29,
MEBL,59,2026-05-07,2026-05-08,1,Rolling Over,12.43,-0.43,
MEBL,60,2026-05-21,2026-05-22,1,Rolling Over,0.06,-2.05,
MEBL,61,2026-05-25,Still in S2,4,Recovering,-4.18,1.69,
NBP,1,2020-10-21,2020-10-29,8,Recovering,-1.63,7.46,
NBP,2,2020-11-03,2020-11-09,6,Recovering,-1.33,4.66,
NBP,3,2020-11-10,2020-11-12,2,Rolling Over,1.72,-2.45,
NBP,4,2020-11-26,2021-01-19,54,Cooling Down,4.45,3.42,
NBP,5,2021-01-28,2021-01-29,1,Rolling Over,0.21,-1.43,
NBP,6,2022-02-09,2022-02-16,7,Cooling Down,8.43,7.67,
NBP,7,2023-11-13,2023-12-20,37,Cooling Down,6.82,5.54,← USER REF DATE FALLS IN THIS EPISODE
NBP,8,2023-12-21,2023-12-22,1,Rolling Over,42.09,-5.81,
NBP,9,2023-12-27,2023-12-29,2,Rolling Over,36.56,-9.0,
NBP,10,2024-01-01,2024-01-03,2,Rolling Over,25.48,-5.89,
NBP,11,2024-03-21,2024-04-29,39,Cooling Down,17.61,14.1,
NBP,12,2024-05-14,2024-05-22,8,Stabilising,-1.63,-0.08,
NBP,13,2024-05-23,2024-05-31,8,Recovering,-2.13,4.5,
NBP,14,2024-06-20,2024-06-24,4,Rolling Over,0.44,-3.03,
NBP,15,2024-07-02,2024-07-31,29,Heating Up,2.78,11.61,
NBP,16,2024-08-02,2024-08-05,3,Rolling Over,29.02,-3.14,
NBP,17,2024-08-09,2024-08-12,3,Rolling Over,29.29,-1.17,
NBP,18,2024-08-20,2024-09-24,35,Cooling Down,8.73,1.43,
NBP,19,2024-09-25,2024-10-30,35,Rolling Over,27.58,-0.86,
NBP,20,2024-11-22,2024-12-18,26,Recovering,-5.53,3.76,
NBP,21,2024-12-31,2025-01-03,3,Rolling Over,10.59,-7.61,
NBP,22,2025-02-03,2025-03-14,39,Cooling Down,14.82,14.41,
NBP,23,2025-03-20,2025-03-21,1,Rolling Over,11.42,-3.6,
NBP,24,2025-03-26,2025-03-27,1,Rolling Over,4.53,-3.88,
NBP,25,2025-04-04,2025-04-07,3,Heating Up,2.4,6.11,
NBP,26,2025-04-10,2025-04-30,20,Cooling Down,4.3,2.83,
NBP,27,2025-05-02,2025-05-07,5,Rolling Over,15.88,-0.48,
NBP,28,2025-05-12,2025-06-23,42,Rolling Over,13.22,-1.4,
NBP,29,2025-06-24,2025-10-13,111,Cooling Down,41.37,3.4,
NBP,30,2025-10-14,2025-10-24,10,Cooling Down,35.04,1.33,
NBP,31,2025-10-27,2025-10-28,1,Cooling Down,11.63,3.84,
NBP,32,2025-10-29,2025-11-11,13,Rolling Over,13.15,-2.08,
NBP,33,2025-11-13,2025-11-19,6,Recovering,-1.79,1.35,
NBP,34,2025-11-26,2025-12-01,5,Cooling Down,2.68,1.45,
NBP,35,2025-12-02,2025-12-05,3,Stabilising,-0.51,-0.11,
NBP,36,2025-12-08,2026-02-06,60,Cooling Down,7.05,4.16,
NBP,37,2026-02-18,2026-02-19,1,Rolling Over,3.98,-3.72,
NBP,38,2026-02-20,2026-02-23,3,Recovering,-0.58,0.12,
NBP,39,2026-02-25,2026-03-02,5,Stabilising,-4.16,-0.85,
SBL,1,2021-09-16,2021-10-11,25,Cooling Down,71.87,71.87,
SBL,2,2021-10-13,2021-10-14,1,Rolling Over,64.17,-4.65,
SBL,3,2021-10-15,2021-11-01,17,Rolling Over,66.98,-6.16,
SBL,4,2021-11-02,2021-11-18,16,Heating Up,3.29,4.56,
SBL,5,2021-11-19,2021-11-23,4,Rolling Over,15.7,-3.32,
SBL,6,2021-11-24,2021-12-08,14,Cooling Down,20.82,0.7,
SBL,7,2021-12-09,2022-01-17,39,Cooling Down,14.26,10.18,
SBL,8,2022-01-26,2022-01-27,1,Rolling Over,7.99,-0.78,
SBL,9,2022-02-03,2022-02-04,1,Stabilising,-2.78,-1.18,
SBL,10,2022-02-07,2022-02-09,2,Cooling Down,2.46,0.89,
SBL,11,2022-02-14,2022-02-17,3,Recovering,-0.32,1.79,
SBL,12,2022-03-03,2022-03-04,1,Falling,-0.16,-0.95,
SBL,13,2022-03-07,2022-03-08,1,Recovering,-3.33,1.05,
SBL,14,2022-03-10,2022-03-14,4,Heating Up,0.88,5.08,
SBL,15,2022-03-15,2022-03-16,1,Recovering,-1.57,4.08,
SBL,16,2022-03-18,2022-03-21,3,Cooling Down,10.0,5.35,
SBL,17,2022-03-30,2022-04-04,5,Recovering,-0.79,2.88,
SBL,18,2023-11-01,2023-11-06,5,Rolling Over,11.25,-1.11,
SBL,19,2023-11-30,2023-12-01,1,Recovering,-7.01,15.31,
SBL,20,2023-12-04,2024-01-03,30,Recovering,-5.36,9.29,
SBL,21,2024-01-04,2024-01-12,8,Rolling Over,51.1,-3.86,
SBL,22,2024-01-17,2024-01-22,5,Rolling Over,23.97,-4.09,
SBL,23,2024-01-25,2024-01-26,1,Cooling Down,22.2,1.77,
SBL,24,2024-01-29,2024-02-21,23,Rolling Over,23.66,-5.45,
SBL,25,2024-02-29,2024-03-01,1,Stabilising,-7.06,-1.75,
SBL,26,2024-03-20,2024-03-21,1,Rolling Over,2.73,-1.03,
SBL,27,2024-03-29,2024-04-23,25,Heating Up,8.91,15.79,
SBL,28,2024-05-20,2024-05-30,10,Cooling Down,14.0,6.15,
SBL,29,2024-06-07,2024-06-10,3,Falling,-2.67,-3.95,
SBL,30,2024-06-13,2024-06-26,13,Heating Up,0.36,1.01,
SBL,31,2024-06-28,2024-07-02,4,Cooling Down,15.45,14.31,
SBL,32,2024-07-03,2024-07-15,12,Cooling Down,18.81,6.19,
