sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,rolling_status,rolling_stop,r_rolling_denom,lfd_hit_bar,rolling_hit_bar,anchor_bar,simultaneous_hit,horizon_reached,realized_R_lfd,realized_R_rolling
PHARMACEUTICALS,MACTER,1000,1080,symmetrical,down,down,1086,4.0,381.43,395.0,13.569999999999993,skipped_risk_gt_6pct,410.06,,1097.0,,1097,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,MARI,680,760,symmetrical,whipsaw,down,763,4.0,143.7893,149.6427,5.8533999999999935,ok,151.6,7.810699999999997,767.0,795.0,767,False,False,-1.0,-0.5571587693804652
COMMERCIAL BANKS,MCB,1280,1360,ascending,up,up,1379,4.0,200.01,196.15,3.859999999999985,ok,191.76,8.25,1382.0,,1382,False,False,-1.0,-0.2315151515151511
COMMERCIAL BANKS,MCB,1800,1880,symmetrical,up,up,1882,2.0,187.99,186.0,1.990000000000009,ok,181.27,6.719999999999999,1891.0,,1891,False,False,-1.0,-0.2812500000000022
COMMERCIAL BANKS,MCB,2080,2160,ascending,whipsaw,up,2165,4.0,299.54,283.0,16.54000000000002,skipped_risk_gt_6pct,279.28,,2167.0,,2167,False,False,-1.0,
COMMERCIAL BANKS,MCB,2120,2200,ascending,down,down,2201,4.0,277.66,282.97,5.310000000000002,ok,288.61,10.949999999999989,2219.0,2265.0,2219,False,False,-1.0,-0.5369863013698631
COMMERCIAL BANKS,MCB,3080,3160,symmetrical,up,up,3162,1.0,210.14,199.5,10.639999999999986,skipped_risk_gt_6pct,193.54,,,,3252,False,True,-0.847744360902255,
COMMERCIAL BANKS,MCB,4120,4200,ascending,down,down,4201,1.0,148.81,154.0,5.189999999999998,skipped_risk_gt_6pct,162.41,,4224.0,,4224,False,False,-1.0,
COMMERCIAL BANKS,MEBL,1000,1080,descending,up,up,1082,4.0,11.58,11.24,0.33999999999999986,skipped_risk_gt_6pct,10.71,,1083.0,,1083,False,False,-1.0,
COMMERCIAL BANKS,MEBL,1560,1640,ascending,sequential,down,1645,3.0,18.92,19.4,0.4799999999999969,ok,19.7,0.7799999999999976,1676.0,1676.0,1676,True,False,-1.0,-1.0
COMMERCIAL BANKS,MEBL,2080,2160,ascending,down,down,2169,2.0,38.57,39.0,0.4299999999999997,ok,39.59,1.0200000000000031,2180.0,2201.0,2180,False,False,-1.0,-0.1470588235294099
COMMERCIAL BANKS,MEBL,2280,2360,descending,up,up,2361,4.0,53.05,50.75,2.299999999999997,skipped_risk_gt_6pct,47.51,,2365.0,,2365,False,False,-1.0,
COMMERCIAL BANKS,MEBL,4800,4880,symmetrical,up,up,4893,4.0,243.26,240.65,2.609999999999985,ok,234.13,9.129999999999995,4896.0,,4896,False,False,-1.0,-0.244249726177436
PAPER & BOARD,MERIT,720,800,symmetrical,down,down,801,2.0,17.35,18.13,0.7799999999999976,no_valid_consolidation,,,853.0,,853,False,False,-1.0,
PAPER & BOARD,MERIT,1400,1480,ascending,down,down,1493,4.0,17.71,18.46,0.75,skipped_risk_gt_6pct,19.7,,1511.0,,1511,False,False,-1.0,
PAPER & BOARD,MERIT,4240,4320,ascending,down,down,4344,2.0,12.87,13.18,0.3100000000000005,ok,13.59,0.7200000000000006,,,4434,False,True,11.741935483870945,5.055555555555549
PAPER & BOARD,MERIT,4280,4360,descending,down,down,4361,2.0,12.36,13.15,0.7900000000000009,skipped_risk_gt_6pct,13.28,,,,4451,False,True,2.8481012658227813,
FOOD & PERSONAL CARE PRODUCTS,MFFL,2040,2120,ascending,down,down,2121,4.0,261.0,273.98,12.980000000000018,skipped_risk_gt_6pct,279.75,,2131.0,,2131,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,MFL,1240,1320,descending,up,up,1321,4.0,30.05,29.8,0.25,ok,29.5,0.5500000000000007,1325.0,1342.0,1325,False,False,-1.0,0.10909090909090663
CEMENT,MLCF,1360,1440,symmetrical,down,down,1441,1.0,2.75,2.89,0.14000000000000012,skipped_risk_gt_6pct,2.92,,1489.0,,1489,False,False,-1.0,
CEMENT,MLCF,2560,2640,symmetrical,down,down,2643,2.0,69.04,70.94,1.8999999999999915,skipped_risk_gt_6pct,74.43,,2653.0,,2653,False,False,-1.0,
CEMENT,MLCF,4080,4160,ascending,down,down,4168,4.0,32.51,34.41,1.8999999999999986,skipped_risk_gt_6pct,36.28,,4172.0,,4172,False,False,-1.0,
ENGINEERING,MSCL,1520,1600,descending,whipsaw,down,1601,4.0,20.65,22.26,1.610000000000003,no_valid_consolidation,,,1603.0,,1603,False,False,-1.0,
TEXTILE COMPOSITE,MSOT,840,920,symmetrical,whipsaw,up,921,4.0,29.88,29.6,0.2799999999999976,ok,28.18,1.6999999999999993,922.0,923.0,922,False,False,-1.0,-0.8705882352941182
TEXTILE COMPOSITE,MSOT,960,1040,descending,up,up,1041,1.0,28.35,27.0,1.3500000000000014,no_valid_consolidation,,,,,1131,False,True,76.7777777777777,
AUTOMOBILE ASSEMBLER,MTL,200,280,symmetrical,up,up,283,1.0,65.7186,62.5698,3.1487999999999943,skipped_risk_gt_6pct,60.33,,308.0,,308,False,False,-1.0,
AUTOMOBILE ASSEMBLER,MTL,1560,1640,descending,up,up,1643,1.0,140.8413,129.3095,11.531799999999976,skipped_risk_gt_6pct,127.95,,,,1733,False,True,2.9119911895801236,
AUTOMOBILE ASSEMBLER,MTL,3360,3440,symmetrical,sequential,up,3448,4.0,321.1768,313.305,7.8718000000000075,ok,310.18,10.996800000000007,3452.0,3452.0,3452,True,False,-1.0,-1.0
AUTOMOBILE ASSEMBLER,MTL,4160,4240,ascending,down,down,4243,3.0,304.0909,309.7447,5.653800000000047,ok,316.26,12.169100000000014,4259.0,4260.0,4259,False,False,-1.0,-0.9043314624746289
AUTOMOBILE ASSEMBLER,MTL,5040,5120,ascending,sequential,up,5123,4.0,292.0763,280.5072,11.569099999999992,skipped_risk_gt_6pct,270.78,,5132.0,,5132,False,False,-1.0,
ENGINEERING,MUGHAL,1120,1200,ascending,sequential,down,1201,4.0,42.01,42.19,0.17999999999999972,ok,44.22,2.210000000000001,1202.0,1210.0,1202,False,False,-1.0,0.895927601809953
FOOD & PERSONAL CARE PRODUCTS,MUREB,2600,2680,ascending,sequential,up,2681,3.0,1008.17,960.17,48.0,no_valid_consolidation,,,2684.0,,2684,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,MUREB,2800,2880,ascending,up,up,2882,4.0,820.0,806.01,13.990000000000009,ok,772.2,47.799999999999955,2884.0,2909.0,2884,False,False,-1.0,-0.2092050209205023
FOOD & PERSONAL CARE PRODUCTS,MUREB,3120,3200,descending,up,up,3208,3.0,589.99,555.0,34.99000000000001,skipped_risk_gt_6pct,549.45,,3249.0,,3249,False,False,-1.0,
MISCELLANEOUS,MWMP,760,840,symmetrical,up,up,841,3.0,0.07,0.0653,0.00470000000000001,no_valid_consolidation,,,872.0,,872,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,NATF,680,760,descending,down,down,762,2.0,32.01,32.8819,0.8719000000000037,skipped_risk_gt_6pct,33.97,,768.0,,768,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,NATF,1120,1200,symmetrical,up,up,1213,4.0,32.2841,31.6364,0.6477000000000039,ok,31.32,0.964100000000002,1218.0,1218.0,1218,True,False,-1.0,-1.0
FOOD & PERSONAL CARE PRODUCTS,NATF,2000,2080,descending,whipsaw,up,2081,4.0,358.39,335.12,23.269999999999982,skipped_risk_gt_6pct,329.67,,2084.0,,2084,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,NATF,3440,3520,descending,down,down,3521,4.0,162.28,166.6,4.319999999999993,skipped_risk_gt_6pct,178.77,,3527.0,,3527,False,False,-1.0,
COMMERCIAL BANKS,NBP,1320,1400,symmetrical,up,up,1401,2.0,39.3505,37.8842,1.4662999999999968,skipped_risk_gt_6pct,36.59,,,,1491,False,True,3.4741867285003147,
COMMERCIAL BANKS,NBP,1760,1840,descending,down,down,1842,4.0,33.9481,34.4876,0.5395000000000039,ok,34.91,0.9619,1843.0,1846.0,1843,False,False,-1.0,-0.41667533007589547
COMMERCIAL BANKS,NBP,3160,3240,ascending,sequential,up,3242,4.0,52.26,51.01,1.25,ok,50.29,1.9699999999999989,3243.0,3246.0,3243,False,False,-1.0,-0.5076142131979698
COMMERCIAL BANKS,NBP,4840,4920,descending,up,up,4921,1.0,64.69,62.56,2.1299999999999955,skipped_risk_gt_6pct,58.9,,,,5011,False,True,19.85446009389676,
TEXTILE COMPOSITE,NCL,360,440,symmetrical,down,down,444,4.0,46.9,47.75,0.8500000000000014,skipped_risk_gt_6pct,49.89,,447.0,,447,False,False,-1.0,
TEXTILE COMPOSITE,NCL,1280,1360,symmetrical,whipsaw,up,1361,4.0,16.51,16.5,0.010000000000001563,ok,15.74,0.7700000000000014,1362.0,1366.0,1362,False,False,-1.0,0.8311688311688258
TEXTILE COMPOSITE,NCL,2640,2720,descending,up,up,2740,2.0,34.47,33.15,1.3200000000000003,ok,32.67,1.7999999999999972,2793.0,,2793,False,False,-1.0,-0.7333333333333346
TEXTILE COMPOSITE,NCL,3360,3440,symmetrical,down,down,3476,2.0,50.79,52.39,1.6000000000000014,ok,52.91,2.1199999999999974,,,3566,False,True,12.599999999999989,9.509433962264163
POWER GENERATION & DISTRIBUTION,NCPL,0,80,symmetrical,down,down,81,4.0,9.15,9.61,0.4599999999999991,skipped_risk_gt_6pct,10.1,,86.0,,86,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,NCPL,1240,1320,ascending,whipsaw,down,1333,4.0,49.04,52.0,2.960000000000001,skipped_risk_gt_6pct,53.38,,1335.0,,1335,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,NESTLE,2720,2800,ascending,up,up,2828,2.0,6290.0,5850.0,440.0,skipped_risk_gt_6pct,5742.01,,2843.0,,2843,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,NETSOL,1200,1280,ascending,up,up,1281,4.0,25.39,24.79,0.6000000000000014,no_valid_consolidation,,,1282.0,,1282,False,False,-1.0,
CHEMICAL,NICL,2560,2640,ascending,down,down,2643,1.0,25.69,27.0,1.3099999999999987,skipped_risk_gt_6pct,28.38,,2693.0,,2693,False,False,-1.0,
TEXTILE COMPOSITE,NML,3400,3480,ascending,down,down,3481,4.0,122.55,128.0,5.450000000000003,skipped_risk_gt_6pct,135.33,,3484.0,,3484,False,False,-1.0,
REFINERY,NRL,2360,2440,ascending,sequential,up,2441,4.0,207.33,205.0,2.3300000000000125,ok,200.97,6.360000000000014,2442.0,2442.0,2442,True,False,-1.0,-1.0
CHEMICAL,NRSL,4720,4800,ascending,sequential,down,4806,4.0,21.26,21.65,0.389999999999997,skipped_risk_gt_6pct,23.73,,4808.0,,4808,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,OBOY,440,520,symmetrical,down,down,527,4.0,5.94,6.2,0.2599999999999998,skipped_risk_gt_6pct,6.42,,532.0,,532,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,OGDC,360,440,descending,up,up,441,4.0,135.85,135.55,0.29999999999998295,skipped_risk_gt_6pct,125.88,,442.0,,442,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,OGDC,480,560,ascending,up,up,562,4.0,124.55,119.05,5.5,ok,117.86,6.689999999999998,574.0,579.0,574,False,False,-1.0,-0.8295964125560537
OIL & GAS EXPLORATION COMPANIES,OGDC,520,600,ascending,down,down,607,4.0,120.5,121.75,1.25,ok,125.04,4.540000000000006,614.0,680.0,614,False,False,-1.0,-0.3303964757709247
OIL & GAS EXPLORATION COMPANIES,OGDC,2400,2480,descending,down,down,2482,1.0,197.74,205.3,7.560000000000002,ok,207.56,9.819999999999993,,,2572,False,True,5.370370370370372,4.134419551934832
OIL & GAS EXPLORATION COMPANIES,OGDC,3760,3840,ascending,down,down,3841,4.0,108.86,113.0,4.140000000000001,ok,115.14,6.280000000000001,3848.0,3922.0,3848,False,False,-1.0,-0.5557324840764322
MISCELLANEOUS,PABC,480,560,symmetrical,up,up,561,1.0,54.13,53.03,1.1000000000000014,skipped_risk_gt_6pct,48.91,,,,651,False,True,14.427272727272706,
PROPERTY,PACE,2240,2320,symmetrical,up,up,2333,1.0,7.17,6.5,0.6699999999999999,skipped_risk_gt_6pct,6.4,,,,2423,False,True,6.985074626865672,
CABLE & ELECTRICAL GOODS,PAEL,1000,1080,descending,down,down,1085,4.0,13.4691,14.1692,0.7001000000000008,skipped_risk_gt_6pct,14.81,,1088.0,,1088,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,2160,2240,symmetrical,up,up,2243,1.0,22.1,20.0,2.1000000000000014,skipped_risk_gt_6pct,19.7,,,,2333,False,True,3.347619047619044,
CABLE & ELECTRICAL GOODS,PAEL,2680,2760,descending,up,up,2761,4.0,65.59,63.97,1.6200000000000045,skipped_risk_gt_6pct,61.13,,2775.0,,2775,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,4200,4280,descending,sequential,down,4293,4.0,14.5,15.25,0.75,no_valid_consolidation,,,4297.0,,4297,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,4240,4320,ascending,sequential,down,4334,4.0,15.68,16.24,0.5599999999999987,skipped_risk_gt_6pct,16.7,,4342.0,,4342,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,4640,4720,symmetrical,up,up,4728,4.0,23.92,22.44,1.4800000000000004,skipped_risk_gt_6pct,22.03,,4733.0,,4733,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,4760,4840,descending,up,up,4859,4.0,26.23,25.0,1.2300000000000004,skipped_risk_gt_6pct,24.16,,4861.0,,4861,False,False,-1.0,
CABLE & ELECTRICAL GOODS,PAEL,4800,4880,ascending,up,up,4881,1.0,32.38,30.5,1.8800000000000026,no_valid_consolidation,,,,,4971,False,True,7.563829787234032,
CABLE & ELECTRICAL GOODS,PAEL,4960,5040,descending,up,up,5044,2.0,42.49,40.8,1.6900000000000048,skipped_risk_gt_6pct,39.4,,,,5134,False,True,7.781065088757374,
TECHNOLOGY & COMMUNICATION,PAKD,40,120,symmetrical,up,up,121,2.0,55.3,53.95,1.3499999999999943,skipped_risk_gt_6pct,49.5,,134.0,,134,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,PAKD,600,680,descending,down,down,700,4.0,111.0,114.0,3.0,skipped_risk_gt_6pct,117.67,,701.0,,701,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,PAKD,2960,3040,symmetrical,down,down,3041,1.0,69.99,74.75,4.760000000000005,no_valid_consolidation,,,,,3131,False,True,2.195378151260501,
CHEMICAL,PAKOXY,2080,2160,descending,up,up,2163,1.0,117.9081,112.3779,5.530200000000008,skipped_risk_gt_6pct,109.13,,,,2253,False,True,6.0293841090738045,
CHEMICAL,PAKOXY,3000,3080,descending,down,down,3090,4.0,163.3546,170.0455,6.690899999999999,skipped_risk_gt_6pct,174.72,,3091.0,,3091,False,False,-1.0,
CHEMICAL,PAKOXY,3800,3880,descending,up,up,3887,2.0,156.05,151.0,5.050000000000011,ok,146.93,9.120000000000005,3936.0,3936.0,3936,True,False,-1.0,-1.0
CHEMICAL,PAKOXY,4400,4480,descending,up,up,4481,1.0,86.01,80.0,6.010000000000005,skipped_risk_gt_6pct,77.48,,,,4571,False,True,11.279534109816963,
INSURANCE,PAKRI,2280,2360,descending,up,up,2364,2.0,26.47,25.6,0.8699999999999974,ok,24.97,1.5,,,2454,False,True,4.264367816091967,2.473333333333334
INSURANCE,PAKRI,3680,3760,symmetrical,up,up,3762,2.0,24.99,24.15,0.8399999999999999,ok,23.88,1.1099999999999994,3797.0,,3797,False,False,-1.0,-0.4504504504504507
CABLE & ELECTRICAL GOODS,PCAL,1720,1800,symmetrical,sequential,down,1808,4.0,67.01,71.49,4.47999999999999,skipped_risk_gt_6pct,78.17,,1810.0,,1810,False,False,-1.0,
ENGINEERING,PECO,0,80,ascending,up,up,82,1.0,80.4,76.65,3.75,skipped_risk_gt_6pct,72.27,,,,172,False,True,7.093333333333332,
ENGINEERING,PECO,1560,1640,descending,sequential,up,1649,3.0,236.95,216.0,20.94999999999999,skipped_risk_gt_6pct,213.84,,1673.0,,1673,False,False,-1.0,
TRANSPORT,PIBTL,1640,1720,symmetrical,down,down,1725,4.0,12.64,12.93,0.28999999999999915,ok,13.33,0.6899999999999995,1729.0,1729.0,1729,True,False,-1.0,-1.0
TRANSPORT,PICT,680,760,ascending,sequential,up,761,4.0,77.35,72.5,4.849999999999994,skipped_risk_gt_6pct,68.31,,773.0,,773,False,False,-1.0,
TRANSPORT,PICT,2600,2680,ascending,up,up,2681,4.0,368.2,363.0,5.199999999999989,skipped_risk_gt_6pct,338.58,,2684.0,,2684,False,False,-1.0,
TRANSPORT,PICT,4680,4760,descending,up,up,4771,4.0,44.07,42.0,2.0700000000000003,skipped_risk_gt_6pct,41.09,,4775.0,,4775,False,False,-1.0,
TRANSPORT,PICT,4720,4800,descending,down,down,4801,1.0,39.05,40.26,1.2100000000000009,skipped_risk_gt_6pct,41.86,,4861.0,,4861,False,False,-1.0,
INSURANCE,PIL,1040,1120,symmetrical,up,up,1132,4.0,3.0552,2.6659,0.3893,no_valid_consolidation,,,1135.0,,1135,False,False,-1.0,
INSURANCE,PIL,3080,3160,descending,up,up,3170,4.0,0.7248,0.6631,0.06169999999999998,no_valid_consolidation,,,3194.0,,3194,False,False,-1.0,
CEMENT,PIOC,2560,2640,descending,up,up,2641,4.0,87.64,87.0,0.6400000000000006,ok,83.7,3.9399999999999977,2642.0,2660.0,2642,False,False,-1.0,-0.01776649746193082
CEMENT,PIOC,3880,3960,descending,up,up,3965,4.0,135.35,127.0,8.349999999999994,skipped_risk_gt_6pct,125.73,,3985.0,,3985,False,False,-1.0,
CEMENT,PIOC,4480,4560,descending,up,up,4561,4.0,99.57,99.5,0.06999999999999318,ok,96.44,3.1299999999999955,4562.0,,4562,False,False,-1.0,0.7092651757188551
INSURANCE,PKGI,640,720,descending,up,up,733,4.0,1.1105,0.9733,0.1372,no_valid_consolidation,,,735.0,,735,False,False,-1.0,
INSURANCE,PKGI,1320,1400,descending,sequential,down,1402,3.0,1.2685,1.4185,0.15000000000000013,skipped_risk_gt_6pct,1.43,,1411.0,,1411,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,PKGP,1440,1520,ascending,up,up,1521,4.0,14.6209,13.7536,0.8673000000000002,no_valid_consolidation,,,1523.0,,1523,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,PKGP,1960,2040,symmetrical,up,up,2041,1.0,11.1323,10.5822,0.5501000000000005,skipped_risk_gt_6pct,10.27,,2085.0,,2085,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,PKGP,2960,3040,descending,up,up,3051,4.0,51.63,50.01,1.6200000000000045,ok,49.5,2.1300000000000026,3053.0,,3053,False,False,-1.0,-0.7652582159624416
POWER GENERATION & DISTRIBUTION,PKGP,3080,3160,ascending,sequential,down,3161,4.0,80.95,86.99,6.039999999999992,no_valid_consolidation,,,3163.0,,3163,False,False,-1.0,
PAPER & BOARD,PKGS,1000,1080,ascending,sequential,up,1092,4.0,175.78,166.5,9.280000000000001,skipped_risk_gt_6pct,155.43,,1098.0,,1098,False,False,-1.0,
PAPER & BOARD,PKGS,1320,1400,symmetrical,up,up,1401,4.0,132.55,129.0,3.5500000000000114,skipped_risk_gt_6pct,121.87,,1404.0,,1404,False,False,-1.0,
PAPER & BOARD,PKGS,3480,3560,symmetrical,up,up,3570,1.0,306.76,288.0,18.75999999999999,skipped_risk_gt_6pct,279.18,,,,3660,False,True,0.24626865671641826,
PAPER & BOARD,PKGS,4040,4120,symmetrical,down,down,4130,4.0,472.19,479.98,7.7900000000000205,ok,489.69,17.5,4131.0,,4131,False,False,-1.0,-0.4102857142857147
TRANSPORT,PNSC,920,1000,symmetrical,sequential,down,1001,4.0,25.5076,26.986,1.4784000000000006,skipped_risk_gt_6pct,27.64,,1004.0,,1004,False,False,-1.0,
TRANSPORT,PNSC,1240,1320,descending,sequential,up,1326,4.0,26.2629,24.5327,1.7302,skipped_risk_gt_6pct,23.68,,1332.0,,1332,False,False,-1.0,
TRANSPORT,PNSC,1280,1360,descending,sequential,down,1361,4.0,22.6411,23.1705,0.529399999999999,ok,23.81,1.1688999999999972,1379.0,1380.0,1379,False,False,-1.0,-0.6462486098040893
TRANSPORT,PNSC,4640,4720,ascending,up,up,4746,1.0,225.7073,206.5912,19.116100000000017,skipped_risk_gt_6pct,201.33,,,,4836,False,True,10.853296435988502,
OIL & GAS EXPLORATION COMPANIES,POL,360,440,symmetrical,up,up,446,2.0,354.6,331.9,22.700000000000045,skipped_risk_gt_6pct,322.74,,532.0,,532,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,POL,400,480,ascending,sequential,down,493,4.0,344.75,353.0,8.25,ok,359.61,14.860000000000014,495.0,511.0,495,False,False,-1.0,-0.29609690444145176
OIL & GAS EXPLORATION COMPANIES,POL,1640,1720,ascending,sequential,up,1721,3.0,379.17,374.25,4.920000000000016,ok,366.3,12.870000000000005,1730.0,1731.0,1730,False,False,-1.0,-0.760683760683762
OIL & GAS EXPLORATION COMPANIES,POL,1720,1800,descending,up,up,1809,1.0,375.35,368.99,6.360000000000014,ok,355.41,19.939999999999998,,,1899,False,True,7.855345911949666,2.505516549648946
OIL & GAS EXPLORATION COMPANIES,POL,2440,2520,descending,sequential,up,2525,3.0,388.12,380.8,7.319999999999993,ok,370.76,17.360000000000014,2552.0,2553.0,2552,False,False,-1.0,-0.6186635944700462
CEMENT,POWER,160,240,ascending,sequential,down,241,3.0,16.6368,17.4512,0.8143999999999991,skipped_risk_gt_6pct,19.04,,254.0,,254,False,False,-1.0,
CEMENT,POWER,4560,4640,descending,up,up,4659,4.0,5.52,5.22,0.2999999999999998,skipped_risk_gt_6pct,5.04,,4664.0,,4664,False,False,-1.0,
CEMENT,POWER,4920,5000,symmetrical,up,up,5001,1.0,15.65,15.0,0.6500000000000004,skipped_risk_gt_6pct,14.56,,,,5091,False,True,3.2769230769230764,
CEMENT,POWERPS,40,120,symmetrical,up,up,130,4.0,11.0,10.58,0.41999999999999993,ok,10.39,0.6099999999999994,142.0,142.0,142,True,False,-1.0,-1.0
CEMENT,POWERPS,400,480,symmetrical,up,up,481,4.0,30.3,28.77,1.5300000000000011,no_valid_consolidation,,,484.0,,484,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,PPL,400,480,ascending,sequential,down,483,4.0,230.5,243.5,13.0,skipped_risk_gt_6pct,247.55,,499.0,,499,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,PPL,520,600,ascending,down,down,613,4.0,262.45,268.5,6.050000000000011,ok,271.19,8.740000000000009,615.0,617.0,615,False,False,-1.0,-0.12013729977116823
OIL & GAS EXPLORATION COMPANIES,PPL,2760,2840,ascending,down,down,2856,4.0,156.48,160.9,4.420000000000016,skipped_risk_gt_6pct,167.66,,2862.0,,2862,False,False,-1.0,
OIL & GAS EXPLORATION COMPANIES,PPL,3000,3080,ascending,up,up,3087,4.0,178.83,170.62,8.210000000000008,skipped_risk_gt_6pct,167.81,,3100.0,,3100,False,False,-1.0,
PAPER & BOARD,PPP,80,160,symmetrical,whipsaw,down,162,4.0,35.223,35.4783,0.2552999999999983,skipped_risk_gt_6pct,38.67,,163.0,,163,False,False,-1.0,
PAPER & BOARD,PPP,320,400,symmetrical,down,down,411,2.0,25.2687,25.6516,0.38289999999999935,skipped_risk_gt_6pct,27.07,,417.0,,417,False,False,-1.0,
CHEMICAL,PPVC,960,1040,symmetrical,up,up,1042,4.0,1.3813,1.3354,0.04590000000000005,ok,1.3,0.08129999999999993,1046.0,,1046,False,False,-1.0,-0.5227552275522758
REFINERY,PRL,1680,1760,symmetrical,down,down,1765,2.0,46.9895,47.9314,0.9418999999999969,skipped_risk_gt_6pct,50.71,,1792.0,,1792,False,False,-1.0,
REFINERY,PRL,2480,2560,descending,down,down,2561,4.0,35.8182,36.005,0.18680000000000518,no_valid_consolidation,,,2562.0,,2562,False,False,-1.0,
REFINERY,PRL,2640,2720,symmetrical,up,up,2721,4.0,37.0482,35.1098,1.9384000000000015,skipped_risk_gt_6pct,32.91,,2725.0,,2725,False,False,-1.0,
REFINERY,PRL,2760,2840,descending,down,down,2849,4.0,31.5287,33.5528,2.024099999999997,skipped_risk_gt_6pct,35.45,,2853.0,,2853,False,False,-1.0,
REFINERY,PRL,2840,2920,ascending,down,down,2921,4.0,33.6696,33.7863,0.11669999999999447,ok,34.91,1.240399999999994,2922.0,2923.0,2922,False,False,-1.0,-0.35141889712995705
REFINERY,PRL,3920,4000,ascending,down,down,4005,1.0,25.02,25.88,0.8599999999999994,skipped_risk_gt_6pct,27.27,,,,4095,False,True,9.01162790697675,
REFINERY,PRL,4120,4200,descending,up,up,4204,1.0,14.09,12.31,1.7799999999999994,skipped_risk_gt_6pct,11.88,,,,4294,False,True,2.7471910112359565,
MISCELLANEOUS,PSEL,920,1000,ascending,up,up,1002,1.0,551.25,525.0,26.25,skipped_risk_gt_6pct,495.0,,,,1092,False,True,15.914285714285715,
OIL & GAS MARKETING COMPANIES,PSO,1160,1240,ascending,down,down,1265,1.0,303.54,316.75,13.20999999999998,ok,320.62,17.079999999999984,,,1355,False,True,2.9288417865253638,2.265222482435599
OIL & GAS MARKETING COMPANIES,PSO,1200,1280,ascending,down,down,1281,4.0,255.0,268.99,13.990000000000009,no_valid_consolidation,,,1284.0,,1284,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,PSO,1480,1560,ascending,down,down,1561,1.0,268.06,269.0,0.9399999999999977,ok,276.22,8.160000000000025,1622.0,,1622,False,False,-1.0,0.2745098039215689
OIL & GAS MARKETING COMPANIES,PSO,1600,1680,descending,up,up,1685,4.0,237.62,233.0,4.6200000000000045,ok,227.7,9.920000000000016,1686.0,,1686,False,False,-1.0,-0.0786290322580645
TECHNOLOGY & COMMUNICATION,PTC,2680,2760,ascending,sequential,up,2767,4.0,16.21,15.2,1.0100000000000016,skipped_risk_gt_6pct,14.76,,2783.0,,2783,False,False,-1.0,
TEXTILE COMPOSITE,QUET,1280,1360,symmetrical,up,up,1361,1.0,18.66,16.16,2.5,no_valid_consolidation,,,1376.0,,1376,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,QUICE,3400,3480,descending,down,down,3483,2.0,3.21,3.48,0.27,no_valid_consolidation,,,3530.0,,3530,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,QUICE,3640,3720,ascending,down,down,3746,2.0,4.58,5.0,0.41999999999999993,skipped_risk_gt_6pct,5.05,,3780.0,,3780,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,QUICE,4760,4840,ascending,up,up,4843,2.0,8.43,8.13,0.29999999999999893,skipped_risk_gt_6pct,7.92,,4877.0,,4877,False,False,-1.0,
TEXTILE COMPOSITE,REDCO,2040,2120,symmetrical,down,down,2129,4.0,3.05,3.2,0.15000000000000036,no_valid_consolidation,,,2130.0,,2130,False,False,-1.0,
INSURANCE,RICL,840,920,ascending,sequential,down,922,4.0,7.58,8.01,0.4299999999999997,skipped_risk_gt_6pct,8.33,,925.0,,925,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,RMPL,2400,2480,descending,down,down,2485,4.0,8800.0,9024.0,224.0,ok,9114.24,314.2399999999998,2488.0,2488.0,2488,True,False,-1.0,-1.0
CHEMICAL,SARC,1320,1400,symmetrical,sequential,down,1401,4.0,14.75,15.4,0.6500000000000004,ok,15.63,0.8800000000000008,1402.0,1402.0,1402,True,False,-1.0,-1.0
