symbol,start,end,outcome,breakout_idx,close_at_breakout,ema_at_breakout,price_above_ema,ema_rising,ema_slope_pct,raw_pct_move
HINOON,680,760,down,762,79.25,78.54019638490493,True,True,2.3069041020258116,25.236593059936908
HMB,880,960,up,966,28.07,38.384827004652756,False,False,-6.648859521259723,-4.168151050944075
HMB,1080,1160,down,1175,30.94,31.538965130001845,False,True,0.8948309644283838,36.48998060762768
HMB,4200,4280,up,4292,35.48,38.41813852959893,False,False,-1.9211957308946055,-5.524239007891753
HMB,4960,5040,up,5045,114.36,106.88287435228932,True,True,0.9870092724283711,-8.359566281916758
HTL,1560,1640,down,1642,37.46,43.05362477459838,False,False,-1.926423344332558,33.66257341163908
HUBC,1320,1400,up,1401,36.37,33.498607512979454,True,True,0.49769054122897693,4.17926862799011
HUMNL,360,440,down,441,30.9277,28.788523860032747,True,True,2.809575358513853,36.50804941848246
HUMNL,3640,3720,down,3725,6.57,6.928326060888283,False,False,-0.33579618753989154,8.37138508371386
IBLHL,360,440,up,441,9.4,8.717955833334386,True,True,0.12984573026973883,21.27659574468085
IBLHL,3320,3400,down,3426,32.9,40.14257608697782,False,False,-3.4123527275954664,-9.78723404255319
IBLHL,3920,4000,down,4002,60.12,50.46039839760861,True,True,5.094145319392827,-15.868263473053892
IGIL,2120,2200,down,2203,47.09,48.56926588315848,False,True,1.6192838670937322,10.978976428116376
ILP,800,880,down,881,60.01,65.77498677210087,False,False,-1.633683465537476,17.76370604899183
INDU,3000,3080,down,3084,1699.2,1711.164896451064,False,True,0.3696913168976401,-3.5193032015065886
INDU,3360,3440,down,3441,1200.31,1333.6004888716488,False,False,-1.0082108298075314,9.570027742833092
ISIL,1680,1760,down,1761,1776.71,1649.478832731953,True,True,2.2725328656970625,-16.422488757309843
ITTEFAQ,120,200,down,201,19.91,23.473926420138117,False,,,33.90256152687092
JGICL,400,480,up,481,140.0579,57.25713571352967,True,True,7.468490676238848,-15.378140040654612
JGICL,1120,1200,up,1201,37.1271,35.76102024798789,True,False,-0.5423585738315343,20.830606214867316
JLICL,1560,1640,up,1641,82.5,64.38560833437818,True,True,3.3544022825688553,6.666666666666667
JLICL,2160,2240,down,2241,496.33,454.12714938165357,True,True,2.223921690784704,-4.366046783390087
JLICL,4200,4280,up,4281,226.18,173.2311082724337,True,True,6.013469236928716,-23.954372623574148
JSBL,1200,1280,up,1281,5.51,4.374922829150364,True,True,4.937923337406664,-3.2667876588021727
JSBL,3360,3440,down,3448,5.25,5.766308155043679,False,False,-0.9856075456327619,4.761904761904762
JVDC,1120,1200,up,1201,30.3,35.28581664182957,False,False,-4.268054063250501,-8.25082508250825
JVDC,1960,2040,up,2041,38.5,35.997153671625135,True,True,0.09537118277719572,-22.07792207792208
KAPCO,1680,1760,up,1762,45.45,42.80621627426994,True,True,0.4750343034058157,2.39823982398239
KAPCO,4200,4280,up,4282,27.7,29.988286201200754,False,False,-1.9986330457072998,-3.068592057761725
KOHC,4240,4320,down,4327,155.77,158.5775070811482,False,True,0.5209677276053515,18.989535854143934
KOHC,4840,4920,down,4922,373.07,351.8302552801822,True,True,2.1584646894052857,-13.482724421690303
KOHE,2440,2520,up,2540,32.6888,32.41399637710475,True,False,-0.21475258440593797,2.444568170137793
KOHP,3560,3640,down,3649,3.72,4.219382182082017,False,False,-1.3796388984723045,0.5376344086021511
KOIL,3960,4040,up,4041,5.1,5.2634592925309756,False,False,-1.285159747020292,16.66666666666668
LOADS,1120,1200,down,1201,19.56,19.00448113251005,True,True,2.5321295079451427,30.572597137014316
LOADS,2200,2280,down,2288,17.86,16.91401353901059,True,True,2.0362565141403866,28.21948488241881
LOTCHEM,1000,1080,up,1084,3.03,3.0915245776157803,False,False,-1.491457414413562,118.81188118811885
LOTCHEM,1720,1800,down,1801,7.4,9.590174131760099,False,False,-3.6547540656411095,4.054054054054063
LOTCHEM,4400,4480,up,4484,25.91,25.33225690241009,True,False,-0.5419852422050755,7.448861443458123
LPGL,1640,1720,down,1731,106.25,116.24230337122114,False,False,-0.9563343619035442,6.842352941176467
LPL,120,200,down,207,9.1895,9.950056887518834,False,,,4.681429892812459
LPL,400,480,down,488,16.057,15.904360162813447,True,True,2.0104126264186766,0.6782088808619197
LPL,720,800,up,821,11.9987,12.128308762226721,False,False,-1.2042467953201048,-2.203572053639146
LUCK,2040,2120,up,2121,239.98,202.55622785225168,True,True,3.7397705358217466,30.952579381615134
MACFL,560,640,down,641,5.729,6.259721051192197,False,True,0.3270244251151683,-5.037528364461507
MACFL,3800,3880,up,3881,16.99,18.216693955262244,False,False,-2.6149397093783997,-7.651559741024126
MACTER,1000,1080,down,1086,381.43,339.9607285272874,True,True,4.614252260055403,10.79621424638859
MCB,1280,1360,up,1379,200.01,199.16999012113482,True,False,-0.8826738233456061,22.313884305784708
MCB,1800,1880,up,1882,187.99,177.95948531311876,True,True,0.7392951503100893,9.144103409755838
MCB,2120,2200,down,2201,277.66,267.9450788759706,True,True,1.4162328840521659,-2.1573147014333904
MCB,3080,3160,up,3162,210.14,211.04456695612413,False,False,-1.1386738015292597,6.83829827733892
MCB,4120,4200,down,4201,148.81,160.49123659028402,False,False,-0.3072356010445988,11.854042067065397
MEBL,1000,1080,up,1082,11.58,16.172248665230775,False,False,-6.409029949892286,44.30051813471504
MEBL,2080,2160,down,2169,38.57,35.41037691109878,True,True,2.2044777927097226,-1.9185895773917605
MEBL,2280,2360,up,2361,53.05,40.92090777583126,True,True,3.442173656530155,-3.901979264844487
MEBL,4800,4880,up,4893,243.26,228.4345787695194,True,True,1.111332073421366,26.646386582257666
MERIT,720,800,down,801,17.35,22.646673415190268,False,False,-3.737782517423632,-4.553314121037459
MERIT,1400,1480,down,1493,17.71,19.37892605123605,False,False,-0.8468483164185449,5.1948051948052045
MERIT,4240,4320,down,4344,12.87,12.42334295858893,True,True,1.487699910004893,37.14063714063714
MERIT,4280,4360,down,4361,12.36,12.464389179830842,False,True,0.4812487636921085,12.621359223300962
MFFL,2040,2120,down,2121,261.0,295.2773206752245,False,False,-1.544050521426423,-23.754789272030653
MFL,520,600,up,601,21.42,21.968243637874156,False,False,-1.5133662820102989,0.42016806722689
MFL,1240,1320,up,1321,30.05,30.702331567956193,False,False,-1.3793462990963667,-0.232945091514144
MLCF,1360,1440,down,1441,2.75,3.2941320255564577,False,False,-2.9019005658791652,14.181818181818189
MLCF,2560,2640,down,2643,69.04,65.44481254843924,True,True,2.3071222731407883,-12.514484356894554
MLCF,4080,4160,down,4168,32.51,38.20341772536031,False,False,-1.8972348137409893,-18.240541371885573
MSOT,960,1040,up,1041,28.35,26.04818908711513,True,False,-0.29235051651265465,415.6966490299824
MTL,200,280,up,283,65.7186,52.8360748704229,True,True,4.168646112472647,1.993803885049283
MTL,1560,1640,up,1643,140.8413,155.91044696622384,False,False,-3.3151360692355816,23.615303181666192
MTL,4160,4240,down,4243,304.0909,323.5924163060894,False,False,-0.7248097941231809,2.64131547507669
MUREB,2800,2880,up,2882,820.0,771.3747559556264,True,True,0.5580923327318267,-4.7560975609756095
MUREB,3120,3200,up,3208,589.99,624.8886352924756,False,False,-1.8633964918356498,-6.811979864065503
MWMP,760,840,up,841,0.07,0.04048680835849621,True,True,12.78472226095275,99.57142857142854
NATF,680,760,down,762,32.01,38.3666850600892,False,False,-2.9324658544109377,6.739144017494532
NATF,1120,1200,up,1213,32.2841,31.713846630633554,True,True,0.07443508160308167,56.249670890624174
NATF,3440,3520,down,3521,162.28,217.32600798725974,False,False,-2.395726598134664,6.205324131131373
NBP,1320,1400,up,1401,39.3505,38.1717399784756,True,True,0.04479676148148169,13.91392739609408
NBP,1760,1840,down,1842,33.9481,35.45627485880847,False,False,-0.42184433169615027,-7.650501795387668
NBP,4840,4920,up,4921,64.69,55.200785983984986,True,True,3.067643666310031,26.51105271293864
NCL,360,440,down,444,46.9,60.75544558349142,False,False,-3.9240207796098754,15.565031982942426
NCL,2640,2720,up,2740,34.47,36.346930218851526,False,False,-1.7328465322690938,5.07687844502466
NCL,3360,3440,down,3476,50.79,53.060522301028534,False,False,-0.6398845564559822,27.26914746997441
NESTLE,2720,2800,up,2828,6290.0,5773.299525277721,True,True,0.3651275452913384,-6.200317965023848
NETSOL,1200,1280,up,1281,25.39,22.442782394224277,True,False,-2.0322053862604066,-10.31902323749508
NICL,2480,2560,up,2561,22.92,21.997294967506,True,False,-0.44086164398866573,23.734729493891784
NICL,2560,2640,down,2643,25.69,24.88010625228369,True,True,2.145488453004392,-1.1288439081354578
NML,3400,3480,down,3481,122.55,139.64402141458763,False,False,-1.2812284043141853,25.467156262749896
OBOY,440,520,down,527,5.94,7.603050697074678,False,False,-3.7911218323403695,-3.0303030303030254
OGDC,360,440,up,441,135.85,132.3003891614044,True,False,-0.49387912027792646,-13.47073978652926
OGDC,480,560,up,562,124.55,125.30329728631648,False,False,-1.0286785802700098,-2.970694500200725
OGDC,520,600,down,607,120.5,123.93884044294354,False,False,-0.3006723170515584,4.979253112033195
OGDC,2400,2480,down,2482,197.74,229.4147951300375,False,False,-2.0703387904014066,4.298573884899363
OGDC,3760,3840,down,3841,108.86,116.27630782855424,False,False,-0.3631151224744605,8.047032886275955
PABC,480,560,up,561,54.13,46.93854578826658,True,True,1.7162426483254878,33.49344171439128
PACE,2240,2320,up,2333,7.17,6.500325696711131,True,True,0.5312225404989896,69.4560669456067
PAEL,1000,1080,down,1085,13.4691,18.951867092675712,False,False,-4.785418259164104,15.04926090087682
PAEL,2160,2240,up,2243,22.1,17.143769433606256,True,True,3.905026472282305,19.45701357466062
PAEL,2680,2760,up,2761,65.59,64.46007071602686,True,False,-0.8788623880294203,13.17273974691264
PAEL,4640,4720,up,4728,23.92,18.548108793754185,True,True,4.972811359439211,8.31939799331103
PAEL,4760,4840,up,4859,26.23,23.536651568238113,True,True,1.575486061692051,56.23332062523826
PAEL,4800,4880,up,4881,32.38,24.30074071096153,True,True,3.0749159870219667,28.968499073502148
PAEL,4960,5040,up,5044,42.49,38.65092874572297,True,True,1.630414311026276,12.82654742292303
PAKD,600,680,down,700,111.0,110.95629749918554,True,True,0.80657013370497,41.44144144144144
PAKD,2960,3040,down,3041,69.99,79.82632035879449,False,False,-0.5402939017151908,17.78825546506643
PAKOXY,2080,2160,up,2163,117.9081,122.2429844283776,False,False,-1.275128069145382,28.166512733221875
PAKOXY,3000,3080,down,3090,163.3546,176.44423419070674,False,False,-0.48959852607380805,0.8780285342439131
PAKOXY,3800,3880,up,3887,156.05,153.45562516145907,True,False,-0.4958267292894401,-12.495994873438
PAKOXY,4400,4480,up,4481,86.01,87.19951701282189,False,False,-1.838283754785534,55.27264271596326
PAKRI,2280,2360,up,2364,26.47,27.016885481231313,False,False,-1.0082141584979418,25.87835285228561
PAKRI,3680,3760,up,3762,24.99,25.7268992710935,False,False,-1.1834197802063062,4.441776710684286
PIBTL,1640,1720,down,1725,12.64,11.69389464970141,True,True,2.4775526681111675,20.72784810126583
PICT,2600,2680,up,2681,368.2,311.9173249338623,True,True,2.501175287648796,47.74307441607822
PICT,4680,4760,up,4771,44.07,42.80141499746118,True,False,-0.4702045705334732,-40.02722940776039
PICT,4720,4800,down,4801,39.05,42.4360593676077,False,False,-0.733935064808696,-9.193341869398216
PIL,1040,1120,up,1132,3.0552,2.6231786793913376,True,True,1.4728410792887103,-34.07305577376276
PIL,3080,3160,up,3170,0.7248,0.8297494778532462,False,False,-3.7970503559271167,-4.249448123620316
PIOC,2560,2640,up,2641,87.64,84.30860274265703,True,True,1.4798913451471472,11.558649018712911
PIOC,3880,3960,up,3965,135.35,107.58216658007244,True,True,4.013095842994065,-10.284447728112292
PIOC,4480,4560,up,4561,99.57,81.36023319003989,True,True,3.67418435335067,15.416290047202985
PKGI,640,720,up,733,1.1105,1.1220682127595956,False,False,-1.8036070497944288,0.5763169743358812
PKGP,1440,1520,up,1521,14.6209,14.214655004681577,True,False,-1.1379329688221151,-7.481071616658344
PKGP,1960,2040,up,2041,11.1323,9.076851320970361,True,True,1.5316853954753402,-12.73231946677686
PKGP,2960,3040,up,3051,51.63,40.94971048219725,True,True,4.74165712872494,71.3926012008522
PKGS,1320,1400,up,1401,132.55,120.01901999167028,True,True,0.6515653669933915,-10.85628064881178
PKGS,3480,3560,up,3570,306.76,317.26717028955125,False,False,-1.747525107753527,26.61037944973269
PKGS,4040,4120,down,4130,472.19,494.3359455527037,False,False,-0.463435394753471,20.983078845380035
PNSC,4640,4720,up,4746,225.7073,181.759097359126,True,True,2.9070902894391515,96.39595174812688
POL,360,440,up,446,354.6,337.92120253269303,True,False,-0.24227471339041035,-3.172588832487309
POL,1720,1800,up,1809,375.35,361.76066021853126,True,True,0.034251293359165394,19.63767150659384
POWER,4560,4640,up,4659,5.52,5.102349854042586,True,True,0.8887183061637827,0.724637681159421
