sector,symbol,start,end,kind,outcome,variant,type
AUTOMOBILE PARTS & ACCESSORIES,BWHL,0,80,descending,up,fixed_5,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,0,80,descending,up,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,0,80,descending,up,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1400,1480,ascending,up,current,1
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1400,1480,ascending,up,fixed_5,1
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1400,1480,ascending,up,fixed_10,1
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1400,1480,ascending,up,trigger,1
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1880,1960,descending,down,current,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1880,1960,descending,down,fixed_5,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1880,1960,descending,down,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1880,1960,descending,down,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,2280,2360,symmetrical,sequential,current,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,2280,2360,symmetrical,sequential,fixed_5,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,2280,2360,symmetrical,sequential,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,BWHL,2280,2360,symmetrical,sequential,trigger,4
INSURANCE,CENI,3480,3560,symmetrical,up,current,3
INSURANCE,CENI,3480,3560,symmetrical,up,fixed_5,3
INSURANCE,CENI,3480,3560,symmetrical,up,fixed_10,3
INSURANCE,CENI,3480,3560,symmetrical,up,trigger,3
PAPER & BOARD,CEPB,840,920,descending,down,current,4
PAPER & BOARD,CEPB,840,920,descending,down,fixed_5,2
PAPER & BOARD,CEPB,840,920,descending,down,fixed_10,2
PAPER & BOARD,CEPB,840,920,descending,down,trigger,4
PAPER & BOARD,CEPB,1080,1160,ascending,sequential,current,4
PAPER & BOARD,CEPB,1080,1160,ascending,sequential,fixed_5,3
PAPER & BOARD,CEPB,1080,1160,ascending,sequential,fixed_10,4
PAPER & BOARD,CEPB,1080,1160,ascending,sequential,trigger,4
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,current,4
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,fixed_5,4
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,fixed_10,4
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,trigger,4
PAPER & BOARD,CEPB,2520,2600,ascending,sequential,current,4
PAPER & BOARD,CEPB,2520,2600,ascending,sequential,fixed_5,4
PAPER & BOARD,CEPB,2520,2600,ascending,sequential,fixed_10,4
PAPER & BOARD,CEPB,2520,2600,ascending,sequential,trigger,4
TEXTILE COMPOSITE,CHBL,360,440,descending,up,current,1
TEXTILE COMPOSITE,CHBL,360,440,descending,up,fixed_5,1
TEXTILE COMPOSITE,CHBL,360,440,descending,up,fixed_10,1
TEXTILE COMPOSITE,CHBL,360,440,descending,up,trigger,1
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,current,4
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,fixed_5,4
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,fixed_10,4
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,trigger,4
CEMENT,CHCC,1120,1200,symmetrical,sequential,current,4
CEMENT,CHCC,1120,1200,symmetrical,sequential,fixed_5,4
CEMENT,CHCC,1120,1200,symmetrical,sequential,fixed_10,4
CEMENT,CHCC,1120,1200,symmetrical,sequential,trigger,4
CEMENT,CHCC,1560,1640,descending,sequential,current,4
CEMENT,CHCC,1560,1640,descending,sequential,fixed_5,3
CEMENT,CHCC,1560,1640,descending,sequential,fixed_10,3
CEMENT,CHCC,1560,1640,descending,sequential,trigger,3
CEMENT,CHCC,2280,2360,symmetrical,up,current,1
CEMENT,CHCC,2280,2360,symmetrical,up,fixed_5,1
CEMENT,CHCC,2280,2360,symmetrical,up,fixed_10,1
CEMENT,CHCC,2280,2360,symmetrical,up,trigger,1
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,current,1
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,fixed_5,1
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,fixed_10,1
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,trigger,1
REFINERY,CNERGY,2840,2920,descending,sequential,current,4
REFINERY,CNERGY,2840,2920,descending,sequential,fixed_5,3
REFINERY,CNERGY,2840,2920,descending,sequential,fixed_10,4
REFINERY,CNERGY,2840,2920,descending,sequential,trigger,4
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,current,2
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,fixed_5,2
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,fixed_10,2
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,trigger,2
PAPER & BOARD,CPPL,4480,4560,ascending,down,current,2
PAPER & BOARD,CPPL,4480,4560,ascending,down,fixed_5,2
PAPER & BOARD,CPPL,4480,4560,ascending,down,fixed_10,2
PAPER & BOARD,CPPL,4480,4560,ascending,down,trigger,2
TEXTILE COMPOSITE,CRTM,2240,2320,descending,sequential,current,4
TEXTILE COMPOSITE,CRTM,2240,2320,descending,sequential,fixed_5,3
TEXTILE COMPOSITE,CRTM,2240,2320,descending,sequential,fixed_10,3
TEXTILE COMPOSITE,CRTM,2240,2320,descending,sequential,trigger,3
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,current,1
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,fixed_5,1
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,fixed_10,1
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,trigger,1
ENGINEERING,CSAP,4920,5000,descending,up,current,4
ENGINEERING,CSAP,4920,5000,descending,up,fixed_5,1
ENGINEERING,CSAP,4920,5000,descending,up,fixed_10,1
ENGINEERING,CSAP,4920,5000,descending,up,trigger,1
INSURANCE,CYAN,640,720,descending,up,current,1
INSURANCE,CYAN,640,720,descending,up,fixed_5,1
INSURANCE,CYAN,640,720,descending,up,fixed_10,1
INSURANCE,CYAN,640,720,descending,up,trigger,1
INSURANCE,CYAN,1840,1920,symmetrical,sequential,current,4
INSURANCE,CYAN,1840,1920,symmetrical,sequential,fixed_5,4
INSURANCE,CYAN,1840,1920,symmetrical,sequential,fixed_10,4
INSURANCE,CYAN,1840,1920,symmetrical,sequential,trigger,4
INSURANCE,CYAN,4120,4200,descending,up,current,4
INSURANCE,CYAN,4120,4200,descending,up,fixed_5,4
INSURANCE,CYAN,4120,4200,descending,up,fixed_10,4
INSURANCE,CYAN,4120,4200,descending,up,trigger,1
CHEMICAL,DAAG,840,920,symmetrical,up,current,2
CHEMICAL,DAAG,840,920,symmetrical,up,fixed_5,2
CHEMICAL,DAAG,840,920,symmetrical,up,fixed_10,2
CHEMICAL,DAAG,840,920,symmetrical,up,trigger,2
CHEMICAL,DAAG,2240,2320,descending,down,current,4
CHEMICAL,DAAG,2240,2320,descending,down,fixed_5,4
CHEMICAL,DAAG,2240,2320,descending,down,fixed_10,4
CHEMICAL,DAAG,2240,2320,descending,down,trigger,4
CEMENT,DBCI,1840,1920,symmetrical,sequential,current,4
CEMENT,DBCI,1840,1920,symmetrical,sequential,fixed_5,4
CEMENT,DBCI,1840,1920,symmetrical,sequential,fixed_10,4
CEMENT,DBCI,1840,1920,symmetrical,sequential,trigger,4
CEMENT,DCL,680,760,symmetrical,up,current,4
CEMENT,DCL,680,760,symmetrical,up,fixed_5,3
CEMENT,DCL,680,760,symmetrical,up,fixed_10,4
CEMENT,DCL,680,760,symmetrical,up,trigger,4
CEMENT,DCL,1560,1640,ascending,down,current,4
CEMENT,DCL,1560,1640,ascending,down,fixed_5,3
CEMENT,DCL,1560,1640,ascending,down,fixed_10,3
CEMENT,DCL,1560,1640,ascending,down,trigger,4
CEMENT,DCL,2520,2600,ascending,down,current,1
CEMENT,DCL,2520,2600,ascending,down,fixed_5,1
CEMENT,DCL,2520,2600,ascending,down,fixed_10,1
CEMENT,DCL,2520,2600,ascending,down,trigger,1
CEMENT,DCL,4760,4840,ascending,up,current,4
CEMENT,DCL,4760,4840,ascending,up,fixed_5,3
CEMENT,DCL,4760,4840,ascending,up,fixed_10,3
CEMENT,DCL,4760,4840,ascending,up,trigger,4
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,current,4
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,fixed_5,3
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,fixed_10,3
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,trigger,4
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,current,4
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,fixed_5,4
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,fixed_10,4
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,trigger,4
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,current,4
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,fixed_5,4
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,fixed_10,4
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,trigger,4
CEMENT,DGKC,680,760,descending,up,current,1
CEMENT,DGKC,680,760,descending,up,fixed_5,1
CEMENT,DGKC,680,760,descending,up,fixed_10,1
CEMENT,DGKC,680,760,descending,up,trigger,1
CEMENT,DGKC,1480,1560,symmetrical,down,current,1
CEMENT,DGKC,1480,1560,symmetrical,down,fixed_5,1
CEMENT,DGKC,1480,1560,symmetrical,down,fixed_10,1
CEMENT,DGKC,1480,1560,symmetrical,down,trigger,1
CEMENT,DGKC,2920,3000,ascending,down,current,3
CEMENT,DGKC,2920,3000,ascending,down,fixed_5,3
CEMENT,DGKC,2920,3000,ascending,down,fixed_10,3
CEMENT,DGKC,2920,3000,ascending,down,trigger,3
CEMENT,DNCC,240,320,ascending,down,current,4
CEMENT,DNCC,240,320,ascending,down,fixed_5,4
CEMENT,DNCC,240,320,ascending,down,fixed_10,4
CEMENT,DNCC,240,320,ascending,down,trigger,4
CEMENT,DNCC,1440,1520,symmetrical,sequential,current,4
CEMENT,DNCC,1440,1520,symmetrical,sequential,fixed_5,4
CEMENT,DNCC,1440,1520,symmetrical,sequential,fixed_10,4
CEMENT,DNCC,1440,1520,symmetrical,sequential,trigger,4
CEMENT,DNCC,2160,2240,symmetrical,sequential,current,4
CEMENT,DNCC,2160,2240,symmetrical,sequential,fixed_5,4
CEMENT,DNCC,2160,2240,symmetrical,sequential,fixed_10,4
CEMENT,DNCC,2160,2240,symmetrical,sequential,trigger,4
CHEMICAL,DOL,680,760,descending,down,current,4
CHEMICAL,DOL,680,760,descending,down,fixed_5,4
CHEMICAL,DOL,680,760,descending,down,fixed_10,4
CHEMICAL,DOL,680,760,descending,down,trigger,4
CHEMICAL,DOL,3200,3280,descending,whipsaw,current,4
CHEMICAL,DOL,3200,3280,descending,whipsaw,fixed_5,4
CHEMICAL,DOL,3200,3280,descending,whipsaw,fixed_10,4
CHEMICAL,DOL,3200,3280,descending,whipsaw,trigger,4
CHEMICAL,DOL,3560,3640,symmetrical,down,current,2
CHEMICAL,DOL,3560,3640,symmetrical,down,fixed_5,2
CHEMICAL,DOL,3560,3640,symmetrical,down,fixed_10,2
CHEMICAL,DOL,3560,3640,symmetrical,down,trigger,2
CHEMICAL,DOL,4080,4160,ascending,sequential,current,4
CHEMICAL,DOL,4080,4160,ascending,sequential,fixed_5,4
CHEMICAL,DOL,4080,4160,ascending,sequential,fixed_10,4
CHEMICAL,DOL,4080,4160,ascending,sequential,trigger,4
ENGINEERING,DSL,2280,2360,ascending,whipsaw,current,4
ENGINEERING,DSL,2280,2360,ascending,whipsaw,fixed_5,4
ENGINEERING,DSL,2280,2360,ascending,whipsaw,fixed_10,4
ENGINEERING,DSL,2280,2360,ascending,whipsaw,trigger,4
ENGINEERING,DSL,3080,3160,ascending,sequential,current,4
ENGINEERING,DSL,3080,3160,ascending,sequential,fixed_5,3
ENGINEERING,DSL,3080,3160,ascending,sequential,fixed_10,3
ENGINEERING,DSL,3080,3160,ascending,sequential,trigger,3
ENGINEERING,DSL,4000,4080,descending,up,current,3
ENGINEERING,DSL,4000,4080,descending,up,fixed_5,3
ENGINEERING,DSL,4000,4080,descending,up,fixed_10,3
ENGINEERING,DSL,4000,4080,descending,up,trigger,3
ENGINEERING,DSL,4360,4440,descending,down,current,1
ENGINEERING,DSL,4360,4440,descending,down,fixed_5,1
ENGINEERING,DSL,4360,4440,descending,down,fixed_10,1
ENGINEERING,DSL,4360,4440,descending,down,trigger,1
CHEMICAL,DYNO,400,480,ascending,sequential,current,4
CHEMICAL,DYNO,400,480,ascending,sequential,fixed_5,4
CHEMICAL,DYNO,400,480,ascending,sequential,fixed_10,4
CHEMICAL,DYNO,400,480,ascending,sequential,trigger,4
CHEMICAL,DYNO,880,960,descending,down,current,4
CHEMICAL,DYNO,880,960,descending,down,fixed_5,4
CHEMICAL,DYNO,880,960,descending,down,fixed_10,4
CHEMICAL,DYNO,880,960,descending,down,trigger,4
MISCELLANEOUS,ECOP,280,360,descending,down,current,4
MISCELLANEOUS,ECOP,280,360,descending,down,fixed_5,4
MISCELLANEOUS,ECOP,280,360,descending,down,fixed_10,4
MISCELLANEOUS,ECOP,280,360,descending,down,trigger,4
MISCELLANEOUS,ECOP,1040,1120,ascending,down,current,4
MISCELLANEOUS,ECOP,1040,1120,ascending,down,fixed_5,4
MISCELLANEOUS,ECOP,1040,1120,ascending,down,fixed_10,4
MISCELLANEOUS,ECOP,1040,1120,ascending,down,trigger,4
MISCELLANEOUS,ECOP,4920,5000,ascending,up,current,2
MISCELLANEOUS,ECOP,4920,5000,ascending,up,fixed_5,2
MISCELLANEOUS,ECOP,4920,5000,ascending,up,fixed_10,2
MISCELLANEOUS,ECOP,4920,5000,ascending,up,trigger,2
FERTILIZER,EFERT,520,600,descending,down,current,1
FERTILIZER,EFERT,520,600,descending,down,fixed_5,1
FERTILIZER,EFERT,520,600,descending,down,fixed_10,1
FERTILIZER,EFERT,520,600,descending,down,trigger,1
FERTILIZER,EFERT,1320,1400,ascending,up,current,4
FERTILIZER,EFERT,1320,1400,ascending,up,fixed_5,4
FERTILIZER,EFERT,1320,1400,ascending,up,fixed_10,4
FERTILIZER,EFERT,1320,1400,ascending,up,trigger,4
INSURANCE,EFUG,1680,1760,symmetrical,up,current,1
INSURANCE,EFUG,1680,1760,symmetrical,up,fixed_5,1
INSURANCE,EFUG,1680,1760,symmetrical,up,fixed_10,1
INSURANCE,EFUG,1680,1760,symmetrical,up,trigger,1
INSURANCE,EFUG,1800,1880,descending,up,current,4
INSURANCE,EFUG,1800,1880,descending,up,fixed_5,4
INSURANCE,EFUG,1800,1880,descending,up,fixed_10,4
INSURANCE,EFUG,1800,1880,descending,up,trigger,4
INSURANCE,EFUL,120,200,descending,up,current,4
INSURANCE,EFUL,120,200,descending,up,fixed_5,4
INSURANCE,EFUL,120,200,descending,up,fixed_10,4
INSURANCE,EFUL,120,200,descending,up,trigger,4
INSURANCE,EFUL,760,840,descending,sequential,current,4
INSURANCE,EFUL,760,840,descending,sequential,fixed_5,4
INSURANCE,EFUL,760,840,descending,sequential,fixed_10,4
INSURANCE,EFUL,760,840,descending,sequential,trigger,4
INSURANCE,EFUL,2760,2840,symmetrical,sequential,current,4
INSURANCE,EFUL,2760,2840,symmetrical,sequential,fixed_5,3
INSURANCE,EFUL,2760,2840,symmetrical,sequential,fixed_10,4
INSURANCE,EFUL,2760,2840,symmetrical,sequential,trigger,4
FERTILIZER,ENGRO,80,160,descending,up,current,1
FERTILIZER,ENGRO,80,160,descending,up,fixed_5,1
FERTILIZER,ENGRO,80,160,descending,up,fixed_10,1
FERTILIZER,ENGRO,80,160,descending,up,trigger,1
FERTILIZER,ENGRO,1280,1360,descending,up,current,2
FERTILIZER,ENGRO,1280,1360,descending,up,fixed_5,2
FERTILIZER,ENGRO,1280,1360,descending,up,fixed_10,2
FERTILIZER,ENGRO,1280,1360,descending,up,trigger,2
FERTILIZER,ENGRO,1320,1400,ascending,up,current,2
FERTILIZER,ENGRO,1320,1400,ascending,up,fixed_5,2
FERTILIZER,ENGRO,1320,1400,ascending,up,fixed_10,2
FERTILIZER,ENGRO,1320,1400,ascending,up,trigger,2
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,current,4
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,fixed_5,3
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,fixed_10,3
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,trigger,3
FERTILIZER,ENGRO,1880,1960,ascending,up,current,1
FERTILIZER,ENGRO,1880,1960,ascending,up,fixed_5,1
FERTILIZER,ENGRO,1880,1960,ascending,up,fixed_10,1
FERTILIZER,ENGRO,1880,1960,ascending,up,trigger,1
FERTILIZER,ENGRO,4200,4280,descending,down,current,4
FERTILIZER,ENGRO,4200,4280,descending,down,fixed_5,4
FERTILIZER,ENGRO,4200,4280,descending,down,fixed_10,4
FERTILIZER,ENGRO,4200,4280,descending,down,trigger,4
CHEMICAL,EPCL,2840,2920,descending,sequential,current,4
CHEMICAL,EPCL,2840,2920,descending,sequential,fixed_5,4
CHEMICAL,EPCL,2840,2920,descending,sequential,fixed_10,4
CHEMICAL,EPCL,2840,2920,descending,sequential,trigger,4
CHEMICAL,EPCLPS,280,360,descending,up,current,4
CHEMICAL,EPCLPS,280,360,descending,up,fixed_5,4
CHEMICAL,EPCLPS,280,360,descending,up,fixed_10,4
CHEMICAL,EPCLPS,280,360,descending,up,trigger,4
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,current,4
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,fixed_5,2
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,fixed_10,4
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,trigger,2
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,current,4
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,fixed_5,3
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,fixed_10,4
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,trigger,4
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,current,4
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,fixed_5,4
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,fixed_10,4
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,current,4
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,fixed_5,4
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4160,4240,ascending,down,current,1
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4160,4240,ascending,down,fixed_5,1
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4160,4240,ascending,down,fixed_10,1
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4160,4240,ascending,down,trigger,1
COMMERCIAL BANKS,FABL,600,680,ascending,down,current,4
COMMERCIAL BANKS,FABL,600,680,ascending,down,fixed_5,4
COMMERCIAL BANKS,FABL,600,680,ascending,down,fixed_10,4
COMMERCIAL BANKS,FABL,600,680,ascending,down,trigger,4
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,current,4
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,fixed_5,3
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,fixed_10,3
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,trigger,4
TEXTILE COMPOSITE,FASM,120,200,descending,down,current,1
TEXTILE COMPOSITE,FASM,120,200,descending,down,fixed_5,1
TEXTILE COMPOSITE,FASM,120,200,descending,down,fixed_10,1
TEXTILE COMPOSITE,FASM,120,200,descending,down,trigger,1
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,current,1
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,fixed_5,1
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,fixed_10,1
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,trigger,1
FERTILIZER,FATIMA,1240,1320,symmetrical,up,current,1
FERTILIZER,FATIMA,1240,1320,symmetrical,up,fixed_5,1
FERTILIZER,FATIMA,1240,1320,symmetrical,up,fixed_10,1
FERTILIZER,FATIMA,1240,1320,symmetrical,up,trigger,1
FERTILIZER,FATIMA,2080,2160,ascending,down,current,4
FERTILIZER,FATIMA,2080,2160,ascending,down,fixed_5,4
FERTILIZER,FATIMA,2080,2160,ascending,down,fixed_10,4
FERTILIZER,FATIMA,2080,2160,ascending,down,trigger,4
CEMENT,FCCL,2520,2600,descending,up,current,4
CEMENT,FCCL,2520,2600,descending,up,fixed_5,2
CEMENT,FCCL,2520,2600,descending,up,fixed_10,2
CEMENT,FCCL,2520,2600,descending,up,trigger,4
CEMENT,FCCL,2560,2640,ascending,sequential,current,4
CEMENT,FCCL,2560,2640,ascending,sequential,fixed_5,4
CEMENT,FCCL,2560,2640,ascending,sequential,fixed_10,4
CEMENT,FCCL,2560,2640,ascending,sequential,trigger,4
CEMENT,FCCL,3920,4000,symmetrical,none,current,N/A
CEMENT,FCCL,3920,4000,symmetrical,none,fixed_5,N/A
CEMENT,FCCL,3920,4000,symmetrical,none,fixed_10,N/A
CEMENT,FCCL,3920,4000,symmetrical,none,trigger,N/A
CEMENT,FCCL,5080,5160,ascending,down,current,4
CEMENT,FCCL,5080,5160,ascending,down,fixed_5,4
CEMENT,FCCL,5080,5160,ascending,down,fixed_10,4
CEMENT,FCCL,5080,5160,ascending,down,trigger,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,720,800,descending,up,current,1
FOOD & PERSONAL CARE PRODUCTS,FCEPL,720,800,descending,up,fixed_5,1
FOOD & PERSONAL CARE PRODUCTS,FCEPL,720,800,descending,up,fixed_10,1
FOOD & PERSONAL CARE PRODUCTS,FCEPL,720,800,descending,up,trigger,1
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,current,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,fixed_5,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,fixed_10,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,trigger,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,2920,3000,descending,up,current,2
FOOD & PERSONAL CARE PRODUCTS,FCEPL,2920,3000,descending,up,fixed_5,2
FOOD & PERSONAL CARE PRODUCTS,FCEPL,2920,3000,descending,up,fixed_10,2
FOOD & PERSONAL CARE PRODUCTS,FCEPL,2920,3000,descending,up,trigger,2
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,current,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,fixed_5,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,fixed_10,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,trigger,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,current,4
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,fixed_5,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,fixed_10,3
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,trigger,4
CEMENT,FECTC,3520,3600,symmetrical,up,current,2
CEMENT,FECTC,3520,3600,symmetrical,up,fixed_5,2
CEMENT,FECTC,3520,3600,symmetrical,up,fixed_10,2
CEMENT,FECTC,3520,3600,symmetrical,up,trigger,2
CEMENT,FECTC,4240,4320,descending,down,current,3
CEMENT,FECTC,4240,4320,descending,down,fixed_5,3
CEMENT,FECTC,4240,4320,descending,down,fixed_10,3
CEMENT,FECTC,4240,4320,descending,down,trigger,3
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,current,4
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,fixed_5,4
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,fixed_10,4
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,trigger,4
FERTILIZER,FFC,360,440,descending,up,current,4
FERTILIZER,FFC,360,440,descending,up,fixed_5,4
FERTILIZER,FFC,360,440,descending,up,fixed_10,4
FERTILIZER,FFC,360,440,descending,up,trigger,4
FERTILIZER,FFC,400,480,ascending,down,current,4
FERTILIZER,FFC,400,480,ascending,down,fixed_5,2
FERTILIZER,FFC,400,480,ascending,down,fixed_10,2
FERTILIZER,FFC,400,480,ascending,down,trigger,2
FERTILIZER,FFC,2760,2840,descending,down,current,4
FERTILIZER,FFC,2760,2840,descending,down,fixed_5,4
FERTILIZER,FFC,2760,2840,descending,down,fixed_10,4
FERTILIZER,FFC,2760,2840,descending,down,trigger,4
FERTILIZER,FFC,3520,3600,symmetrical,up,current,2
FERTILIZER,FFC,3520,3600,symmetrical,up,fixed_5,2
FERTILIZER,FFC,3520,3600,symmetrical,up,fixed_10,2
FERTILIZER,FFC,3520,3600,symmetrical,up,trigger,2
FERTILIZER,FFC,4880,4960,symmetrical,down,current,4
FERTILIZER,FFC,4880,4960,symmetrical,down,fixed_5,4
FERTILIZER,FFC,4880,4960,symmetrical,down,fixed_10,4
FERTILIZER,FFC,4880,4960,symmetrical,down,trigger,4
FOOD & PERSONAL CARE PRODUCTS,FFL,280,360,ascending,sequential,current,4
FOOD & PERSONAL CARE PRODUCTS,FFL,280,360,ascending,sequential,fixed_5,4
FOOD & PERSONAL CARE PRODUCTS,FFL,280,360,ascending,sequential,fixed_10,4
FOOD & PERSONAL CARE PRODUCTS,FFL,280,360,ascending,sequential,trigger,4
CEMENT,FLYNG,160,240,descending,down,current,1
CEMENT,FLYNG,160,240,descending,down,fixed_5,1
CEMENT,FLYNG,160,240,descending,down,fixed_10,1
CEMENT,FLYNG,160,240,descending,down,trigger,1
CEMENT,FLYNG,1320,1400,symmetrical,down,current,3
CEMENT,FLYNG,1320,1400,symmetrical,down,fixed_5,3
CEMENT,FLYNG,1320,1400,symmetrical,down,fixed_10,3
CEMENT,FLYNG,1320,1400,symmetrical,down,trigger,3
CEMENT,FLYNG,3680,3760,descending,down,current,1
CEMENT,FLYNG,3680,3760,descending,down,fixed_5,1
CEMENT,FLYNG,3680,3760,descending,down,fixed_10,1
CEMENT,FLYNG,3680,3760,descending,down,trigger,1
TEXTILE COMPOSITE,FML,1720,1800,descending,down,current,4
TEXTILE COMPOSITE,FML,1720,1800,descending,down,fixed_5,3
TEXTILE COMPOSITE,FML,1720,1800,descending,down,fixed_10,3
TEXTILE COMPOSITE,FML,1720,1800,descending,down,trigger,4
AUTOMOBILE ASSEMBLER,GAL,520,600,symmetrical,up,current,4
AUTOMOBILE ASSEMBLER,GAL,520,600,symmetrical,up,fixed_5,4
