symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,hit_6pct_sl
GGL,2021-05-21,pivot,40.19,1.42,0.687,0.687,0.687,0.015,0.57,uptrend,0.007,0.1423,0.1784,0.2464,-0.0284,False
GGL,2021-06-17,pivot,49.04,4.17,0.646,0.646,0.646,0.309,0.69,uptrend,0.018,-0.0218,-0.0444,0.0364,-0.0584,False
GGL,2021-06-21,pivot,48.3,1.32,0.792,0.825,0.825,0.033,0.46,uptrend,-0.0083,-0.0172,-0.0244,0.0576,-0.0392,False
GGL,2021-06-23,pivot,48.28,0.15,0.362,0.417,0.417,0.055,0.52,uptrend,-0.0149,-0.0445,-0.0675,0.0387,-0.0857,True
GGL,2021-07-06,pivot,47.74,0.28,0.406,0.406,0.406,0.24,1.18,uptrend,-0.011,-0.0656,-0.1496,0.003,-0.1815,True
GGL,2021-07-16,pivot,47.94,0.81,0.576,0.697,0.697,0.121,0.54,uptrend,-0.0667,-0.0622,-0.0461,-0.003,-0.2043,True
GGL,2022-04-20,pivot,18.69,1.34,0.76,0.76,0.76,0.01,0.97,uptrend,0.0164,-0.1802,-0.1807,0.1422,-0.2397,True
GGL,2022-04-28,pivot,19.55,3.32,0.62,0.698,0.698,0.078,0.73,uptrend,-0.1768,-0.2065,-0.1778,-0.0099,-0.2665,True
GGL,2022-08-25,pivot,16.96,1.85,0.491,0.491,0.491,0.509,0.35,uptrend,-0.0349,-0.068,-0.0517,-0.0058,-0.0988,True
GGL,2023-07-24,pivot,11.15,0.42,0.5,0.5,0.5,0.438,0.45,uptrend,0.0158,-0.0692,-0.1349,0.0438,-0.1489,True
GGL,2024-11-07,pivot,10.17,0.0,,0.439,0.439,,0.92,uptrend,0.0782,0.1024,0.1359,0.2095,-0.0642,True
GGL,2024-11-15,pivot,11.31,1.89,,0.885,0.885,,1.96,uptrend,-0.0779,-0.0625,0.3003,0.3352,-0.1469,True
GGL,2024-12-06,pivot,12.04,0.06,,1.0,1.0,,3.43,uptrend,0.1937,0.0112,0.0835,0.2638,-0.0663,True
GGL,2024-12-20,pivot,12.71,1.39,,0.759,0.759,,0.58,uptrend,0.164,0.046,0.1036,0.2201,-0.0223,False
GGL,2024-12-31,pivot,15.9,2.5,,0.842,0.842,,1.62,uptrend,-0.1686,-0.1704,-0.1804,-0.0006,-0.1987,True
GGL,2025-01-03,pivot,15.71,1.89,,0.628,0.628,,0.55,uptrend,-0.1519,-0.0988,-0.1186,-0.0056,-0.1606,True
GGL,2025-07-01,pivot,17.51,0.63,,0.567,0.567,,1.62,uptrend,0.0639,0.0164,0.0765,0.1443,-0.0377,False
GGL,2025-07-16,pivot,18.3,1.58,,0.806,0.806,,0.32,uptrend,0.0486,0.0454,0.1543,0.1692,-0.0069,False
GGL,2025-08-01,pivot,19.27,0.38,,0.645,0.645,,0.23,uptrend,0.0434,0.1751,0.2735,0.3103,-0.0272,False
GGL,2025-08-26,pivot,23.99,1.42,,0.467,0.467,,0.59,uptrend,0.1238,0.093,0.1311,0.2234,-0.0471,False
GGL,2025-08-27,pivot,23.63,0.56,,0.529,0.529,,0.57,uptrend,0.1187,0.0854,0.1228,0.2259,-0.0452,False
GGL,2025-08-28,pivot,23.52,1.13,,0.859,0.859,,1.09,uptrend,0.1552,0.1514,0.1245,0.235,-0.017,False
GGL,2025-09-04,pivot,26.81,0.77,,0.88,0.88,,1.07,uptrend,-0.0096,0.0217,-0.0673,0.0623,-0.1103,True
GGL,2025-09-10,pivot,26.27,0.8,,0.5,0.5,,0.35,uptrend,0.0922,0.0201,0.0328,0.1683,-0.0672,True
GGL,2025-10-03,pivot,25.82,0.04,,0.954,0.954,,4.35,uptrend,-0.0735,-0.0853,-0.1405,0.086,-0.1779,True
GGL,2025-10-07,pivot,26.86,2.48,,0.427,0.427,,1.01,uptrend,-0.1221,-0.1166,-0.1665,-0.0332,-0.1963,True
GGL,2025-10-10,pivot,26.23,3.91,,0.659,0.659,,0.58,uptrend,-0.0407,-0.0397,-0.1299,0.0295,-0.1379,True
GGL,2025-10-17,pivot,25.62,1.95,,0.548,0.548,,0.92,uptrend,-0.0365,-0.0956,-0.1274,0.0328,-0.2095,True
GGL,2025-12-05,pivot,25.89,1.11,,0.487,0.487,,0.21,uptrend,-0.0057,-0.0239,-0.0148,0.0644,-0.0625,True
GGL,2025-12-09,pivot,25.75,0.84,,0.748,0.748,,1.11,uptrend,-0.0281,-0.06,-0.047,0.0407,-0.0833,True
GGL,2026-04-20,pivot,18.98,4.62,,0.67,0.67,,0.89,uptrend,-0.0198,-0.0693,,0.0396,-0.1141,True
GGL,2026-04-22,pivot,18.42,3.37,,0.53,0.53,,1.27,uptrend,-0.0242,-0.0005,,0.0517,-0.1038,True
GGL,2026-04-24,pivot,18.22,1.17,,0.546,0.546,,0.77,uptrend,-0.0589,,,0.0391,-0.1146,True
GGL,2026-04-30,pivot,17.89,4.97,,0.738,0.738,,1.26,uptrend,,,,0.0552,-0.0449,False
GHGL,2020-05-29,pivot,40.99,1.89,0.654,0.654,0.654,0.346,0.78,uptrend,-0.0127,-0.0329,-0.039,0.01,-0.1044,True
GHGL,2020-07-09,pivot,43.51,0.19,0.473,0.473,0.473,0.295,1.49,uptrend,0.0899,0.1125,0.0989,0.1811,-0.0462,False
GHGL,2020-07-29,pivot,49.41,0.82,0.417,0.75,0.75,0.333,0.08,uptrend,-0.0044,-0.0028,-0.0159,0.0558,-0.0586,False
GHGL,2020-08-27,pivot,49.68,1.37,0.652,0.652,0.652,0.225,0.3,uptrend,0.0611,0.1096,0.0514,0.1513,-0.0333,False
GHGL,2020-09-16,pivot,52.89,0.73,0.605,0.605,0.605,0.062,0.27,uptrend,-0.0261,-0.0411,-0.0294,0.0101,-0.0781,True
GHGL,2020-09-21,pivot,53.34,0.64,0.77,0.77,0.77,0.23,0.16,uptrend,-0.0415,0.0002,-0.0278,0.0046,-0.0704,True
GHGL,2020-09-22,pivot,53.18,1.28,0.538,0.538,0.538,0.152,0.46,uptrend,-0.0272,-0.0384,-0.0232,0.0056,-0.0695,True
GHGL,2020-09-24,pivot,52.52,0.61,0.428,0.428,0.428,0.017,0.31,uptrend,-0.0278,-0.0372,-0.0185,0.0046,-0.0704,True
GHGL,2020-10-20,pivot,52.17,0.32,0.7,0.7,0.7,0.3,0.42,uptrend,0.0272,0.0942,0.1613,0.2072,-0.0179,False
GHGL,2020-10-22,pivot,52.39,0.56,0.636,0.643,0.643,0.007,1.41,uptrend,0.0796,0.0942,0.1419,0.1959,-0.0093,False
GHGL,2020-11-04,pivot,56.57,0.31,0.51,0.757,0.757,0.248,0.8,uptrend,0.0333,0.0521,0.1012,0.1256,-0.0231,False
GHGL,2020-12-04,pivot,64.28,0.12,0.74,0.75,0.75,0.01,0.21,uptrend,-0.0169,-0.0103,0.121,0.158,-0.0353,False
GHGL,2021-05-03,pivot,46.5,1.08,0.342,0.758,0.758,0.416,0.98,uptrend,-0.012,0.0255,0.1164,0.1623,-0.0533,False
GHGL,2021-05-21,pivot,48.05,0.07,0.485,0.545,0.545,0.061,1.44,uptrend,-0.0386,-0.0012,0.0178,0.1263,-0.0471,False
GHGL,2021-06-02,pivot,48.46,0.08,0.5,0.5,0.5,0.5,1.18,uptrend,0.0407,0.0263,-0.0243,0.1174,-0.0385,False
GHGL,2021-06-10,pivot,50.43,0.56,0.557,0.568,0.568,0.011,1.4,uptrend,-0.0298,-0.044,-0.049,0.0096,-0.0865,True
GHGL,2021-12-24,pivot,42.65,0.09,0.773,0.773,0.773,0.091,0.44,uptrend,0.0116,0.0174,0.0016,0.0416,-0.0186,False
GHGL,2022-01-20,pivot,43.09,1.96,0.543,0.6,0.6,0.057,0.97,uptrend,-0.0309,-0.013,-0.013,0.0068,-0.0386,False
GHGL,2022-01-25,pivot,42.75,1.04,0.476,0.538,0.538,0.062,0.48,uptrend,0.0002,-0.0149,,0.0171,-0.0286,False
GHGL,2022-02-10,pivot,43.34,0.09,0.46,0.46,0.46,0.14,1.63,uptrend,-0.0196,-0.0352,-0.0652,0.0045,-0.0767,True
GHGL,2022-02-21,pivot,43.64,0.55,0.536,0.536,0.536,0.464,1.04,uptrend,-0.0135,-0.0357,-0.0962,-0.0011,-0.1209,True
GHGL,2022-02-28,pivot,42.6,1.4,0.375,0.95,0.95,0.575,2.13,uptrend,-0.0248,-0.0848,-0.0925,0.0102,-0.1109,True
GHGL,2022-04-28,pivot,43.25,1.74,0.6,0.61,0.61,0.01,1.13,uptrend,-0.0133,0.0005,-0.0547,0.0115,-0.1152,True
GHGL,2022-05-06,pivot,42.57,0.74,0.987,0.987,0.987,0.013,0.39,uptrend,0.0007,0.0121,-0.0667,0.023,-0.1051,True
GHGL,2022-05-16,pivot,42.94,1.15,0.48,0.48,0.48,0.52,1.1,uptrend,-0.0072,-0.0116,-0.0567,0.0162,-0.109,True
GHGL,2022-05-25,pivot,42.24,0.57,0.357,0.829,0.829,0.471,2.02,uptrend,-0.0255,-0.0522,-0.0358,0.0279,-0.0986,True
GHGL,2022-09-09,pivot,40.65,0.01,0.307,0.813,0.813,0.507,0.47,uptrend,-0.0278,-0.0316,-0.0254,-0.0036,-0.058,False
GHGL,2023-02-17,pivot,37.24,0.64,0.625,0.625,0.625,0.0,4.38,uptrend,-0.0034,-0.0505,-0.0082,0.0357,-0.0741,True
GHGL,2023-03-22,pivot,36.95,1.21,0.42,0.42,0.42,0.08,1.46,uptrend,-0.025,-0.0413,-0.0337,,-0.0629,True
GHGL,2023-11-17,pivot,25.65,0.57,0.304,0.96,0.96,0.656,4.79,uptrend,0.2492,0.1641,0.0965,0.3085,-0.0029,False
GHGL,2024-04-08,pivot,25.7,0.75,,0.621,0.621,,0.6,uptrend,0.0157,0.031,0.0701,0.0767,-0.0502,False
GHGL,2024-04-09,pivot,25.56,0.18,,0.476,0.476,,0.93,uptrend,0.0216,0.0156,0.1192,0.1347,-0.0596,False
GHGL,2024-04-15,pivot,25.5,0.46,,0.893,0.893,,3.72,uptrend,-0.0385,-0.0426,0.0888,0.1229,-0.0906,True
GHGL,2024-05-20,pivot,27.8,0.36,,0.403,0.403,,0.37,uptrend,-0.053,-0.0695,-0.0608,0.0133,-0.104,True
GHGL,2024-05-31,pivot,26.27,0.63,,0.656,0.656,,0.22,uptrend,-0.0282,-0.0282,-0.0219,0.0234,-0.0673,True
GHGL,2024-11-15,pivot,27.43,2.39,,0.437,0.437,,2.51,uptrend,0.0067,-0.0257,0.1684,0.206,-0.084,True
GHGL,2024-11-21,pivot,28.73,1.1,,0.729,0.729,,0.63,uptrend,-0.0717,0.076,-0.0456,0.191,-0.1273,True
GHGL,2025-01-10,pivot,28.72,0.75,,0.771,0.771,,0.29,uptrend,0.0104,-0.0073,-0.0508,0.0411,-0.0611,True
GHGL,2025-01-17,pivot,29.73,1.78,,0.814,0.814,,0.14,uptrend,-0.0253,-0.0328,-0.0794,0.0223,-0.0817,True
GHGL,2025-03-04,pivot,30.78,0.32,,0.712,0.712,,0.65,uptrend,0.0841,0.0662,-0.0197,0.1687,-0.0625,True
GHGL,2025-03-11,pivot,34.06,0.19,,0.633,0.633,,0.29,uptrend,-0.0276,-0.049,0.0088,0.0487,-0.1451,True
GHGL,2025-03-13,pivot,34.47,2.75,,0.61,0.61,,0.32,uptrend,-0.0397,-0.0699,-0.0428,0.0025,-0.1608,True
GHGL,2025-04-11,pivot,32.36,1.04,,0.694,0.694,,2.28,uptrend,-0.0256,-0.0534,-0.1006,0.0299,-0.2385,True
GHGL,2025-04-17,pivot,33.9,4.06,,0.626,0.626,,0.75,uptrend,-0.0597,-0.122,-0.0484,0.0101,-0.2319,True
GHGL,2025-04-22,pivot,33.66,1.06,,0.7,0.7,,0.71,uptrend,-0.0656,-0.1329,-0.0548,,-0.2274,True
GHGL,2025-04-25,pivot,31.83,0.18,,0.696,0.696,,0.69,uptrend,-0.0709,-0.0643,-0.0299,0.0191,-0.2078,True
GHGL,2025-05-30,pivot,32.62,0.0,,0.612,0.612,,0.65,uptrend,0.0624,0.1513,0.2892,0.3967,-0.019,False
GHGL,2025-07-02,pivot,42.32,1.35,,0.547,0.547,,0.31,uptrend,-0.0327,-0.0711,0.0073,0.085,-0.1068,True
GHGL,2025-07-08,pivot,41.24,0.59,,0.465,0.465,,0.52,uptrend,-0.0723,-0.0923,-0.0246,0.0852,-0.1066,True
GHGL,2025-07-17,pivot,40.41,0.4,,0.847,0.847,,0.23,uptrend,-0.0249,0.0235,0.0228,0.1435,-0.0587,False
GHGL,2025-08-01,pivot,41.56,3.37,,0.922,0.922,,1.1,uptrend,-0.0369,-0.0175,0.0674,0.0764,-0.0607,True
GHGL,2025-08-05,pivot,42.85,1.63,,0.411,0.411,,0.18,uptrend,-0.0314,-0.0052,0.1211,0.1875,-0.05,False
GHGL,2025-09-04,pivot,48.39,0.18,,0.55,0.55,,0.73,uptrend,-0.0391,-0.0479,-0.1012,0.0138,-0.1251,True
GHGL,2025-09-05,pivot,48.35,0.73,,0.452,0.452,,0.7,uptrend,-0.0733,-0.0749,-0.1188,-0.0196,-0.137,True
GHGL,2025-09-15,pivot,46.13,0.12,,0.922,0.922,,0.14,uptrend,-0.0252,-0.0135,-0.1369,0.0208,-0.1435,True
GHGL,2025-12-17,pivot,37.38,1.41,,0.409,0.409,,0.4,uptrend,-0.0629,-0.0124,-0.0566,0.0195,-0.0761,True
GHGL,2026-01-06,pivot,37.14,0.36,,0.589,0.589,,1.22,uptrend,-0.0491,-0.0225,-0.029,0.0023,-0.0783,True
GHGL,2026-01-08,pivot,37.32,0.28,,0.761,0.761,,1.09,uptrend,-0.0486,-0.0138,-0.0257,0.0165,-0.0632,True
GHGL,2026-01-14,pivot,35.8,0.55,,0.781,0.781,,0.88,uptrend,0.012,0.015,-0.0156,0.0361,-0.0345,False
GHGL,2026-01-15,pivot,35.78,1.03,,0.407,0.407,,0.2,uptrend,0.0184,-0.0022,-0.0189,0.0381,-0.0326,False
GHGL,2026-01-16,pivot,35.34,0.12,,0.671,0.671,,0.57,uptrend,0.0054,-0.0125,-0.0536,0.0254,-0.0661,True
GHGL,2026-01-20,pivot,36.34,0.66,,0.893,0.893,,0.92,uptrend,-0.0362,-0.0109,-0.0622,0.0074,-0.0824,True
GHGL,2026-01-23,pivot,36.72,1.94,,0.711,0.711,,0.69,uptrend,-0.0298,-0.025,-0.1327,0.0053,-0.1356,True
GHGL,2026-04-09,pivot,33.97,4.18,,0.871,0.871,,2.74,uptrend,0.0195,-0.0118,,0.074,-0.0655,True
GHGL,2026-04-13,pivot,35.76,4.62,,0.584,0.584,,0.88,uptrend,0.0087,0.0068,,0.0652,-0.0353,False
GHGL,2026-04-28,pivot,36.47,1.56,,0.838,0.838,,2.31,uptrend,-0.0153,,,0.0068,-0.0779,True
GHGL,2026-04-30,pivot,37.48,2.59,,0.678,0.678,,0.88,uptrend,,,,0.0042,-0.0643,True
GHGL,2026-05-06,pivot,35.81,0.86,,0.531,0.531,,0.08,uptrend,,,,0.0228,-0.0193,False
GHNI,2020-06-01,pivot,103.18,0.17,0.339,0.523,0.523,0.183,1.05,uptrend,0.0535,0.038,0.1319,0.1519,-0.0356,False
GHNI,2020-06-22,pivot,112.83,3.39,0.6,0.797,0.797,0.197,0.64,uptrend,0.0473,0.116,0.5547,0.5547,-0.0106,False
GHNI,2020-08-21,pivot,272.07,2.55,0.447,0.758,0.758,0.311,0.79,uptrend,0.058,0.0945,-0.0352,0.1285,-0.0444,False
GHNI,2020-09-16,pivot,281.59,0.53,0.603,0.603,0.603,0.234,0.9,uptrend,-0.0949,-0.2035,-0.2126,-0.0027,-0.3154,True
GHNI,2020-09-22,pivot,278.05,1.06,0.414,0.414,0.414,0.199,0.57,uptrend,-0.1065,-0.2511,-0.1049,-0.0103,-0.2867,True
GHNI,2020-12-29,pivot,329.23,1.51,0.403,0.403,0.403,0.529,0.71,uptrend,-0.0617,-0.0484,-0.0658,0.0088,-0.1208,True
GHNI,2021-01-25,pivot,302.37,0.09,0.319,0.63,0.63,0.311,0.64,uptrend,0.0199,0.0159,-0.0284,0.0793,-0.0334,False
GHNI,2021-07-29,pivot,283.57,0.68,0.679,0.705,0.705,0.026,0.44,uptrend,-0.012,-0.0402,-0.098,0.0131,-0.1237,True
GHNI,2022-01-13,pivot,183.59,0.32,0.522,0.522,0.522,0.437,0.4,uptrend,-0.1091,-0.1221,-0.0977,0.0045,-0.1503,True
GHNI,2022-04-28,pivot,168.22,1.32,0.464,0.464,0.464,0.366,0.46,uptrend,-0.1639,-0.1479,-0.1412,-0.0072,-0.2019,True
GHNI,2022-08-29,pivot,155.05,0.67,0.398,0.833,0.833,0.436,0.18,uptrend,-0.0462,-0.0469,-0.0964,0.0191,-0.139,True
GHNI,2023-07-04,pivot,86.58,1.36,0.631,0.631,0.631,0.369,4.92,uptrend,0.1232,0.1113,0.3338,0.3772,-0.0498,False
GHNI,2023-08-04,pivot,118.68,2.13,0.491,0.56,0.56,0.069,0.41,uptrend,-0.144,-0.1735,-0.2185,-0.012,-0.3104,True
GHNI,2023-09-06,pivot,93.8,0.16,0.353,0.959,0.959,0.606,1.34,uptrend,-0.0317,-0.0141,0.0715,0.0977,-0.0921,True
GHNI,2023-10-16,pivot,139.75,1.99,0.425,0.425,0.425,0.418,2.03,uptrend,-0.043,-0.0617,-0.0566,0.0067,-0.1463,True
GHNI,2023-11-06,pivot,135.21,3.85,0.483,0.483,0.483,0.441,0.48,uptrend,0.0107,0.1757,0.3374,0.4219,-0.0532,False
GHNI,2023-11-14,pivot,138.43,0.26,0.494,0.686,0.686,0.192,0.47,uptrend,0.1506,0.2376,0.2711,0.3972,-0.007,False
GHNI,2023-12-14,pivot,163.65,3.36,0.645,0.645,0.645,0.355,0.37,uptrend,-0.0363,-0.013,0.0088,0.1048,-0.1344,True
GHNI,2024-01-04,pivot,165.52,0.25,,0.903,0.903,,2.54,uptrend,-0.0102,-0.1301,-0.1889,0.05,-0.1996,True
GHNI,2024-01-09,pivot,172.08,1.14,,0.902,0.902,,2.28,uptrend,-0.113,-0.1137,-0.1419,0.0027,-0.2279,True
GHNI,2024-03-18,pivot,159.59,0.37,,0.57,0.57,,0.86,uptrend,-0.0845,-0.0398,0.058,0.0651,-0.0921,True
GHNI,2024-04-04,pivot,165.11,0.67,,0.817,0.817,,1.85,uptrend,-0.0761,0.0212,0.648,0.7049,-0.0843,True
GHNI,2024-04-15,pivot,164.16,0.1,,0.712,0.712,,2.09,uptrend,0.0525,0.2969,0.7759,0.8425,-0.0639,True
GHNI,2024-05-20,pivot,277.12,1.86,,0.821,0.821,,0.5,uptrend,-0.0043,-0.0108,-0.0379,0.0302,-0.1353,True
GHNI,2024-06-07,pivot,256.41,3.28,,0.879,0.879,,0.95,uptrend,0.0341,0.0168,0.1664,0.1978,-0.0741,True
GHNI,2024-07-03,pivot,270.67,0.62,,0.828,0.828,,0.57,uptrend,0.1301,0.2121,0.3798,0.4019,-0.0217,False
GHNI,2024-07-05,pivot,272.57,0.57,,0.669,0.669,,1.27,uptrend,0.2429,0.2321,0.4269,0.4702,-0.0036,False
GHNI,2024-07-12,pivot,320.93,0.29,,0.817,0.817,,3.66,uptrend,-0.0297,-0.0401,0.1371,0.2266,-0.1514,True
GHNI,2024-07-22,pivot,320.99,4.33,,0.406,0.406,,0.77,uptrend,0.072,0.1782,0.0899,0.3172,-0.0555,False
GHNI,2024-07-26,pivot,318.36,0.03,,0.572,0.572,,0.59,uptrend,0.1375,0.2682,0.0288,0.3211,-0.0237,False
GHNI,2024-08-19,pivot,343.07,0.46,,0.814,0.814,,0.78,uptrend,-0.0732,-0.0899,-0.1893,0.0182,-0.193,True
GHNI,2024-08-26,pivot,343.38,3.75,,0.625,0.625,,0.49,uptrend,-0.0432,-0.0964,-0.1407,0.0541,-0.1897,True
GHNI,2024-11-01,pivot,369.7,1.21,,0.608,0.608,,0.39,uptrend,0.1045,0.0677,0.0391,0.1275,-0.0499,False
GHNI,2024-11-06,pivot,392.87,0.73,,0.462,0.462,,1.38,uptrend,-0.0138,0.003,0.0008,0.0363,-0.1267,True
GHNI,2024-11-13,pivot,400.05,0.92,,0.41,0.41,,0.91,uptrend,-0.0207,-0.0704,0.0857,0.182,-0.1474,True
GHNI,2024-11-25,pivot,397.09,0.78,,0.449,0.449,,0.34,uptrend,-0.0176,0.1566,0.4131,0.4131,-0.1182,True
GHNI,2024-12-03,pivot,397.61,0.28,,0.674,0.674,,1.05,uptrend,0.1132,0.2809,0.5483,0.5682,-0.023,False
GHNI,2024-12-13,pivot,453.68,2.04,,0.864,0.864,,1.34,uptrend,0.0878,0.2001,0.2514,0.3425,-0.0267,False
GHNI,2024-12-18,pivot,502.34,0.26,,0.422,0.422,,1.59,uptrend,0.048,0.0988,0.0211,0.1579,-0.1054,True
GHNI,2025-01-07,pivot,586.45,1.26,,0.786,0.786,,0.48,uptrend,-0.0161,-0.0178,-0.0369,0.0637,-0.1073,True
GHNI,2025-01-10,pivot,555.03,0.55,,0.83,0.83,,0.4,uptrend,0.0815,0.0036,0.1192,0.1311,-0.0507,False
GHNI,2025-01-28,pivot,551.72,0.95,,0.702,0.702,,0.73,uptrend,0.0257,0.2107,0.1366,0.2694,-0.0493,False
GHNI,2025-02-03,pivot,566.96,0.52,,0.782,0.782,,0.58,uptrend,0.0661,0.1395,0.1211,0.2221,-0.0581,False
GHNI,2025-02-06,pivot,569.73,2.46,,0.687,0.687,,0.6,uptrend,0.1891,0.1097,0.1129,0.2179,-0.0405,False
GHNI,2025-04-25,pivot,727.11,1.53,,0.759,0.759,,0.56,uptrend,-0.0019,-0.0563,-0.1193,0.0215,-0.2134,True
GHNI,2025-04-30,pivot,706.44,5.01,,0.546,0.546,,1.15,uptrend,-0.1186,-0.0521,-0.093,0.0368,-0.2016,True
GHNI,2025-05-07,pivot,736.42,4.95,,0.423,0.423,,0.49,uptrend,-0.0699,-0.102,-0.1368,-0.0001,-0.2113,True
GHNI,2025-07-21,pivot,750.13,0.55,,0.651,0.651,,0.55,uptrend,0.0914,0.0258,0.0536,0.1227,-0.0168,False
GHNI,2025-08-13,pivot,772.8,1.4,,0.715,0.715,,1.29,uptrend,0.0087,0.0285,-0.0056,0.0643,-0.0149,False
GHNI,2025-08-21,pivot,811.26,1.39,,0.522,0.522,,0.29,uptrend,0.0049,-0.0026,0.0249,0.0412,-0.0364,False
GHNI,2025-08-25,pivot,804.86,0.11,,0.537,0.537,,0.16,uptrend,0.0349,-0.0152,0.0901,0.0951,-0.0305,False
GHNI,2025-09-05,pivot,814.27,0.21,,0.466,0.466,,2.45,uptrend,-0.0154,0.0254,0.0131,0.0922,-0.0458,False
GHNI,2025-09-09,pivot,799.55,0.57,,0.452,0.452,,1.05,uptrend,0.0146,0.0762,0.0517,0.12,-0.0203,False
GHNI,2025-10-03,pivot,813.71,0.13,,0.865,0.865,,1.26,uptrend,0.0215,0.0087,-0.0383,0.0698,-0.0654,True
GHNI,2025-10-08,pivot,847.75,1.5,,0.827,0.827,,2.01,uptrend,-0.025,-0.028,-0.1058,0.0114,-0.1164,True
GHNI,2025-12-08,pivot,829.41,0.53,,0.741,0.741,,1.28,uptrend,-0.0308,-0.0524,0.0088,0.0166,-0.0769,True
GHNI,2026-01-15,pivot,861.25,0.61,,0.768,0.768,,0.68,uptrend,0.0522,0.0093,0.0877,0.1773,-0.0022,False
GHNI,2026-01-23,pivot,912.4,0.77,,0.423,0.423,,0.38,uptrend,-0.0203,0.0634,-0.0828,0.1136,-0.095,True
GHNI,2026-01-28,pivot,911.8,1.07,,0.503,0.503,,0.16,uptrend,0.0454,0.0344,-0.0685,0.1171,-0.1215,True
GHNI,2026-02-12,pivot,958.55,4.13,,0.535,0.535,,1.19,uptrend,-0.1079,-0.1272,-0.3045,-0.0213,-0.3089,True
GHNI,2026-04-24,pivot,808.63,1.31,,0.747,0.747,,0.89,uptrend,-0.0468,,,0.0322,-0.0811,True
GHNI,2026-04-30,pivot,797.44,3.44,,0.542,0.542,,0.69,uptrend,,,,0.0813,-0.0312,False
GHNI,2026-05-06,pivot,782.86,1.0,,0.789,0.789,,0.4,uptrend,,,,0.0853,0.0101,False
GHNL,2020-06-01,pivot,62.14,0.21,0.498,0.582,0.582,0.084,0.83,uptrend,0.0152,-0.0525,-0.0237,0.0523,-0.1308,True
GHNL,2020-06-12,pivot,64.96,2.23,0.529,0.751,0.751,0.222,0.61,uptrend,-0.0703,-0.0517,-0.0026,0.0306,-0.1361,True
GHNL,2020-06-22,pivot,60.03,5.89,0.729,0.836,0.836,0.107,0.55,uptrend,0.0441,0.0842,0.4281,0.4281,-0.0077,False
GHNL,2020-08-21,pivot,109.13,1.95,0.539,0.728,0.728,0.189,0.35,uptrend,-0.0057,-0.0036,-0.107,0.0576,-0.1104,True
GHNL,2020-09-04,pivot,113.54,0.47,0.318,0.421,0.421,0.103,0.76,uptrend,-0.0368,-0.1193,-0.2892,0.0021,-0.3132,True
GHNL,2020-09-16,pivot,106.1,1.86,0.524,0.524,0.524,0.273,0.58,uptrend,-0.1176,-0.2246,-0.2074,-0.0068,-0.2842,True
GHNL,2020-12-08,pivot,89.62,0.24,0.361,0.406,0.406,0.044,0.7,uptrend,0.0976,0.1151,0.2757,0.4501,-0.0204,False
GHNL,2020-12-28,pivot,117.47,1.89,0.572,0.572,0.572,0.236,4.37,uptrend,-0.1116,-0.1387,-0.1218,0.0468,-0.1475,True
GHNL,2021-07-29,pivot,132.68,0.51,0.341,0.839,0.839,0.498,0.61,uptrend,-0.0577,-0.0861,-0.1128,0.0177,-0.1386,True
GHNL,2021-08-10,pivot,121.74,1.02,0.635,0.756,0.756,0.122,0.48,uptrend,-0.002,-0.0102,-0.0925,0.0619,-0.1429,True
GHNL,2021-08-20,pivot,124.42,0.33,0.37,0.804,0.804,0.433,0.76,uptrend,-0.0829,-0.1242,-0.187,0.0136,-0.1927,True
GHNL,2021-08-26,pivot,125.02,1.6,0.427,0.427,0.427,0.447,0.41,uptrend,-0.085,-0.0997,-0.2433,-0.0158,-0.2835,True
GHNL,2022-01-10,pivot,78.89,1.13,0.309,0.903,0.903,0.594,0.59,uptrend,-0.0462,-0.0857,-0.0672,0.0491,-0.1253,True
GHNL,2022-08-19,pivot,63.37,0.58,0.44,0.44,0.44,0.55,0.27,uptrend,-0.0186,-0.0584,-0.0758,0.0234,-0.0928,True
GHNL,2022-08-29,pivot,62.46,1.22,0.333,0.811,0.811,0.478,0.34,uptrend,-0.0409,-0.0447,-0.0947,0.0224,-0.1534,True
GTYR,2020-05-14,pivot,47.05,2.02,0.411,0.411,0.411,0.532,0.28,uptrend,0.0927,0.1092,0.2656,0.3902,-0.0312,False
GTYR,2020-06-22,pivot,56.66,2.94,0.705,0.893,0.893,0.189,1.09,uptrend,0.0007,0.0569,0.2,0.2239,-0.0404,False
GTYR,2020-06-29,pivot,57.63,1.09,0.558,0.907,0.907,0.349,0.27,uptrend,0.0518,0.0782,0.1092,0.218,-0.0119,False
GTYR,2020-07-10,pivot,64.19,0.28,0.404,0.404,0.404,0.192,0.27,uptrend,0.0714,0.0185,0.2497,0.3137,-0.0385,False
GTYR,2020-07-30,pivot,69.04,0.06,0.737,0.778,0.778,0.041,0.72,uptrend,0.1636,0.123,0.0763,0.1909,-0.0014,False
GTYR,2020-08-13,pivot,79.15,1.84,0.552,0.552,0.552,0.448,0.61,uptrend,-0.0685,-0.0509,-0.0127,0.0499,-0.0875,True
GTYR,2020-08-21,pivot,74.5,2.01,0.606,0.768,0.768,0.162,0.27,uptrend,0.0127,0.0926,-0.0032,0.1202,-0.0124,False
