symbol,signal_date,lookback_n,strategy_confirmed,status,close_t,trigger_price,next_date,next_open,next_low,gap_pct,gap_pct_raw,gap_vs_trigger_pct,fillable_at_close_t,note
INIL,2026-08-21,20,False,Stopped,177.63,177.63,2026-08-24,178.98,174.1,0.7600067556156023,0.7600067556156023,0.7600067556156023,True,
PAKOXY,2026-08-21,20,False,Pending,306.5,306.5,2026-08-24,308.0,307.5,0.48939641109298526,0.48939641109298526,0.48939641109298526,False,
CLVL,2026-08-24,20,True,Stopped,29.99,29.99,2026-08-25,29.75,27.25,-0.8002667555851899,-0.8002667555851899,-0.8002667555851899,True,
CLVL,2026-08-24,60,True,Stopped,29.99,29.99,2026-08-25,29.75,27.25,-0.8002667555851899,-0.8002667555851899,-0.8002667555851899,True,
DADX,2026-08-24,20,False,Pending,101.95,101.95,2026-08-25,107.5,103.01,5.443845022069639,5.443845022069639,5.443845022069639,False,
FCEPL,2026-08-24,20,False,Pending,142.16,142.16,2026-08-25,145.8,137.0,2.5604952166572983,2.5604952166572983,2.5604952166572983,True,
FCEPL,2026-08-24,60,False,Pending,142.16,142.16,2026-08-25,145.8,137.0,2.5604952166572983,2.5604952166572983,2.5604952166572983,True,
CLVL,2026-08-25,20,True,Pending,30.94,30.94,2026-08-27,34.03,34.03,9.987071751777634,9.987071751777634,9.987071751777634,False,
CLVL,2026-08-25,60,True,Pending,30.94,30.94,2026-08-27,34.03,34.03,9.987071751777634,9.987071751777634,9.987071751777634,False,
DCR,2026-08-25,20,False,Pending,39.9,39.9,2026-08-27,39.9,39.9,0.0,0.0,0.0,True,
DCR,2026-08-25,60,False,Pending,39.9,39.9,2026-08-27,39.9,39.9,0.0,0.0,0.0,True,
PPVC,2026-08-25,20,False,Pending,30.37,30.37,2026-08-27,32.25,29.02,6.19031939413895,6.19031939413895,6.19031939413895,True,
TOWL,2026-08-25,20,False,Pending,146.63,146.63,2026-08-27,149.0,140.0,1.6163131692013943,1.6163131692013943,1.6163131692013943,True,
TOWL,2026-08-25,60,False,Pending,146.63,146.63,2026-08-27,149.0,140.0,1.6163131692013943,1.6163131692013943,1.6163131692013943,True,
APL,2026-08-27,20,False,Pending,,589.19,,,,,,,,no next trading day yet
APL,2026-08-27,60,False,Pending,,589.19,,,,,,,,no next trading day yet
MSOT,2026-08-27,20,True,Pending,,172.68,,,,,,,,no next trading day yet
MSOT,2026-08-27,60,True,Pending,,172.68,,,,,,,,no next trading day yet
POL,2026-08-27,20,False,Pending,,747.47,,,,,,,,no next trading day yet
POL,2026-08-27,60,False,Pending,,747.47,,,,,,,,no next trading day yet
UPFL,2026-08-27,20,False,Pending,,25960.58,,,,,,,,no next trading day yet
